"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","(Event #%4) - 0.5 + (Event #/(4956 + 1))","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
155340,102419,115,138418,101675,113,88,117,0,-0.351523,209,210,0,115,69,0,-16,75,0,-63,51,0,2.34613
221800,155206,130,59095,43031,111,106,131,0,-0.350716,-57,61,0,-27,82,0,-18,90,0,-26,141,0,2.35979
418654,198016,162,230237,95165,160,4460,2358,52,1.64969,472,371,0,40,118,0,294,215,0,1656,1111,13,2.36565
152047,89412,114,159624,95449,124,1107,839,0,2.64989,282,318,0,-14,45,0,30,81,0,331,348,0,2.36565
398862,246328,132,145196,87834,130,6974,3968,58,1.65211,172,104,0,47,63,0,31,88,0,589,516,0,2.39688
185949,131712,120,84085,70277,110,-20,123,0,2.65231,126,204,0,104,80,0,-48,64,0,214,191,0,2.39688
345598,205661,136,136575,84018,127,3837,2142,49,-0.347488,166,222,0,90,63,0,117,151,0,1124,665,0,2.39883
259370,193630,125,125646,98231,112,12202,7983,62,0.652713,228,301,0,58,60,0,61,92,0,880,658,0,2.3998
430299,213300,138,304468,171491,137,2876,1290,39,2.65312,509,317,0,22,88,0,241,175,0,2273,1240,26,2.41542
167826,100379,119,157264,93991,119,1202,588,0,-0.345875,161,130,0,-56,77,0,119,140,0,512,416,0,2.43201
180232,133088,108,222286,167667,130,5404,2778,61,0.654327,35,144,0,116,92,0,-11,27,0,219,144,0,2.43494
445782,207097,152,295778,120487,153,4219,2518,40,1.65453,246,184,0,32,89,0,-128,46,0,606,266,0,2.43787
529654,272974,154,314456,136184,149,781,498,0,-0.345068,261,146,0,-125,37,0,17,50,0,329,256,0,2.4447
242017,175385,118,116725,80041,119,611,408,0,0.655134,77,96,0,-48,64,0,69,47,0,232,147,0,2.4447
303473,171852,143,356983,215101,145,3091,1494,38,1.65534,340,301,0,65,104,0,117,79,0,756,509,0,2.44665
422890,203717,157,151388,82082,135,2498,1196,28,2.65554,151,150,0,-48,65,0,19,70,0,971,513,0,2.45055
367900,229151,129,158680,103456,127,2576,1520,32,-0.344261,113,121,0,105,137,0,168,96,0,722,501,0,2.45153
293904,210431,127,129053,88621,119,2055,1220,21,0.655941,90,134,0,-83,56,0,169,97,0,452,395,0,2.4525
253410,175869,136,123056,85612,119,1110,573,0,1.65614,185,162,0,71,89,0,-93,78,0,340,231,0,2.45348
331617,214366,131,127900,79693,125,245,165,0,0.656748,40,68,0,-84,37,0,6,56,0,213,77,0,2.46226
217112,108329,133,248481,114337,137,170,109,0,-0.342647,577,416,0,25,74,0,72,53,0,-39,51,0,2.47007
231780,154073,124,56939,42400,112,2292,1689,29,2.65796,27,104,0,8,47,0,80,110,0,434,268,0,2.49642
611947,302350,146,244511,130604,141,13383,9990,66,2.65877,383,236,0,84,96,0,156,212,0,1570,851,0,2.5013
378226,248110,129,164745,100494,129,2464,1319,31,1.65937,149,100,0,-60,43,0,44,80,0,608,521,0,2.50325
449664,293718,135,208254,151394,129,848,601,0,-0.340226,233,219,0,95,111,0,69,61,0,690,479,0,2.5052
201223,155544,118,164504,116849,118,361,246,0,0.659976,297,245,0,43,54,0,-5,79,0,29,47,0,2.51106
208261,154152,112,88167,61498,118,519,322,0,-0.339419,105,120,0,-16,67,0,101,89,0,90,71,0,2.52082
213337,120450,124,215456,132633,124,451,258,0,0.660783,399,373,0,-103,37,0,32,46,0,36,57,0,2.52277
191311,126316,123,85948,65277,116,228,170,0,0.662397,38,138,0,64,90,0,-9,117,0,394,286,0,2.53741
345054,230341,129,162372,109073,129,1670,862,0,0.663204,111,139,0,98,75,0,1,52,0,593,431,0,2.54815
480447,245647,136,301556,155026,138,5912,2531,67,0.66401,538,360,0,179,96,0,354,198,0,2283,1290,26,2.55303
288846,191470,122,110373,71298,121,2060,1126,21,1.66421,82,170,0,98,65,0,192,101,0,745,507,0,2.56083
244148,173686,122,85704,63788,113,283,198,0,-0.335384,168,128,0,47,93,0,-49,65,0,364,375,0,2.56083
228060,177445,113,172996,129195,117,258,215,0,2.66522,234,212,0,-33,74,0,18,57,0,143,89,0,2.57645
189498,146599,111,97243,82823,109,1838,1330,21,0.665624,183,186,0,50,73,0,51,68,0,273,185,0,2.59109
372986,252092,136,308533,198741,126,568,355,0,1.66663,98,119,0,-130,117,0,30,54,0,427,277,0,2.62134
317201,164254,148,392168,165243,145,1113,721,0,0.667238,253,189,0,-3,52,0,88,62,0,117,76,0,2.6272
208840,159571,130,149948,125487,113,-29,60,0,1.66825,158,181,0,75,80,0,132,72,0,335,280,0,2.63305
480066,231789,160,238259,105091,144,3177,1722,39,0.668852,133,175,0,54,122,0,103,112,0,675,321,0,2.63793
221053,165300,122,111536,80072,115,1288,751,0,1.66986,113,157,0,57,87,0,139,123,0,621,415,0,2.64769
179075,146701,108,283002,203633,120,451,266,0,0.670466,110,227,0,18,89,0,-47,39,0,111,89,0,2.66428
211089,151225,116,87237,59509,115,513,317,0,1.67067,116,116,0,-22,70,0,-79,28,0,238,160,0,2.67111
480428,307748,133,250474,152898,131,871,447,0,2.67087,430,296,0,-179,29,0,279,162,0,2170,1413,27,2.67209
218332,174663,119,61046,50790,107,94,183,0,-0.328929,6,49,0,27,55,0,57,80,0,158,163,0,2.67404
174950,140576,112,274820,221842,117,368,374,0,1.67147,179,219,0,-96,53,0,-139,28,0,86,99,0,2.67892
287654,208494,121,118059,83678,119,1042,631,0,2.67168,200,137,0,-28,86,0,-33,51,0,497,443,0,2.68087
296441,191936,141,204188,146412,126,305,223,0,1.67309,110,99,0,61,76,0,47,42,0,218,208,0,2.70527
431888,272199,143,149095,87645,131,1484,771,0,1.6747,341,269,0,-83,91,0,240,151,0,1403,968,0,2.72088
223337,160944,118,83711,61691,114,1247,975,0,2.67571,128,174,0,48,120,0,92,82,0,580,417,0,2.73845
311539,221250,126,71594,56435,113,48,82,0,-0.322473,36,131,0,-6,72,0,90,80,0,208,200,0,2.7648
310521,190820,144,136120,81986,144,1807,827,0,2.68217,94,117,0,-124,27,0,114,86,0,678,378,0,2.83995
380777,232740,129,227561,147314,126,9,59,0,1.68358,112,108,0,181,101,0,-64,39,0,-149,50,0,2.85556
345143,181095,134,329893,214128,134,11406,6292,70,-0.316018,702,542,0,158,126,0,419,288,0,2716,1698,36,2.85947
154907,135282,64,91668,85176,61,10,82,0,1.68439,106,167,0,42,66,0,58,56,0,-32,85,0,2.86435
271456,185121,127,199972,137954,132,2823,1241,26,2.68459,151,206,0,19,80,0,55,81,0,496,327,0,2.86727
336899,215632,135,260626,192302,127,505,327,0,1.68519,257,340,0,18,51,0,122,98,0,1052,708,0,2.87313
296152,218023,136,117383,79733,131,7580,4984,53,0.687412,354,266,0,111,86,0,120,145,0,1405,1051,9,2.91314
310693,193240,143,366822,241463,129,4986,2559,54,-0.311983,821,620,0,107,110,0,430,238,0,2553,1592,33,2.91802
203235,76036,139,186480,79201,145,2565,1012,15,0.688219,115,154,0,-36,97,0,8,70,0,434,218,0,2.92095
333728,212573,129,123188,81838,121,934,524,0,1.68842,210,163,0,132,102,0,13,77,0,759,486,0,2.92681
256873,173268,119,108374,78077,116,977,780,0,-0.311176,94,95,0,-131,54,0,-34,52,0,424,252,0,2.93754
413020,216449,133,197349,121004,132,10361,5367,70,-0.310369,782,728,0,213,176,0,768,396,0,4933,2983,50,2.96487
209730,144502,121,87826,64958,113,912,692,0,1.69003,30,105,0,34,99,0,109,75,0,160,221,0,2.96877
283607,207877,130,102495,76852,114,556,332,0,-0.308755,64,162,0,75,134,0,-4,82,0,476,458,0,2.98634
138762,119543,103,145586,110000,108,468,219,0,0.69306,6,81,0,-10,60,0,-9,54,0,31,74,0,3.03611
310880,196467,144,233442,167816,129,557,297,0,2.69427,59,112,0,54,45,0,164,85,0,114,136,0,3.04684
344731,228578,136,215607,125940,133,1257,658,0,0.694674,-18,122,0,69,101,0,35,67,0,340,316,0,3.05465
411697,273119,139,162161,114161,123,2719,1524,34,2.69508,244,247,0,72,127,0,149,117,0,720,531,0,3.06636
330015,216128,127,177806,103881,129,1953,1134,16,-0.304721,167,211,0,123,113,0,41,82,0,700,430,0,3.07319
301223,216686,121,108704,75388,115,1114,633,0,0.697902,127,147,0,113,107,0,88,70,0,494,387,0,3.1298
291589,179741,141,93278,65390,121,5124,2899,54,2.69831,500,338,0,31,53,0,118,145,0,1308,887,0,3.13077
282113,130880,155,163917,80861,155,8681,4044,68,0.699516,399,293,0,242,114,0,184,80,0,1649,918,0,3.13663
455846,231714,150,155972,81592,133,4267,2491,47,1.69972,307,274,0,-94,82,0,48,124,0,1130,608,0,3.13761
211485,142836,119,173508,121622,116,80,121,0,1.70052,289,270,0,8,82,0,-117,36,0,-70,48,0,3.14151
338345,207253,134,182507,107171,128,1830,847,0,2.70234,95,114,0,47,84,0,-22,63,0,513,327,0,3.18055
318835,223987,138,253168,168897,127,3250,1990,41,-0.297458,333,274,0,92,147,0,97,68,0,1276,813,0,3.19909
308109,179479,140,95783,76068,117,835,670,0,-0.296651,103,128,0,-137,33,0,23,77,0,673,411,0,3.21373
276236,184552,140,173986,118155,128,839,597,0,1.70456,335,257,0,155,102,0,17,141,0,1247,834,0,3.22446
297899,198821,124,153644,99542,122,6369,3894,53,2.70476,237,187,0,-1,81,0,71,123,0,903,518,0,3.22837
258450,191801,132,89237,62755,116,1276,775,0,-0.293423,95,189,0,-122,31,0,-3,72,0,598,415,0,3.2391
300881,217435,124,103456,75156,116,68,61,0,1.70779,33,54,0,5,57,0,-81,64,0,28,52,0,3.25667
358774,226986,128,132972,81916,127,1883,1013,7,2.70799,377,311,0,24,44,0,88,92,0,1105,724,0,3.26936
334025,216145,132,172771,107920,135,3264,1614,45,2.7088,268,205,0,26,116,0,86,129,0,1177,787,0,3.28399
482071,280909,150,177388,111610,128,153,138,0,-0.290196,59,81,0,-31,109,0,-70,63,0,261,123,0,3.29961
334931,207433,142,309888,226246,128,4766,2181,58,2.71041,477,456,0,386,315,0,468,242,0,2439,1580,31,3.30449
313621,208393,131,101565,63568,125,2295,1230,25,-0.289389,142,121,0,-54,41,0,26,62,0,526,385,0,3.30547
304279,201773,140,173259,119874,125,1236,699,0,0.710813,221,169,0,90,100,0,63,100,0,508,446,0,3.30937
469312,244259,143,266020,134466,145,3559,1536,50,2.71122,206,259,0,64,72,0,187,146,0,1205,643,0,3.31034
369450,242404,128,114302,78120,121,1564,903,0,0.71162,129,204,0,-15,44,0,80,87,0,421,325,0,3.31327
148683,123246,109,124700,106866,107,1039,886,0,2.71202,988,880,0,160,111,0,79,115,0,19,46,0,3.3162
314555,226336,122,102714,76450,117,889,576,0,2.71364,259,240,0,-36,51,0,-46,40,0,365,356,0,3.3406
376590,246699,127,172875,110636,130,1288,669,0,-0.286161,165,198,0,-102,86,0,135,113,0,705,505,0,3.34645
420262,251823,151,197557,98598,151,4701,1891,51,0.714848,286,212,0,275,133,0,105,58,0,937,502,0,3.35817
440646,248765,137,189718,117195,136,5714,3115,56,-0.284547,378,269,0,124,75,0,73,139,0,1357,879,0,3.36207
244927,173580,136,136525,97352,118,937,499,0,-0.28374,194,176,0,-69,31,0,15,73,0,613,384,0,3.36988
348526,232520,138,135744,87751,143,4046,2385,49,0.716462,183,149,0,135,92,0,137,98,0,801,554,0,3.37085
289208,195008,129,93376,60135,122,2524,1457,32,1.71666,170,212,0,195,109,0,131,104,0,874,569,0,3.37378
187693,140064,129,116123,92799,129,34,62,0,0.719689,106,117,0,17,56,0,117,109,0,266,160,0,3.40599
289920,187536,129,72383,52493,115,85,107,0,-0.278092,52,145,0,-6,60,0,55,71,0,298,294,0,3.43722
463888,251662,151,186994,108533,136,1016,502,0,0.72211,552,514,0,78,89,0,406,217,0,2510,1549,33,3.44209
164692,85117,143,151780,78015,143,97,110,0,2.72332,125,123,0,-202,28,0,14,49,0,56,87,0,3.45381
300190,207877,119,96853,64414,117,2152,1149,22,-0.276478,160,154,0,102,99,0,212,80,0,671,418,0,3.46259
253651,183991,119,220126,107287,115,509,277,0,2.72413,988,779,0,149,89,0,498,383,0,3857,2950,40,3.46552
520797,278355,146,264355,163755,141,277,134,0,1.72473,118,225,0,39,162,0,179,82,0,275,128,0,3.4743
300407,201082,137,102049,68487,120,2291,1294,27,2.72493,145,127,0,134,138,0,197,87,0,547,355,0,3.48894
202368,150099,115,123525,86675,114,1809,1131,16,1.72554,331,264,0,-32,60,0,93,87,0,878,730,0,3.49675
125158,74698,110,147216,92231,119,383,214,0,2.72574,189,181,0,-61,40,0,112,94,0,94,108,0,3.49675
522778,255174,143,226716,110496,142,21983,9062,91,1.72635,727,528,0,-12,58,0,516,225,0,3511,1751,45,3.5026
272831,180490,133,78377,56199,117,1310,822,0,2.72736,140,163,0,46,84,0,39,64,0,444,321,0,3.52017
242811,139050,132,295796,189135,133,4665,2696,52,1.72877,518,324,0,178,128,0,169,194,0,1840,1227,20,3.55042
404908,242675,147,149132,92274,129,4625,2384,53,2.73058,251,216,0,-29,75,0,90,104,0,804,551,0,3.56799
396257,259184,132,157691,104344,132,1799,887,0,1.73119,385,220,0,-63,55,0,86,108,0,1037,655,0,3.57482
368637,233312,128,178121,113359,128,2912,1596,40,-0.268408,207,247,0,-56,44,0,28,84,0,890,599,0,3.58653
404609,259379,151,174061,120772,133,174,136,0,1.732,170,154,0,40,53,0,96,75,0,393,286,0,3.59532
530758,271049,144,279270,132806,151,9644,5060,72,1.7328,362,317,0,-23,57,0,276,184,0,1520,821,0,3.61483
460555,212332,149,534527,232915,155,24916,9393,105,2.73462,1045,736,0,316,211,0,330,182,0,3429,1800,45,3.64021
233136,164190,122,83177,60739,115,2321,1496,31,2.73542,228,186,0,-73,58,0,-11,141,0,1072,810,0,3.65777
375336,243351,126,222001,144721,127,3200,1742,42,2.73704,348,291,0,49,102,0,22,57,0,939,654,0,3.68217
318245,207085,142,210764,136912,127,2965,1917,36,2.73865,348,227,0,35,73,0,231,149,0,1113,800,0,3.70364
306869,217639,119,157976,106654,118,244,211,0,-0.261146,132,158,0,-4,50,0,-40,48,0,364,204,0,3.7095
152046,124959,118,144333,98235,115,4852,3441,45,1.73926,224,215,0,-38,45,0,-90,37,0,53,65,0,3.71926
244957,194617,114,116877,98257,114,173,149,0,1.74087,111,152,0,54,58,0,65,56,0,412,305,0,3.74658
483014,243684,147,262972,168226,141,1739,822,0,2.74107,380,331,0,214,99,0,245,136,0,1218,785,0,3.75049
194795,117770,123,89092,62473,118,5046,2874,51,0.741477,53,88,0,71,70,0,127,121,0,761,493,0,3.75537
294565,197826,133,130455,88159,124,1910,1180,20,1.74168,258,142,0,146,112,0,172,126,0,842,569,0,3.75634
241901,177973,116,68527,47966,114,2407,1424,34,-0.257918,178,197,0,135,92,0,68,60,0,439,353,0,3.7583
329940,204205,125,122140,75510,128,1371,746,0,0.742284,223,150,0,41,80,0,27,75,0,429,280,0,3.75927
378413,224378,149,127078,80455,127,401,241,0,1.74329,99,93,0,-91,33,0,92,94,0,235,219,0,3.77098
345061,160183,144,248688,156453,136,700,494,0,2.7443,286,180,0,96,152,0,29,58,0,421,211,0,3.78757
284453,194620,124,95415,62692,119,2887,1622,37,-0.255497,203,161,0,44,122,0,124,109,0,332,265,0,3.7905
257868,153869,121,283324,163470,130,1767,803,0,0.744704,244,197,0,100,96,0,70,70,0,638,380,0,3.7905
457893,252478,145,265534,151608,139,5929,3114,59,0.745511,293,264,0,-51,47,0,213,180,0,1881,1069,13,3.79343
483517,279246,139,213799,128578,139,3331,1602,43,2.74591,276,189,0,57,104,0,93,85,0,970,595,0,3.79538
422659,198486,141,236328,142502,137,8924,7297,50,-0.253883,324,233,0,-17,50,0,432,162,0,1564,1207,15,3.79733
372456,231526,146,150772,92475,133,1837,913,0,-0.253076,195,202,0,-53,59,0,83,91,0,922,577,0,3.80124
494521,279114,148,261995,130810,149,8789,3822,83,0.747125,443,265,0,115,105,0,91,135,0,1709,908,0,3.80416
321815,203771,134,248717,145451,134,5082,2734,53,-0.25227,222,182,0,125,101,0,52,105,0,1395,844,0,3.81783
321083,165390,136,115811,64391,125,544,300,0,0.747932,129,88,0,-14,72,0,3,45,0,398,193,0,3.81783
363666,173317,145,415161,251738,147,237,176,0,2.74914,888,687,0,137,143,0,-9,92,0,325,131,0,3.84418
235969,154422,124,101658,73582,120,2476,1525,32,-0.250656,192,194,0,86,88,0,-93,60,0,665,514,0,3.84613
402005,216996,157,294373,132465,146,1139,416,0,0.749546,138,127,0,-72,69,0,87,70,0,233,203,0,3.84808
314570,202598,141,143219,83229,123,9017,4790,68,1.74975,384,321,0,162,93,0,342,175,0,1666,1097,14,3.85101
245074,179083,119,123917,100282,117,52,55,0,2.75076,-31,97,0,153,129,0,44,54,0,-17,52,0,3.8676
139193,54140,146,131980,49382,146,200,133,0,2.75156,165,150,0,-36,61,0,90,82,0,24,99,0,3.87833
237042,154381,130,120322,78168,118,1897,1145,18,2.75237,227,217,0,-26,76,0,84,51,0,937,707,0,3.88321
209948,159902,112,53024,41739,105,991,642,0,-0.247428,-56,58,0,-32,45,0,16,53,0,216,224,0,3.88809
383280,245679,130,154979,104124,129,4387,2620,46,2.75398,223,348,0,-46,48,0,105,102,0,1166,766,0,3.90956
154957,124350,116,95741,80917,108,257,266,0,0.756002,-69,53,0,123,113,0,-3,64,0,223,203,0,3.95641
229042,166962,113,86153,66477,109,7263,4746,53,2.75641,394,406,0,-61,64,0,149,148,0,1727,1271,19,3.96324
267008,177241,126,335614,248300,126,10090,5956,62,0.756809,160,86,0,5,94,0,134,113,0,279,270,0,3.96519
327806,199033,133,159728,92353,126,2628,1281,36,-0.241779,318,336,0,221,111,0,305,216,0,1928,1248,23,3.97495
290428,185352,136,133739,83958,125,1257,740,0,2.75883,194,199,0,-79,31,0,142,60,0,343,264,0,3.97983
175873,143715,105,136155,100427,111,165,102,0,-0.240972,196,253,0,99,112,0,74,138,0,4,56,0,3.98081
381068,258939,127,143932,104319,125,1006,722,0,-0.240165,295,237,0,-8,89,0,23,96,0,543,345,0,3.98666
263730,191507,135,87235,62375,114,1460,911,0,0.760036,191,153,0,-19,84,0,9,84,0,697,422,0,3.98861
242067,160998,119,213886,160951,118,737,440,0,1.76024,175,227,0,178,92,0,-150,13,0,164,108,0,3.98861
121902,104328,113,141235,121838,107,1856,1569,23,2.76044,607,666,0,176,83,0,53,56,0,54,63,0,3.98959
277270,193262,121,198125,151063,120,4093,2644,44,0.760843,285,207,0,91,145,0,112,93,0,808,558,0,3.99642
135874,104603,113,145138,120808,112,749,554,0,1.76104,167,199,0,88,74,0,-58,61,0,171,119,0,4.00033
190999,137863,131,68488,55667,107,468,258,0,1.76185,129,140,0,-31,125,0,96,68,0,185,166,0,4.00813
483339,260069,139,179909,94814,138,3277,1780,40,2.76205,104,85,0,-130,70,0,113,70,0,834,488,0,4.01204
335393,214807,137,228697,134869,140,789,453,0,0.762457,91,107,0,77,65,0,-58,71,0,378,191,0,4.01496
312541,212188,126,88678,66794,112,172,107,0,-0.236131,-3,61,0,8,96,0,69,63,0,195,94,0,4.0218
442583,280850,132,192529,117415,129,2430,1254,32,1.76427,134,228,0,87,81,0,201,89,0,717,495,0,4.02668
275300,188258,128,102968,69312,118,1571,966,0,2.76528,100,101,0,12,69,0,144,107,0,547,402,0,4.03155
359023,250421,138,160932,101404,125,2094,1253,26,0.765685,118,137,0,-26,79,0,35,73,0,597,439,0,4.03253
290475,197548,128,196357,128521,126,1895,1065,11,1.76589,187,163,0,119,133,0,38,100,0,734,483,0,4.03936
216249,159731,123,222645,173671,120,8755,5866,55,-0.23371,572,576,0,110,123,0,345,280,0,3149,2256,35,4.04424
312578,219132,129,58939,40020,114,793,493,0,1.76669,38,105,0,157,115,0,3,74,0,240,248,0,4.05205
199020,101358,134,215986,118366,132,2091,948,0,-0.232096,54,88,0,-79,23,0,217,115,0,497,272,0,4.05986
495377,255765,152,335451,168090,149,6906,3375,66,0.768106,399,328,0,108,87,0,295,134,0,1570,777,0,4.06669
166912,129230,117,214997,135382,122,913,446,0,1.76911,70,80,0,-9,74,0,-48,19,0,42,78,0,4.09499
359152,227271,131,102435,62226,124,1688,837,0,0.76972,176,158,0,68,79,0,150,113,0,659,446,0,4.09987
147119,76828,136,221103,126144,128,114,108,0,2.77012,196,170,0,181,102,0,42,71,0,-105,25,0,4.10182
166475,92495,123,95620,68234,112,443,265,0,1.77154,104,91,0,111,99,0,-53,74,0,198,122,0,4.11841
264685,157253,142,267227,133465,141,7469,3447,70,-0.228061,310,233,0,103,117,0,123,146,0,1370,775,0,4.11939
426289,244976,141,246689,131299,148,6021,2806,66,0.77214,453,353,0,41,79,0,103,125,0,1354,813,0,4.12036
339511,201961,151,169175,77033,151,2332,1018,9,0.772947,150,156,0,92,111,0,190,80,0,493,362,0,4.14086
365613,206243,147,175021,94002,136,1011,516,0,1.77315,259,291,0,118,96,0,247,144,0,1539,865,0,4.14476
270204,195768,116,117757,78368,118,115,123,0,1.77396,-41,126,0,-117,42,0,115,89,0,207,109,0,4.15745
155901,107537,124,150043,88777,127,988,637,0,2.77416,166,142,0,113,81,0,34,83,0,-46,49,0,4.15745
468212,263056,138,207792,112469,138,8742,4520,64,-0.225641,482,406,0,-59,91,0,564,297,0,2700,1741,35,4.1594
363266,239279,124,107136,67587,124,5402,2906,55,0.774561,458,363,0,46,109,0,252,161,0,2018,1336,25,4.16428
205703,155416,125,211618,160917,117,183,187,0,0.775368,297,247,0,79,74,0,-126,33,0,92,105,0,4.17306
269194,173154,138,81422,53929,117,1612,1015,5,0.776175,113,85,0,51,93,0,110,111,0,432,251,0,4.21015
182524,128435,115,188074,154553,115,718,388,0,2.77658,62,97,0,-97,36,0,153,111,0,456,371,0,4.21893
285345,204662,124,116926,76378,122,3090,1879,37,1.77718,209,149,0,16,53,0,83,76,0,594,441,0,4.23162
365684,166557,167,178821,123855,148,241,136,0,1.77799,107,139,0,0,58,0,29,94,0,354,252,0,4.23552
507210,295228,143,349188,218761,135,689,454,0,-0.218378,164,134,0,125,68,0,40,72,0,298,236,0,4.29506
432959,264426,151,389027,242288,137,276,141,0,0.781824,350,329,0,28,73,0,217,137,0,645,477,0,4.29701
245974,181427,122,119356,87667,117,4066,2703,44,-0.217571,173,258,0,-32,61,0,229,157,0,1500,1068,10,4.30189
604952,297119,150,424512,242101,145,4002,1677,53,2.78303,587,384,0,108,134,0,137,161,0,1496,922,0,4.30579
201637,135285,135,230231,159764,119,150,118,0,-0.216764,283,270,0,74,140,0,23,91,0,-69,53,0,4.30774
133611,90869,116,181497,115142,123,1658,803,0,1.78445,77,112,0,-93,79,0,-31,41,0,93,125,0,4.31653
248178,179853,113,69701,52683,115,2395,1385,31,1.78525,168,205,0,-2,52,0,87,133,0,743,568,0,4.32238
128175,82447,117,162183,97472,120,580,327,0,2.78626,59,179,0,118,99,0,-6,124,0,35,33,0,4.34971
403405,234693,132,163391,96228,128,1222,607,0,1.78767,230,210,0,114,87,0,88,164,0,937,572,0,4.35849
418084,245943,134,235319,137320,135,3227,1746,43,2.78788,398,386,0,-84,50,0,207,117,0,1553,969,0,4.36044
309473,221179,135,136651,98711,117,321,263,0,0.788279,175,161,0,33,68,0,118,87,0,119,156,0,4.36532
286953,206896,125,84952,59421,115,919,614,0,-0.208695,120,112,0,35,99,0,67,90,0,462,282,0,4.3946
317769,247783,121,145907,107863,118,3787,2536,42,0.791507,357,351,0,66,66,0,280,114,0,818,649,0,4.39558
304578,222932,118,359383,280769,120,1103,766,0,1.79171,229,293,0,96,115,0,31,75,0,295,170,0,4.3985
369585,234272,136,343379,242485,129,315,287,0,1.79252,566,399,0,244,124,0,270,145,0,1185,893,0,4.42095
204801,157591,112,90920,67094,111,2881,1964,34,1.79413,157,141,0,-29,71,0,119,106,0,630,399,0,4.44242
479141,259405,157,155408,90097,132,9059,5313,62,2.79433,201,199,0,-12,66,0,268,181,0,1032,702,0,4.4434
214611,149683,122,200785,152978,125,1872,1256,21,0.794735,221,276,0,-10,117,0,-30,37,0,180,106,0,4.4473
233875,177019,133,80619,60879,110,-151,14,0,1.79494,95,84,0,95,89,0,11,49,0,121,102,0,4.45218
333219,228318,122,160552,111119,124,1273,759,0,-0.203046,136,145,0,-34,52,0,112,120,0,227,176,0,4.49805
173396,99648,122,207797,129622,126,1964,887,0,0.797962,227,210,0,-86,61,0,167,119,0,1055,586,0,4.51366
397273,198857,137,244433,139036,133,3470,2079,42,0.798769,241,236,0,-4,48,0,224,165,0,1318,850,0,4.5283
333901,234517,135,124912,90502,117,502,270,0,2.79917,126,127,0,152,126,0,-42,45,0,343,275,0,4.53123
376008,250972,146,113416,69880,134,1987,1085,13,-0.199818,106,174,0,10,103,0,112,90,0,540,321,0,4.5488
320939,164199,141,88735,44899,129,1275,815,0,0.800383,148,209,0,49,102,0,69,67,0,544,366,0,4.54977
199346,85413,134,184732,93313,129,347,223,0,-0.199012,90,120,0,-1,65,0,-26,115,0,76,59,0,4.5527
358621,214718,145,218650,142509,131,7140,3716,60,2.8024,291,313,0,-11,92,0,82,106,0,1284,868,0,4.57319
424118,270849,133,219724,150210,128,542,239,0,0.802804,140,168,0,26,78,0,120,83,0,312,218,0,4.57612
167763,136455,111,186522,152911,114,1487,1076,10,0.803611,66,115,0,94,131,0,-60,80,0,91,99,0,4.57905
219463,145492,136,97700,62709,122,7713,5143,55,-0.195784,355,443,0,55,68,0,115,177,0,1277,1038,8,4.58198
158012,78934,147,153627,68664,150,346,175,0,0.805225,70,102,0,-56,40,0,91,60,0,27,64,0,4.59466
302914,205783,126,198766,147907,123,1058,510,0,1.80543,243,288,0,-66,62,0,126,108,0,606,372,0,4.59662
401459,250057,148,168264,103505,130,207,171,0,1.80623,104,129,0,-14,33,0,-80,84,0,64,147,0,4.62102
436336,267921,143,185277,110062,134,1709,1086,13,2.80644,226,291,0,106,86,0,170,133,0,1025,646,0,4.62297
190855,145927,114,161667,114450,115,4443,3224,44,1.80704,207,176,0,109,97,0,66,78,0,163,144,0,4.63761
381457,259969,130,170535,109707,126,3929,2470,44,2.80724,243,229,0,-26,85,0,150,77,0,876,567,0,4.63956
244095,171739,134,304278,204648,124,69,93,0,-0.190942,201,289,0,29,64,0,-5,58,0,48,70,0,4.66103
369131,236772,131,284412,152929,135,5380,3567,49,1.80946,264,293,0,1,68,0,157,170,0,988,690,0,4.66591
125434,101653,105,134782,109002,113,54,64,0,1.81027,-24,101,0,-92,62,0,86,61,0,-60,78,0,4.69226
244905,127904,130,98787,55539,128,898,373,0,-0.189328,46,116,0,82,79,0,124,68,0,304,155,0,4.69519
301169,212860,128,140970,105192,116,3849,2375,43,0.810874,317,203,0,-41,63,0,78,159,0,1049,751,0,4.69811
334944,231386,131,90351,60324,122,473,374,0,-0.188521,178,119,0,11,107,0,151,96,0,569,366,0,4.70885
397892,257795,139,149867,94898,129,2357,1272,30,0.812487,194,235,0,66,119,0,148,85,0,895,648,0,4.73422
394742,235921,133,306483,218640,135,5131,2696,54,2.81289,758,563,0,35,115,0,342,240,0,2906,1768,37,4.7391
169793,104429,121,178840,118059,121,3913,2224,48,-0.186907,185,176,0,-31,21,0,-46,97,0,728,439,0,4.74008
143821,112757,116,170279,140488,108,147,98,0,1.8135,203,193,0,-57,37,0,-21,71,0,67,98,0,4.74008
454430,231741,155,107876,51417,136,12736,6518,74,2.8137,354,274,0,-15,93,0,221,173,0,1392,727,0,4.74203
274062,200105,125,97532,71040,114,1692,1135,16,2.81531,228,186,0,-67,44,0,23,89,0,608,414,0,4.76545
201476,164714,121,293213,223454,116,66,76,0,2.81612,195,259,0,-165,32,0,24,81,0,46,71,0,4.80839
