"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
44347.1,36006,80718,14704.2,12154,79287,33.6,65.1,21.42,21.39,28.8,51.92,2.89356
83934.9,58988,93252.1,33308.5,24209,90169.2,37.8,46.62,51.24,58.59,63,78.47,2.89356
45813.6,31268,96022.8,28913.6,20796,91117.7,76.44,58.8,3.78,26.04,76.5,64.31,2.89459
99423.1,64574,100904,36386.3,26679,89381.6,110.04,99.96,31.08,57.66,72,125.67,2.89459
69241.2,51778,87639.4,26106.4,21410,79911.6,87.36,53.34,-6.72,21.39,28.8,35.4,2.8987
51039.8,31258,107011,33979.7,23719,93886.4,93.24,37.38,-5.46,33.48,52.2,70.21,2.8987
49581.7,30690,105878,48080.8,32710,96332,86.52,50.82,51.24,33.48,71.1,101.48,2.89973
55993,42570,86200.5,12526.1,9806,83715,26.88,52.5,39.48,54.87,4.5,57.23,2.90281
51541.7,40663,83069.1,19587.1,15899,80738.5,36.96,68.46,-16.38,27.9,43.2,44.25,2.90281
52787,32170,107536,24090.4,16366,96467.4,23.52,50.82,-60.06,49.29,-2.7,152.22,2.90589
66927,54250,80850.3,28351.7,22922,81059.9,19.32,38.64,-10.92,61.38,-13.5,106.79,2.90589
65968,46992,92000.3,27557,21000,85999,10.08,71.82,14.28,18.6,51.3,41.89,2.91103
66613.4,47791,91347.2,17131.8,13826,81205.7,-10.08,5.88,-9.66,6.51,24.3,10.62,2.9172
113250,75338,98515.6,57316.6,38650,97187.5,109.2,105.42,21.42,86.49,75.6,149.86,2.91822
36418.9,29084,82064,27389.9,19329,92866.8,44.52,63.84,-9.66,3.72,49.5,75.52,2.92233
49133,40851,78822.6,11246.8,9379,78587,-9.24,13.02,27.3,73.47,-4.5,33.63,2.92644
73015.6,52762,90693.1,33437,24887,88051.2,44.52,86.94,26.46,26.04,17.1,97.35,2.92747
52084.2,38044,89722.2,15399.7,12417,81278.6,34.44,11.76,-17.64,11.16,-3.6,209.45,2.93364
97392.4,58915,108338,23502.4,16607,92747.1,183.12,68.46,93.24,97.65,180,306.8,2.9398
64486.1,48056,87942.4,20836.2,16085,84894.1,49.56,73.5,-45.78,36.27,22.5,63.13,2.94083
45536.4,35866,83206.2,15544.2,13358,76261.8,34.44,55.86,24.36,55.8,38.7,41.89,2.94083
89814.9,65942,89261.9,23746.8,19210,81013.5,28.56,39.06,-3.36,39.06,31.5,50.15,2.94083
72940,41527,115111,28919.5,19715,96133.4,53.76,57.12,81.06,79.05,23.4,77.29,2.94186
58258.2,37789,101035,40699.7,29120,91596.6,57.12,59.22,-65.52,13.02,19.8,119.77,2.94288
86290.4,58843,96105.4,24129,17451,90614.8,47.04,16.38,-7.98,-0.93,26.1,58.41,2.94391
99951.6,67074,97659.7,34467.7,26606,84901,39.48,87.36,-26.46,46.5,38.7,128.03,2.94391
78413.3,60952,84310.5,21105,18081,76496.7,54.6,43.26,-79.38,28.83,30.6,22.42,2.95213
72301.6,53770,88122.7,29406.7,23690,81350.7,24.36,52.5,1.26,44.64,15.3,99.12,2.95419
72691.5,43977,108327,44721.6,26372,111136,96.6,111.3,2.1,78.12,89.1,116.23,2.95624
54065.9,39135,90539.5,18003.7,14418,81834.6,10.08,15.96,42.42,26.04,33.3,54.28,2.95932
90498.8,57584,102996,27330.2,19172,93423.5,51.24,51.66,87.36,48.36,49.5,88.5,2.96241
82645.5,62150,87148.1,27195,21346,83493.5,13.44,15.12,21.84,38.13,8.1,60.18,2.96241
74573.1,55117,88670,16620.2,13401,81279.3,32.76,10.92,80.22,-5.58,-2.7,60.18,2.96343
79538.2,50623,102969,43907.6,29775,96642.5,102.48,63,18.06,28.83,75.6,66.08,2.96343
73315.9,53441,89909.1,33325.3,22665,96360.4,69.72,29.82,70.98,-5.58,28.8,62.54,2.96446
82053.3,57529,93473.6,24540.6,19337,83171.8,84.84,40.74,109.62,43.71,62.1,90.27,2.96652
80328.5,59328,88734,25691.4,20340,82778.3,70.56,49.14,2.1,46.5,36.9,57.82,2.96754
51926.7,39505,86142.7,19728.2,14393,89829.1,55.44,25.62,-27.72,13.95,21.6,97.94,2.9696
78867.6,56359,91709.7,19939.1,15107,86498.1,27.72,47.04,-49.98,18.6,16.2,70.8,2.9696
110677,68453,105961,46636.8,32857,93020.9,95.76,100.38,59.64,35.34,53.1,119.77,2.97063
37423.4,22786,107635,28459.2,18946,98443.1,90.72,66.78,-5.04,39.99,52.2,79.65,2.97166
83752.2,54246,101183,35158.2,21458,107378,111.72,65.1,97.02,105.09,49.5,88.5,2.97166
95741.8,63093,99449,30223.2,23465,84411.1,73.92,82.32,36.12,78.12,42.3,60.18,2.97371
76695.5,54744,91814.9,62171.8,48737,83601.5,77.28,123.48,-37.8,32.55,89.1,82.01,2.97577
69523.3,40817,111627,32422.3,19805,107288,99.12,77.7,-4.2,61.38,93.6,126.26,2.97679
42053.2,30624,89994.7,18659.8,14556,84012.5,58.8,42.84,-20.16,30.69,49.5,84.96,2.97679
65919.7,48614,88865.6,23548.6,18978,81319.3,62.16,80.22,44.52,51.15,53.1,60.77,2.97782
71022,44122,105492,25288.2,18007,92035.7,52.92,22.26,12.18,33.48,31.5,41.3,2.97988
98144.2,68779,93516.6,24127.3,17643,89622.4,33.6,35.7,45.78,27.9,24.3,33.63,2.9809
91420,53810,111342,25413.4,18098,92026.2,50.4,7.98,21.84,10.23,26.1,54.87,2.9809
81433.1,52230,102179,27801.5,21574,84453.4,-9.24,42.84,64.26,80.91,31.5,28.91,2.98501
50590.4,29890,110923,26477.6,14986,115791,62.16,55.44,18.06,48.36,77.4,106.79,2.98501
45221.4,31690,93519.4,22586.8,16963,87263.2,34.44,55.44,-13.86,10.23,53.1,40.71,2.98604
77116.9,55005,91881.3,42406.6,26928,103207,60.48,76.86,99.12,23.25,50.4,37.76,2.98604
56681.8,45001,82547,20590.9,17801,75807.3,18.48,46.62,103.74,10.23,1.8,31.27,2.9881
44714.6,25444,115171,28958.2,20380,93120.8,162.96,13.86,-9.24,26.97,58.5,173.46,2.99015
72796.5,54611,87359.5,25042.1,19823,82790.6,71.4,40.32,23.94,51.15,70.2,53.1,2.99221
69114.5,41462,109244,50592.4,33774,98170.8,134.4,100.38,107.1,103.23,148.5,124.49,2.99221
42198.1,29783,92854.8,14540.4,11287,84426.3,92.4,39.48,23.94,26.04,106.2,192.34,2.99221
45166.8,24079,122931,29577.2,19378,100030,57.96,81.06,47.88,84.63,59.4,60.77,2.99426
75876.5,54846,90665.5,35420.3,26307,88239,44.52,51.24,29.4,15.81,53.1,52.51,2.99734
81475.8,62786,85044.4,33943.6,26270,84679.3,17.64,48.72,56.7,39.99,-4.5,84.96,3.00043
92674.4,54903,110623,51513.8,34295,98440.3,89.04,103.74,37.38,54.87,49.5,120.95,3.00145
55531.7,40650,89528.3,13275.4,10499,82866.4,62.16,36.54,5.88,44.64,46.8,50.74,3.00351
112111,69394,105878,36129.2,19878,119115,19.32,58.8,69.3,54.87,16.2,151.04,3.00659
44778.3,37235,78812.7,12673.9,10971,75708.5,31.92,27.72,-18.9,39.99,47.7,7.08,3.00762
72964.5,46179,103549,20116.3,14815,88987.1,27.72,56.28,35.7,73.47,62.1,108.56,3.0107
82843.6,50104,108359,19789.6,13473,96261.3,64.68,74.76,-5.46,95.79,83.7,428.34,3.01481
53655.7,44538,78952.4,13277,11095,78424.9,-10.92,26.88,107.1,17.67,22.5,41.3,3.01687
81486.3,57682,92581.5,31790.6,25074,83091.3,11.76,43.68,-5.46,43.71,57.6,64.9,3.01687
86956.8,53847,105833,18836.2,13275,92990.3,71.4,83.16,77.28,81.84,61.2,57.82,3.01789
95936.4,58551,107381,33016.2,23447,92282.6,46.2,68.04,22.68,65.1,63.9,56.05,3.01892
82485.9,61207,88319.9,20648,16503,81996.6,15.12,40.32,-16.38,54.87,7.2,112.69,3.01995
62904.1,45284,91036.2,28629.7,16904,110996,27.72,61.32,27.3,52.08,2.7,67.26,3.02098
82161.1,46885,114845,57455.2,33421,112665,123.48,150.36,57.12,61.38,79.2,123.9,3.02303
58106.3,41666,91394.8,15934.8,12690,82293.4,-3.36,31.92,6.3,36.27,14.4,25.96,3.02611
55230,31778,113901,51847.3,28586,118865,18.48,122.22,9.24,2.79,50.4,34.22,3.02611
68155.5,43411,102892,24261.7,16379,97076.5,21,45.78,20.16,26.04,19.8,48.97,3.02714
61906.6,44151,91891.7,31967,25251,82966.7,31.08,93.24,14.28,78.12,56.7,141.6,3.02817
91000,71665,83217.4,20501.9,16941,79311.2,21.84,31.92,50.82,45.57,17.1,43.66,3.02817
68299,51698,86580.6,14985.6,11718,83810.9,51.24,36.12,6.72,33.48,36.9,46.02,3.0292
62017.2,42184,96348.4,22933.7,18369,81821.6,17.64,63.42,37.38,23.25,32.4,31.27,3.03125
68422.2,51478,87107.4,15409.8,12530,80598.3,5.88,43.68,10.92,27.9,3.6,11.8,3.03228
83108.9,49158,110798,25337.8,16810,98782.6,52.92,63,120.54,83.7,46.8,93.22,3.03536
89865.3,63544,92682.4,33652.9,21457,102786,20.16,79.8,9.66,56.73,13.5,78.47,3.03742
87120.6,51264,111375,47265.1,28232,109718,131.04,129.36,36.12,41.85,60.3,201.19,3.04153
40505.5,28017,94748.5,32644.1,21433,99816.3,69.72,65.94,38.64,36.27,61.2,111.51,3.04153
66274.6,39220,110744,70993.4,47310,98343.4,131.04,128.52,118.86,44.64,54,246.62,3.04256
66017,48350,89482.7,31832.6,25546,81663.8,29.4,43.68,-70.98,-3.72,8.1,64.9,3.04358
89662.3,56105,104734,38081.4,29332,85084.6,58.8,95.76,49.56,52.08,6.3,125.67,3.04769
94516.1,59895,103418,24883.3,18775,86857.7,57.12,27.72,64.26,93.93,46.8,69.03,3.04872
78740.9,60159,85778.8,16812.6,13599,81022.9,31.08,49.14,-2.94,51.15,-1.8,40.71,3.04872
83035.4,56126,96957,21476.3,16221,86768.4,31.92,52.5,26.04,57.66,12.6,73.16,3.05283
67231.5,45163,97559.6,32067.8,24395,86148.7,53.76,65.94,9.66,35.34,-12.6,604.75,3.05283
62005.3,44654,91001.5,31126.2,19854,102744,42.84,11.76,-57.96,14.88,-4.5,70.8,3.05283
80702.3,58784,89971.9,40634.2,29388,90615.2,95.76,82.74,70.56,13.95,64.8,103.84,3.05591
74697,47366,103351,40609,21750,122361,100.8,123.9,74.34,73.47,38.7,136.88,3.05797
71466.5,55822,83902.9,17839.9,14090,82977.8,38.64,17.22,-23.1,11.16,7.2,44.25,3.05797
69871.9,54684,83737.9,23610.7,20049,77178.5,31.08,30.24,39.06,-18.6,0.9,66.67,3.06208
75654.6,56590,87614.4,21873.6,17674,81108.3,10.08,37.38,42,56.73,5.4,36.58,3.06516
66332.7,50457,86156.1,95758.3,65581,95692.6,377.16,224.7,250.74,92.07,216.9,359.9,3.06824
133251,88951,98174.4,49038.4,35523,90470.3,72.24,78.54,37.8,72.54,28.8,105.61,3.07235
80542,56070,94139.5,32203.1,23962,88075.3,50.4,56.7,34.02,33.48,26.1,117.41,3.07646
50586.9,31593,104937,43506.1,22292,127903,80.64,90.3,41.58,27.9,134.1,160.48,3.07646
86443.7,66827,84773.7,28713.7,23131,81353.3,71.4,25.2,81.48,2.79,66.6,48.38,3.07749
53718.7,39556,89000.6,9911.16,8140,79795.8,26.04,4.2,-54.18,65.1,34.2,43.66,3.08777
55763.4,47403,77094.5,15451,10102,100237,31.08,44.52,0.42,64.17,15.3,82.01,3.09393
45030.3,36037,81891,24517.9,14713,109210,20.16,65.1,52.5,-3.72,16.2,61.95,3.1001
73056.2,55287,86599.2,24056.8,19291,81726.4,25.2,36.96,12.18,48.36,-19.8,50.15,3.10113
84294,66060,83625.4,24101.3,17105,92341.5,69.72,65.1,57.96,73.47,62.1,64.9,3.10421
61037.9,47912,83490.1,13474.4,10741,82214,21,30.66,15.12,10.23,8.1,149.86,3.10524
91893.9,62530,96311.5,30555.8,22870,87560.5,28.56,32.34,-17.64,87.42,21.6,57.82,3.10626
87779.3,56709,101443,44601.5,27293,107097,44.52,56.28,-2.1,51.15,45.9,94.4,3.10729
63602,44749,93146.7,16721.9,13120,83527.8,31.92,47.88,11.76,79.05,57.6,53.1,3.10832
54389.3,42739,83400.6,18096.1,14747,80419.6,45.36,48.3,11.76,62.31,68.4,66.67,3.11346
38477.6,23890,105553,33443.8,23846,91913.5,75.6,52.92,-11.34,27.9,81,112.1,3.11346
60071.9,41679,94457,28641.5,23019,81543.4,47.88,46.62,20.16,27.9,27,34.22,3.12168
106848,63062,111040,43576.7,28614,99805.7,95.76,48.72,1.68,67.89,68.4,55.46,3.12579
60536.7,45267,87642.9,14332.9,11659,80566.3,36.96,27.3,8.4,12.09,44.1,48.38,3.12681
37074.1,28759,84484.5,36901.2,26211,92265,78.12,67.62,42.84,3.72,36.9,71.98,3.12681
69370,44786,101510,26060.2,16566,103095,111.72,47.04,60.9,62.31,88.2,535.72,3.12887
97126.4,66664,95483,21448.6,16289,86294.6,91.56,45.36,-4.2,66.96,102.6,89.09,3.12887
61268.9,47851,83912.9,14529.5,11967,79569.1,69.72,31.08,53.76,24.18,71.1,37.76,3.12887
92400,55959,108214,49777.6,30987,105277,77.28,74.34,24.36,98.58,75.6,167.56,3.13092
99154.3,66546,97649.4,26450.8,19706,87967,7.56,32.76,54.18,23.25,24.3,104.43,3.13092
69508.6,53509,85131.8,27751.1,20873,87131.5,20.16,47.46,4.62,28.83,18,77.29,3.13298
101898,70159,95183.9,25979.5,19499,87317,57.12,64.68,16.8,48.36,40.5,76.7,3.13503
120753,74776,105831,38681.2,23020,110122,55.44,70.98,1.68,71.61,17.1,138.06,3.13606
69133.4,52467,86353.8,14528.6,11667,81610.4,41.16,57.54,-31.92,22.32,-8.1,50.74,3.13812
102719,67789,99305.5,79439.6,44544,116877,141.96,173.88,103.32,81.84,85.5,454.89,3.13914
82462.1,50615,106771,43889.2,29459,97638.1,37.8,89.46,10.5,79.05,40.5,119.18,3.14325
55721.4,42510,85903.5,17429.2,14355,79570.7,13.44,25.62,69.3,29.76,27.9,38.94,3.14428
84049.7,57347,96051.8,24609.5,19031,84746.3,43.68,62.58,23.52,41.85,32.4,73.75,3.14531
68197.5,47906,93295,21246.1,16446,84664.1,49.56,30.66,3.36,78.12,48.6,81.42,3.14634
113312,72884,101888,29664.6,21420,90760.9,63,34.44,-49.56,55.8,55.8,86.14,3.14839
117359,74874,102723,31786.4,23303,89394.3,83.16,32.34,10.92,56.73,79.2,100.89,3.15045
39078.9,23051,111105,33390,23935,91424.6,81.48,83.58,-15.96,53.94,57.6,115.64,3.15045
57461.6,33485,112462,67233.6,29648,148618,183.12,125.58,-50.82,96.72,153.9,290.87,3.15148
110242,67065,107729,47920.3,33353,94159.6,66.36,77.28,23.1,125.55,5.4,124.49,3.1525
64135.4,47822,87892.1,17284.7,13363,84769.1,37.8,45.36,5.88,33.48,0.9,56.05,3.15353
100206,76884,85415.4,26410.4,21876,79120.2,54.6,65.52,33.6,50.22,44.1,139.83,3.15456
51515.8,40242,83895.9,29800.7,18970,102953,47.04,64.68,109.2,0,5.4,89.68,3.15456
40699.4,29312,90996,44017.7,30952,93200.5,132.72,104.16,43.26,23.25,50.4,188.8,3.15559
75817,45483,109244,53945.6,22623,156274,183.12,153.72,136.08,61.38,69.3,119.18,3.15661
99045.8,70486,92090.1,29710,23266,83687.4,20.16,52.08,33.18,61.38,23.4,86.73,3.15764
93548.7,61095,100349,33527.8,24471,89791,91.56,68.04,108.78,83.7,41.4,76.7,3.15867
54742.1,35364,101447,48853.6,35000,91476.2,44.52,85.26,-49.56,36.27,13.5,53.69,3.15867
82323.5,54042,99832.6,36312.4,27534,86430.1,42.84,77.28,26.46,51.15,20.7,75.52,3.15867
81475.8,55254,96637.3,26644,15090,115715,83.16,58.38,61.74,29.76,67.5,69.03,3.1597
84307.3,62608,88250.1,18585,14874,81887,3.36,17.22,15.96,60.45,-2.7,68.44,3.16381
38875.9,29499,86368,35941.1,26063,90374.7,102.48,89.46,-24.78,24.18,53.1,255.47,3.16689
105351,62461,110538,27947.6,19664,93143.6,75.6,35.28,40.74,79.05,90.9,106.2,3.171
62776,38737,106206,30844.8,16109,125485,73.92,57.54,77.28,68.82,36.9,97.94,3.17819
66937.5,49662,88333.5,17270.4,13671,82790.8,23.52,35.28,-42,35.34,21.6,155.76,3.17819
55710.9,42398,86114.2,13702.1,10538,85213.5,-16.8,24.78,-20.58,42.78,-40.5,32.45,3.17922
49358.4,34737,93121.2,24101.3,18761,84190.7,31.08,47.88,151.62,49.29,0.9,84.96,3.18025
42840,34949,80333.1,41131.4,28153,95747.9,63,135.66,107.52,16.74,-1.8,66.08,3.1823
79452.1,56977,91387.3,31348,24141,85100.9,53.76,90.72,38.22,48.36,37.8,226.56,3.18333
61667.2,36165,111750,37883.2,20713,119862,90.72,57.96,83.16,55.8,53.1,149.86,3.18436
49674.1,42093,77339.3,47041.7,40096,76888.6,48.72,69.72,-4.62,15.81,18,23.01,3.18538
100096,62995,104134,30534.8,21863,91530.5,72.24,46.62,11.76,59.52,52.2,86.73,3.18641
42441,20535,135447,49598.6,27359,118809,154.56,73.92,30.24,10.23,80.1,202.96,3.19052
83027,52391,103859,31836.8,20631,101132,78.12,71.82,39.48,59.52,84.6,93.81,3.19155
74183.9,43608,111487,38985.2,21857,116893,85.68,64.26,-28.98,94.86,103.5,88.5,3.19258
37282.7,25622,95361.8,31505,20670,99889.4,60.48,57.96,9.66,-3.72,24.3,84.96,3.1936
108303,73902,96042.9,22559.9,17614,83938,38.64,46.2,8.4,76.26,54,59.59,3.1936
73042.9,55399,86408.4,29486.5,23663,81664.6,131.04,37.38,35.28,54.87,-6.3,1111.56,3.19463
54238.8,35938,98909.1,21823.2,16290,87796.5,1.68,9.24,24.78,9.3,19.8,60.18,3.19463
65492.7,46098,93108.8,21405.7,17018,82433,15.96,16.38,17.22,43.71,52.2,35.99,3.19566
145690,106358,89771.5,32269.4,24526,86227.3,109.2,52.08,45.78,46.5,101.7,159.3,3.19771
105470,62450,110682,50148.8,22698,144795,130.2,60.48,74.34,59.52,100.8,137.47,3.19771
76349,57141,87566,18280.1,14425,83050.5,68.04,31.92,18.9,54.87,25.2,75.52,3.19771
39711,31083,83727.4,28181.2,18534,99648.2,26.04,53.76,-5.46,-13.95,7.2,56.64,3.19977
152242,100776,99005.2,97356,58152,109718,189.84,186.9,131.88,123.69,159.3,420.08,3.2008
54610.5,34963,102364,27384.8,19483,92115.8,46.2,89.04,13.86,79.05,52.2,102.66,3.20285
59992.8,45518,86376.6,18335.5,14734,81555.4,34.44,18.06,42.84,11.16,35.1,207.09,3.20285
45541.3,29626,100742,33163.2,24775,87724.9,57.96,74.34,114.66,12.09,53.1,3863.91,3.20491
82423.6,53270,101403,22129,16626,87227.4,3.36,34.86,86.94,72.54,5.4,52.51,3.20593
73008.6,57071,83837.5,32780.2,25279,84982.8,45.36,58.38,28.56,42.78,39.6,109.15,3.20593
45347.4,26783,110962,57102.4,40139,93232.5,76.44,100.38,103.74,55.8,81.9,62.54,3.20799
41764.1,35610,76861.9,43078.6,33015,85512.5,22.68,107.1,152.88,3.72,16.2,210.04,3.21004
64904.7,36516,116486,20838.7,15388,88750.1,52.92,29.82,24.36,-5.58,29.7,86.73,3.21107
69843.2,51983,88052.7,23837.5,18351,85129.7,36.12,45.36,20.16,28.83,51.3,70.8,3.21621
62234.2,45870,88916.1,16998.2,13994,79605.3,52.08,10.08,27.3,17.67,38.7,70.21,3.21827
104212,64363,106112,28624.7,19099,98222.3,42.84,40.32,15.12,37.2,39.6,77.29,3.2234
73298.4,48281,99494.3,28502,21156,88292.2,37.8,65.1,15.96,98.58,18,116.82,3.2234
66548.3,48956,89086.3,21145.3,16485,84063.1,25.2,34.02,5.46,44.64,6.3,60.18,3.22649
62536.6,40496,101205,33368.2,21612,101185,58.8,78.96,54.6,67.89,56.7,79.06,3.22854
66624.6,47902,91150.9,20448.1,16051,83489.4,47.88,35.28,0,32.55,15.3,53.69,3.22957
51861.6,40521,83877.5,32778.5,24468,87795.1,76.44,87.36,36.96,66.96,62.1,131.57,3.23573
35837.9,26813,87594.5,35514.4,23328,99771.5,69.72,59.64,21,6.51,81,38.35,3.23984
84785.4,63234,87872,19652.6,15470,83255,15.12,15.54,-5.04,55.8,49.5,28.32,3.2419
86035.6,56886,99118,16963.8,12918,86061.3,47.04,15.96,62.16,37.2,57.6,67.85,3.24395
98084,63459,101294,33952.8,24503,90810.5,65.52,58.8,-15.54,53.01,45,182.9,3.24498
50966.3,28631,116661,58384.2,31627,120981,85.68,113.82,68.46,21.39,98.1,92.04,3.24601
115342,76636,98636.2,40916.4,30492,87941,47.04,126.84,14.7,34.41,57.6,128.62,3.24909
86331.7,62937,89896.8,30231.6,22500,88055.9,28.56,54.18,12.18,22.32,45,82.01,3.25012
74624.2,53698,91075.5,25877.9,19670,86219.2,42.84,40.32,14.7,64.17,86.4,67.85,3.25217
80211.6,61995,84793.1,24764,18671,86922.8,10.92,32.34,32.34,-5.58,4.5,59.59,3.2532
56443.1,40556,91208.6,16423.7,13605,79113.7,5.04,23.52,-63,6.51,4.5,48.97,3.2532
78227.8,59613,86000.3,62440.6,51184,79948.9,53.76,101.22,-39.48,28.83,66.6,88.5,3.25423
76612.2,55918,89789.6,20604.4,16282,82933.7,64.68,68.46,45.36,48.36,66.6,82.6,3.25423
38431.4,27536,91467.2,30052.7,16784,117346,85.68,59.64,15.54,8.37,80.1,78.47,3.25526
81498.9,57974,92129.4,19547.6,15422,83068,63,58.38,5.46,39.99,57.6,74.93,3.25628
80769.5,52085,101628,27082.4,20173,87982.7,27.72,85.26,72.24,62.31,58.5,91.45,3.25628
49528.5,31816,102021,42780.4,17397,161157,144.48,86.1,52.5,39.06,79.2,108.56,3.25628
63848.4,49042,85322.1,31663.8,25558,81192.5,47.88,77.7,28.14,41.85,63,119.18,3.25937
76787.9,43720,115105,34164.5,21109,106069,120.12,63.84,2.94,77.19,86.4,51.92,3.25937
54714.1,42567,84237.6,25880.4,19959,84979.1,52.92,23.94,-11.34,35.34,53.1,42.48,3.26142
80659.6,49611,106551,27253.8,19647,90909.8,89.04,36.96,10.5,48.36,59.4,66.67,3.26142
82880.7,62940,86299.2,19953.4,16129,81075.3,41.16,27.72,17.22,29.76,-18.9,34.81,3.26142
70890.4,41145,112915,100645,58516,112719,142.8,189.84,123.9,27.9,81,105.61,3.2645
80282.3,49221,106893,23327.6,16585,92179.7,57.12,13.02,-11.34,48.36,36,48.38,3.2645
78203.3,48882,104847,39665.6,29326,88642.4,38.64,80.22,10.92,71.61,70.2,123.31,3.2645
74718,48038,101934,28827.1,20894,90419,29.4,73.92,12.18,39.99,65.7,63.72,3.26964
68348.7,44860,99850.6,25593.1,19000,88277.4,65.52,31.92,0.42,77.19,54.9,96.17,3.27067
93441.6,65530,93450.2,32807,25054,85816.3,42.84,67.62,-11.34,30.69,39.6,81.42,3.27375
83205.5,57438,94936.4,27977.9,20746,88381.3,57.12,69.3,9.24,58.59,66.6,59,3.27581
65825.9,47394,91023.5,15947.4,12326,84790.6,9.24,34.44,-30.66,53.01,-12.6,76.11,3.27889
65499.7,46852,91620.2,25811.5,20408,82888.3,51.24,70.56,86.52,33.48,50.4,70.21,3.28095
86692.9,52514,108190,31714.2,24194,85906.5,68.88,89.46,34.44,70.68,52.2,818.92,3.28197
72665.6,46474,102470,37560.6,21603,113946,42.84,69.3,6.72,84.63,31.5,76.11,3.28506
60523.4,47351,83767.2,22029.8,17043,84712.1,47.04,25.2,94.92,32.55,36,52.51,3.28608
74594.8,57551,84944.6,15539.2,12306,82754.3,36.12,23.94,-30.66,64.17,34.2,54.87,3.29019
72800.7,50210,95022.2,30219.8,21106,93835.3,89.04,63.84,54.6,48.36,70.2,391.76,3.29122
89965.4,66265,88975.7,51070.3,35556,94131.6,99.96,99.12,24.36,23.25,79.2,183.49,3.29533
75089.7,54591,90144.5,26211.4,20018,85812.1,26.04,15.12,1.68,-6.51,8.1,-3.54,3.29636
47693.8,36346,85997.4,15535.8,12967,78518.9,30.24,34.44,20.16,10.23,-6.3,28.32,3.29636
96816.3,67693,93731.3,28811.2,21360,88397.4,27.72,36.54,43.68,88.35,86.4,98.53,3.29739
86576.7,63379,89523.2,23021.9,17763,84938.5,34.44,32.76,72.24,44.64,10.8,76.11,3.29944
59859.1,42643,91994.6,26879.2,20515,85866.6,-13.44,46.2,134.4,45.57,54.9,627.76,3.29944
88561.2,57648,100679,22278.5,16700,87427.7,8.4,25.2,-10.92,81.84,24.3,51.92,3.30252
50540,33565,98679.9,20644.7,14445,93663.5,40.32,23.52,70.14,0.93,27.9,90.27,3.30561
79060.8,59517,87056.3,33053.2,24032,90137,26.88,79.8,21,33.48,43.2,84.37,3.30561
58016,42947,88530.9,42943.3,32803,85795,31.08,62.16,17.22,27.9,32.4,43.07,3.30663
73286.5,51419,93407.2,24664.1,18991,85113.2,18.48,31.5,45.78,40.92,45.9,51.33,3.30766
62471.5,40111,102070,20257.4,15631,84933.2,62.16,25.2,-5.46,40.92,54.9,43.66,3.30869
82889.8,58732,92492.4,23747.6,17857,87154.9,42.84,42,12.18,66.03,63.9,49.56,3.31485
102926,63752,105806,26786.8,20417,85982.1,20.16,47.88,36.54,64.17,46.8,18.29,3.31588
57670.9,46390,81472.7,46581.4,39978,76360.9,60.48,97.02,63,35.34,38.7,195.29,3.31691
73379.6,56910,84501.9,18573.2,15182,80174.9,32.76,76.86,54.18,22.32,58.5,99.71,3.31794
45915.8,32618,92253.9,33773.9,18099,122294,98.28,68.88,65.1,-14.88,59.4,73.75,3.31794
56016.8,44486,82523,29848.6,24018,81445.4,81.48,48.3,81.06,12.09,40.5,72.57,3.31896
86570.4,56985,99560.9,40449.4,30596,86641.7,47.04,92.82,57.96,39.99,67.5,152.81,3.31999
85737.4,52986,106045,34920.5,22599,101268,24.36,56.28,68.88,52.08,56.7,126.26,3.32102
53671.8,31920,110195,39473.3,25736,100518,71.4,76.44,47.04,8.37,53.1,79.06,3.32205
79925.3,55458,94449.6,30597.8,23350,85878.4,44.52,72.24,23.1,54.87,62.1,422.44,3.32205
94420.9,62786,98556.5,39140.6,31110,82453.3,86.52,76.86,-46.2,71.61,67.5,78.47,3.32307
55653.5,42010,86820,25277.3,21038,78741.9,16.8,34.86,-21.42,33.48,26.1,20.06,3.3241
44248.4,31954,90751.2,36031.8,19190,123053,81.48,78.96,-6.3,39.99,74.7,191.16,3.32513
81174.1,59102,90010.9,34420.7,26414,85401.4,21.84,43.26,75.18,35.34,11.7,225.38,3.32616
82007.1,64118,83820.7,25430.2,20346,81912.5,100.8,65.1,23.52,42.78,60.3,137.47,3.32924
86837.8,60290,94393.8,58902.5,44866,86039.1,687.12,142.38,154.56,190.65,1102.5,694.43,3.32924
99228.5,65638,99074.3,23263,17442,87407.5,48.72,3.36,39.48,14.88,82.8,73.75,3.33027
130664,79394,107857,49103,27382,117523,61.32,67.2,-45.36,79.98,65.7,98.53,3.3313
65160.2,41317,103355,28996.8,20085,94614.6,7.56,49.98,20.16,27.9,50.4,93.22,3.3313
70457.1,51866,89027,18259.1,14478,82651.4,38.64,34.02,42,26.97,64.8,74.34,3.33335
43526.7,30789,92648.9,36031.8,23901,98798.4,57.12,100.38,65.52,43.71,46.8,94.4,3.33541
70585.9,43405,106576,47601.1,24800,125790,102.48,90.72,15.54,89.28,54.9,188.21,3.33643
62377,41933,97487.4,19453.6,15152,84141.3,82.32,70.14,51.66,59.52,22.5,54.87,3.33849
93004.1,59612,102246,36124.2,25013,94648.2,89.04,52.92,44.1,74.4,81.9,152.81,3.33849
