"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
70470.4,45765,100914,23014.3,16501,91404.5,1839.6,444.36,556.92,35.34,110.7,16649.2,0.375561
45378.2,30111,98764.8,20795.9,14450,94316.9,1260,291.48,390.6,53.01,188.1,10390.5,0.37869
69189.4,46436,97648.3,46876.2,26696,115076,5573.4,745.5,784.14,75.33,330.3,29251.6,0.37869
56116.2,36625,100413,26602,18893,92276.8,1594.32,382.62,484.26,81.84,73.8,14349.4,0.379734
47641.3,32963,94719,23039.5,17999,83889,1961.4,453.6,529.2,41.85,137.7,16871,0.380777
44263.8,27641,104948,21506.5,14361,98144.4,762.72,263.34,435.12,68.82,259.2,10469.5,0.380777
51145.5,24715,135621,32336.6,17222,123053,2463.72,327.6,426.3,96.72,189,9711.99,0.380777
68296.9,42805,104565,23620,16849,91872.4,1100.4,338.1,610.68,13.95,93.6,14747.6,0.38182
56648.9,28802,128899,47134.1,26402,116998,13246,3253.32,3606.12,79.05,429.3,120112,0.382863
118217,69134,112065,42601.4,31175,89556.6,7692.72,731.22,850.92,85.56,288,24495,0.383907
78006.6,41939,121897,50638.6,29391,112914,4478.04,886.2,1062.6,132.99,378.9,28692.3,0.383907
95026.4,59165,105259,27794.8,18752,97139.4,1574.16,483.84,496.44,61.38,240.3,17341.9,0.383907
60112.5,42625,92423.1,18100.3,13485,87966.1,1240.68,301.14,403.2,41.85,112.5,11522.1,0.383907
35935.2,21615,108954,23564.5,15650,98678.9,647.64,241.5,166.32,75.33,193.5,7990.96,0.38495
79123.1,54600,94970.9,23181.5,15928,95380.6,1374.24,301.98,361.2,94.86,195.3,10962.8,0.388079
57894.9,41689,91012,17104.1,13620,82300.5,1379.28,287.28,367.92,31.62,118.8,10437.7,0.389123
45262,34407,86211.8,12105.2,9460,83861.4,4095,683.34,761.88,29.76,185.4,27506.4,0.392252
75896.8,56216,88479.7,17574.5,13800,83460.9,724.92,261.24,333.9,46.5,99,9153.26,0.392252
60713.1,39622,100421,27932.5,18894,96887.1,2955.12,434.7,486.36,59.52,172.8,16134.7,0.396425
38574.2,30651,82476.9,14914.2,12598,77585.1,4315.08,1998.78,2614.08,13.95,138.6,76962.5,0.396425
122527,69719,115176,85504.4,34907,160530,4547.76,823.2,1015.14,179.49,484.2,28885.2,0.399555
42669.2,30015,93165.7,47390.3,35266,88067,356.16,219.66,238.14,-8.37,87.3,103.25,0.400598
43038.1,29901,94329.4,27751.1,19421,93645.8,1774.08,398.16,496.44,26.97,171.9,12668.5,0.401641
89031.6,53831,108391,35905.8,23307,100962,1732.92,551.88,714.42,82.77,257.4,16419.7,0.401641
43054.9,20042,140787,43156.7,17065,165738,4496.52,697.2,651.42,109.74,421.2,21471.3,0.403728
