"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
89591.6,48922,120017,44855.2,18599,158053,907.2,932.82,1240.26,60.45,225.9,34117.9,3.4453
46267.2,32829,92362.5,14146.4,11593,79970.8,743.4,414.96,567,28.83,191.7,15807.3,3.44635
47901.7,34851,90077.4,19676.2,15923,80983.3,270.48,320.04,535.5,19.53,24.3,13833.7,3.44844
36020.6,23014,102574,22413.7,17258,85114.5,561.12,548.94,547.26,56.73,175.5,18277.6,3.45262
52444,40435,84999.9,15489.6,12219,83077.7,388.92,385.14,527.94,78.12,86.4,12249.6,3.45471
41460.3,31944,85059.6,15358.6,12776,78783.5,4005.12,1803.06,2380.98,26.97,99.9,72396.5,3.45576
74048.8,50409,96269.8,33167.4,26420,82273.2,198.24,691.74,775.32,30.69,182.7,27698.1,3.4683
79286.9,42002,123712,50159.8,23258,141339,1973.16,1960.14,2497.32,113.46,315.9,77708.9,3.4704
51124.5,37627,89045,15699.6,12790,80444.8,911.4,605.64,725.34,14.88,88.2,25016.6,3.47249
52115.7,30056,113636,20601.8,14149,95424.6,960.96,624.12,666.12,70.68,189,25615.4,3.47353
100341,65618,100215,25168.1,17698,93197.8,3243.24,1389.78,1811.46,107.88,305.1,56953.3,3.47458
52613.4,37911,90951.8,16535.4,12227,88628.8,551.88,477.54,685.86,50.22,145.8,19514.8,3.47458
53356.8,32427,107836,22160.9,17222,84330.2,168,1255.38,1404.9,3.72,69.3,43883.6,3.47667
41132.7,33852,79631.1,15244.3,11176,89392.6,511.56,507.78,416.64,55.8,112.5,16194.9,3.47667
113072,67758,109364,44627.5,29859,97950.7,2518.32,2491.44,3073.98,100.44,435.6,79723.2,3.47772
47564.3,40375,77205.6,37154.9,26979,90254.7,803.88,547.26,695.94,20.46,81,19983.9,3.47772
58823.8,39257,98201,29501.6,16089,120170,1482.6,1270.08,1372.98,59.52,265.5,47290.9,3.47876
59607.1,43610,89576,27728.4,19011,95587.2,1323.84,1238.16,1566.6,59.52,180.9,40455.1,3.47876
63850.5,45059,92867.3,20032.3,15631,83989.4,341.88,581.7,688.38,40.92,-7.2,23103.2,3.47981
55092.8,37030,97503.7,18560.6,13522,89956.4,732.48,658.98,782.88,53.01,64.8,25779.5,3.47981
107710,58032,121637,47097.1,28576,108012,1836.24,1912.26,2226.84,114.39,335.7,71229.5,3.4819
43670.2,32677,87583.6,13639.1,11125,80346.1,1090.32,587.58,853.02,28.83,113.4,23561.1,3.48608
43282.4,32181,88143.8,17434.2,13809,82740.8,627.48,686.28,939.96,89.28,110.7,30165.5,3.48922
29475.6,25714,75123,34147.7,27638,80971.9,1426.32,465.78,619.5,-0.93,69.3,15724.7,3.49235
40877.9,28732,93240.1,15270.4,11797,84831.6,1136.52,524.58,574.98,5.58,78.3,20641.7,3.49445
87181.5,57275,99756,26478.5,19830,87508.5,1433.88,1233.54,1660.26,61.38,286.2,40878.1,3.51745
55917.4,34192,107177,25051.3,17980,91310.5,448.56,569.94,707.28,57.66,144.9,20442.3,3.51849
102883,61464,109699,32155.2,20972,100483,3350.76,2143.68,2623.74,70.68,362.7,85476.2,3.52372
43259.3,30809,92019.9,27368,20489,87539.3,1159.2,1019.76,1232.7,57.66,157.5,31544.9,3.52477
59724.7,39391,99365.8,20217.1,15371,86198,672,349.44,393.54,60.45,148.5,15028.5,3.52581
54858.3,35899,100147,14628.6,11062,86666.1,367.08,489.3,591.36,29.76,126,15745.3,3.52686
45521.7,30823,96788.4,22396.1,16687,87957.7,2005.08,980.7,1429.26,44.64,67.5,42251.1,3.53418
66712.1,43398,100743,47502,32410,96053.4,1286.88,1095.36,1057.56,108.81,211.5,40492.3,3.53836
57487.5,39386,95655.8,26811.1,19767,88890.2,367.92,543.06,370.44,58.59,107.1,18206.2,3.53941
44642.5,26601,109984,24349.1,15037,106121,630.84,727.86,1037.4,40.92,94.5,29445.7,3.54045
50843.8,38997,85445,22804.3,16261,91907.2,2176.44,1361.64,1465.38,26.97,141.3,46639.5,3.54777
42800.8,28389,98805.6,14454.7,11317,83706.3,1559.04,1143.66,1309.14,6.51,184.5,38416.7,3.55195
46816.7,29679,103379,19032.7,13634,91486.6,444.36,367.5,410.76,51.15,86.4,12588.2,3.55405
46281.2,33928,89397.7,14386.7,11313,83341.8,636.72,432.18,654.78,53.94,111.6,14386,3.55614
85585.5,58890,95244.2,26539.8,18931,91876.4,2241.12,1501.5,2034.9,76.26,264.6,57658.9,3.55718
61848.5,36627,110664,26501.2,18975,91529.9,808.92,531.72,681.66,66.96,286.2,18980.3,3.55927
53943.4,33867,104386,21976.9,15819,91047.4,798,960.54,1089.48,34.41,82.8,30938.4,3.56032
86108.4,55648,101409,33347.2,23576,92697.6,1695.96,1405.32,1648.08,63.24,128.7,53883.5,3.56136
114500,64483,116370,25391.5,16695,99674.1,2392.32,1287.3,1416.66,115.32,427.5,49987.7,3.56241
38734.5,21751,116707,18070.9,13375,88545.5,324.24,496.86,589.68,28.83,159.3,15705.8,3.56241
104833,62042,110737,41842.9,28903,94876.6,2010.96,1789.62,1879.08,77.19,302.4,63325.9,3.56241
69498.1,47723,95438.8,18485.9,14118,85811.8,722.4,509.04,443.52,33.48,86.4,17753.7,3.56555
49627.2,32629,99677.2,39435.5,25065,103110,557.76,1066.8,1269.66,72.54,224.1,37580.6,3.56973
72383.5,40601,116838,43483.4,29577,96349.6,1623.72,1333.5,1567.44,129.27,147.6,49147.6,3.57078
41176.8,19119,141146,50449.6,26690,123876,1834.56,1267.14,1693.44,76.26,266.4,42871.8,3.57078
77896.7,45868,111298,32387.9,22488,94386.9,655.2,701.4,539.7,120.9,160.2,22307.9,3.57078
91173.6,55908,106875,73842.7,39428,122739,1014.72,3391.5,4294.08,113.46,401.4,109217,3.57182
67503.1,46967,94191.3,16141.4,12591,84016,1098.72,593.88,930.3,71.61,116.1,23465.5,3.57287
54204.5,34185,103915,32588.6,21869,97660.1,1610.28,1202.88,1377.18,80.91,153.9,42840.5,3.57287
73916.5,53308,90871.8,24062.6,18145,86909.3,609,489.3,745.08,23.25,108.9,20146.1,3.57391
58985.5,40396,95694.5,24721.2,17656,91760.8,1030.68,1127.7,1221.36,87.42,252.9,38006,3.57496
44226,30099,96295.4,15167.9,11787,84333.8,582.12,612.78,799.26,22.32,53.1,22840.7,3.57705
81202.1,50040,106348,29366.4,20968,91785.4,1089.48,1213.38,1619.52,71.61,296.1,41033.9,3.57809
42127.4,29594,93291.2,20526.2,15863,84801.6,590.52,448.98,413.7,42.78,96.3,14068,3.57914
36807.4,17728,136068,33521,15572,141076,880.32,850.92,1008.84,96.72,199.8,27180.1,3.57914
85350.3,66244,84438.1,101065,79312,83510.3,367.92,3128.16,3510.78,15.81,218.7,114559,3.58123
65097.9,35497,120186,55409.8,25469,142579,1470,2090.76,2446.92,114.39,288.9,60231.9,3.58123
92350.3,54935,110171,42905.5,28491,98692.8,4301.64,3563.7,4511.64,135.78,548.1,113060,3.58123
44186.8,28460,101751,19186.4,14565,86330.4,844.2,974.82,1170.54,47.43,117,32079.5,3.58228
49292.6,33836,95473.4,16730.3,12124,90435.1,292.32,209.16,399.42,34.41,114.3,8633.47,3.58332
52285.8,36304,94386.4,22317.1,17436,83882.5,556.92,544.32,672,5.58,50.4,19465.3,3.58541
50939.7,35625,93709,19153.7,14521,86444.2,903,1299.9,1396.5,60.45,203.4,51735.3,3.58541
80899.7,54851,96659,29175.7,22291,85777.2,859.32,1315.44,1344.84,90.21,255.6,50814.3,3.58855
44667.7,30634,95558.6,26510.4,19187,90550.1,809.76,809.34,915.6,20.46,100.8,30697.1,3.59378
50452.5,33541,98579.5,30333.2,20677,96141.6,1982.4,1109.22,1559.88,76.26,284.4,37859.7,3.59692
57330.7,34971,107438,32289.6,22159,95497.6,1095.36,884.52,1068.06,89.28,186.3,31893.6,3.59796
53064.2,27430,126781,55561.8,24302,149835,1659.84,1595.16,1922.34,50.22,332.1,55977.4,3.60005
64694,48140,88072,24665.8,19301,83751.9,1903.44,1177.68,1438.08,-2.79,244.8,52198.5,3.60005
88787.3,61363,94825.3,18713.5,12307,99651.4,708.12,808.5,1007.58,70.68,107.1,29698.2,3.6011
61474,37663,106969,26906.9,18971,92950.8,766.92,648.48,659.82,68.82,140.4,28070.4,3.60214
43183.7,29675,95369.4,16032.2,12502,84041.7,2063.04,649.32,824.04,25.11,98.1,23342.2,3.60319
56140.7,34691,106057,30144.2,22011,89752.1,2336.88,1140.3,1242.78,28.83,257.4,43648.2,3.60528
34749.4,29668,76760.7,25536.8,20432,81909.9,695.52,713.58,1005.48,31.62,113.4,29252.8,3.60528
54644.1,36359,98494.3,17690.4,13371,86706.9,1452.36,785.4,879.06,13.02,138.6,28468.1,3.62096
57744.4,41592,90987.1,27043.8,21061,84152.8,397.32,1129.38,1609.44,67.89,123.3,44129,3.62515
65573.2,43130,99638.4,19496.4,14403,88711.8,772.8,593.04,590.94,56.73,110.7,20787.5,3.62515
47313,35098,88344.2,23010.1,15710,95989.2,1222.2,776.58,797.16,49.29,111.6,21164.5,3.62724
41663.3,27495,99307,28746.5,18487,101906,17565.2,5031.18,5971.98,82.77,147.6,152893,3.62724
69898.5,46854,97769,16621.1,12294,88602.5,845.04,958.44,1005.48,31.62,101.7,34174.6,3.62828
70980,38948,119435,49943,23252,140765,1996.68,1617.84,2071.44,94.86,288.9,59740.4,3.63142
52772.3,29935,115533,36834,17890,134933,1376.76,974.4,1359.12,27.9,170.1,32792.8,3.63874
51881.9,30211,112546,27287.4,19087,93692.4,910.56,567.42,1033.62,80.91,196.2,23640.7,3.63979
57894.2,42388,89510.1,14658.8,11488,83624.8,766.08,569.52,851.34,66.96,130.5,22033,3.64397
94731.7,54424,114074,30468.5,16744,119254,506.52,475.44,612.36,51.15,93.6,19262.9,3.6471
61949.3,41287,98333.8,32169.5,22603,93273.4,859.32,837.06,966,53.01,83.7,32383.9,3.6492
78192.8,42439,120748,42885.4,21115,133106,1531.32,1342.32,1687.98,139.5,261,46633,3.65338
57554.7,36951,102079,26061,17603,97025.1,2274.72,1113,1372.56,66.03,204.3,38787.2,3.65338
82714.8,44313,122330,62029.8,34009,119533,2683.8,2951.34,3733.8,93.93,348.3,104693,3.65442
65001.3,42306,100693,20427.1,15202,88061.5,399.84,341.88,616.56,27.9,101.7,12612.4,3.65442
47531.4,30898,100816,25264.7,17454,94863.4,1418.76,1139.88,1297.38,-0.93,90.9,35827.2,3.65442
74561.2,54489,89677.6,16103.6,12377,85268.5,819,894.18,1063.02,56.73,149.4,34348.6,3.65547
73691.1,44850,107679,39222.1,19962,128768,1082.76,1214.64,1477.98,120.9,215.1,45861.9,3.65652
42680.4,28530,98040.8,18544.7,14334,84787.5,964.32,909.72,1127.7,29.76,111.6,31122.5,3.65756
94031.7,54511,113050,37028.9,25410,95502.8,1564.92,2325.12,2782.5,77.19,172.8,82606.5,3.6607
110067,62115,116129,75372.4,43439,113714,2936.64,3338.58,4016.88,122.76,477,107832,3.66174
71558.9,50059,93683.1,23625,18150,85305.1,937.44,721.14,932.82,69.75,54,24516.9,3.66279
75863.9,41226,120599,43916.9,21177,135909,2663.64,2498.58,3017.28,171.12,609.3,85553.5,3.66488
49926.8,29607,110515,20303.6,14399,92410.5,387.24,435.96,579.6,67.89,114.3,14188.9,3.66488
49816.9,26579,122834,53133.4,24587,141626,2385.6,1699.32,2218.02,133.92,417.6,57639.5,3.66593
61632.9,41245,97931.2,23247,15805,96394.5,914.76,615.72,792.54,69.75,48.6,24396.5,3.66593
70023.1,47750,96105.4,19478.8,14466,88245.5,839.16,509.04,622.02,59.52,85.5,20947.4,3.66802
51506.7,33268,101465,28390.3,21976,84664.5,2448.6,1286.88,1520.82,39.99,147.6,44147.9,3.66802
50404.2,34505,95733.7,26657.4,19972,87473.4,2012.64,1278.06,1344.84,60.45,212.4,35800.6,3.66802
55568.1,35553,102430,23119.3,17437,86892.7,748.44,571.2,498.54,86.49,140.4,20323.7,3.66906
77295.4,46519,108894,34110.7,22139,100975,1426.32,1942.5,2257.5,93,330.3,68018.1,3.66906
44490.6,33319,87509.7,23210.9,15895,95699.8,908.88,881.58,1077.72,24.18,42.3,27562.4,3.67011
45108.7,32667,90496.3,17881.9,14454,81078.6,662.76,574.14,596.4,27.9,92.7,17497.6,3.67325
51683.8,29081,116473,28427.3,19092,97580.7,1177.68,855.96,986.16,72.54,257.4,25369.4,3.67743
46865.7,38377,80032.1,31445.4,28681,71852.6,1203.72,564.9,655.2,13.02,55.8,16632.1,3.67847
33446,29166,75153.2,37464.8,27822,88250.2,978.6,446.88,575.82,-17.67,67.5,15572.5,3.67847
74590.6,49892,97979,44062.2,24840,116250,4178.16,2375.1,3125.22,97.65,300.6,87304.7,3.67847
51476.6,36047,93588.1,17314.9,13327,85146.7,512.4,539.28,425.88,69.75,148.5,13918.1,3.68056
108205,60350,117504,36740.8,23623,101928,2502.36,1846.74,2163,83.7,426.6,67664.1,3.68788
46666.2,31798,96179.5,22408.7,17086,85952,549.36,616.98,1092.84,34.41,130.5,20009.8,3.68893
55387.5,31419,115531,30887.6,19302,104873,1922.76,1491.42,1880.76,13.95,226.8,57588.1,3.68893
56735.7,40403,92028.6,16022.2,12235,85821.7,454.44,560.7,569.52,53.01,128.7,17508.8,3.68893
93090.9,56128,108695,34482.8,19836,113928,1084.44,1387.68,1600.62,62.31,170.1,54358.5,3.68998
73195.5,39532,121343,22152.5,15016,96682.5,832.44,716.94,1101.66,70.68,213.3,32155.6,3.69939
31664.5,20461,101420,35994.8,21296,110770,1068.48,1274.28,1528.8,31.62,160.2,40403.2,3.70043
57738.1,38132,99232.3,22258.3,15660,93149.5,1873.2,1507.8,1976.94,88.35,314.1,43516.6,3.70252
63407.4,40367,102942,15255.2,11762,84999.8,314.16,794.22,962.22,92.07,182.7,25627.8,3.70461
60141.9,37411,105356,38262.8,18507,135494,588.84,592.2,703.5,29.76,127.8,22020.6,3.70461
61957,31637,128344,37260.7,20153,121169,1407,1642.62,2058.42,75.33,107.1,57566.9,3.70461
80392.2,46559,113159,25448.6,15055,110781,1505.28,915.6,967.68,88.35,251.1,31035.8,3.70671
74295.2,52800,92216.1,19097.4,14412,86842,635.88,465.36,578.34,36.27,148.5,18686.5,3.71089
42734.3,32851,85252.7,13315.7,11343,76933.5,411.6,592.2,732.9,0.93,66.6,15620.8,3.71193
50456.7,31702,104307,23314.2,16622,91921.5,275.52,483.42,498.96,21.39,104.4,17378.4,3.71612
81338.6,51778,102951,18821.9,14026,87944.6,393.96,889.98,970.62,79.05,108.9,32544.4,3.71925
47467.7,32829,94759,16140.6,12425,85134,689.64,417.06,459.06,49.29,56.7,14770.6,3.71925
51884,33279,102175,26630.5,18559,94038.4,1484.28,1101.24,1378.44,65.1,244.8,33726.2,3.72866
86393.3,65552,86372.2,29921.6,19776,99157.8,675.36,1036.14,1590.54,65.1,120.6,43110.1,3.72971
39483.5,24334,106336,25262.2,17123,96687.6,484.68,894.18,1145.76,39.06,118.8,23768.1,3.7318
86795.1,57194,99454.6,25195,18606,88744.3,1230.6,778.26,698.88,81.84,192.6,25519.9,3.73494
55910.4,34932,104894,20633.8,15236,88753.9,1212.96,896.28,1088.64,38.13,139.5,28032.7,3.74016
44810.5,31971,91855.1,18679.9,13983,87549.7,430.08,679.14,787.92,43.71,147.6,19714.3,3.74016
74286.1,46267,105224,29124.5,20294,94052.5,782.88,1376.76,1724.52,53.94,72,49181.2,3.74121
40487.3,33361,79535.3,16007.9,12249,85647.2,483,421.68,564.48,30.69,153.9,13878.6,3.74853
45175.2,29929,98920.8,16230.5,11677,91092,367.08,371.7,559.02,46.5,97.2,14291.6,3.75376
84602.7,49527,111949,37517.8,26427,93039.8,740.04,882.84,1168.86,60.45,78.3,30495.3,3.75689
68245.8,45724,97816.4,19512.4,14860,86054,561.96,837.48,1186.08,31.62,108,31307.2,3.75794
51249.1,35133,95598.5,29229.5,21437,89358.7,484.68,721.56,626.64,19.53,85.5,19623.4,3.75794
97947.5,52980,121161,74876.8,37476,130940,3027.36,3123.12,3681.72,159.03,382.5,97957.1,3.76212
54406.1,36272,98300.6,15618.1,11472,89221.5,760.2,658.98,711.9,75.33,197.1,19671.2,3.76212
44896.6,35634,82571.2,35905.8,26334,89356.8,416.64,433.02,547.68,44.64,112.5,14923.5,3.76212
62300,39961,102172,30476,20313,98325.1,1145.76,1194.48,2009.7,24.18,126,51427.9,3.76317
58921.1,34631,111503,21052.9,14959,92233.7,1396.08,1384.32,1657.74,71.61,173.7,44882.5,3.76421
105956,60919,113986,69769.6,33099,138144,1751.4,2299.5,3129,213.9,445.5,82273.7,3.76631
58757.3,45747,84174.2,66230.6,55895,77654.4,137.76,2063.88,2276.4,15.81,74.7,67811.6,3.76735
46653.6,22043,138706,45736.3,20038,149585,936.6,1288.98,1485.54,49.29,144,47674.4,3.7684
79301.6,48023,108221,43990,28287,101917,2112.6,1561.98,1706.88,102.3,164.7,54272.3,3.77258
63016.8,45250,91267.8,17623.2,13510,85488.8,775.32,593.88,798.42,32.55,89.1,21780.4,3.77258
68103,45831,97383.8,20915.2,16027,85524.2,1559.88,1029.42,1154.58,75.33,152.1,35638.9,3.77258
57482.6,37187,101304,18087.7,14131,83886.3,329.28,215.04,397.74,53.94,117.9,7625.16,3.77572
48182.4,32725,96491.4,18911.8,13929,88979.9,248.64,462.84,673.68,80.91,252.9,13777.1,3.77572
53923.8,35783,98760.6,19753.4,15211,85106.9,406.56,609.42,811.44,56.73,101.7,19983.9,3.77572
59129,39893,97136.8,17898.7,13973,83948.4,414.96,537.18,599.76,66.03,84.6,18574.4,3.77781
60883.9,48930,81546.9,16388.4,13298,80766.3,283.08,293.16,353.22,16.74,7.2,10741.5,3.77885
83128.5,53019,102754,26008.1,18991,89751.2,892.08,1037.82,1271.76,79.98,135,36595.3,3.77885
67740.4,35070,126588,47516.3,25438,122416,1758.12,1176.42,1333.92,98.58,141.3,44782.8,3.77885
58123.8,42304,90043.5,16377.5,12700,84512.9,788.76,708.12,730.8,35.34,132.3,24394.1,3.7799
36533,27403,87371,43198.7,33478,84565,300.72,2441.46,2834.58,0,209.7,72428.4,3.78094
58675.4,36186,106266,20257.4,14954,88778.4,1376.76,999.6,1187.76,51.15,202.5,36489.7,3.78199
65492,46269,92763.7,33510.1,24717,88850.6,1638,895.86,1094.52,33.48,168.3,31468.8,3.78303
132466,73114,118736,93487,49303,124268,4557.84,3693.48,4895.52,169.26,395.1,128569,3.78303
88120.9,54614,105744,33385,19802,110490,1086.12,991.62,1445.64,90.21,178.2,37059.1,3.78303
42490.7,26078,106782,19422.5,13843,91950.6,936.6,661.5,669.06,64.17,216,18167.3,3.78408
88260.9,52771,109611,55455.1,37995,95652.2,1908.48,2155.44,2247,58.59,192.6,68837.1,3.78408
43218,28792,98372.3,15782.8,11768,87894.2,546,604.8,745.5,43.71,151.2,18695.9,3.7914
76331.5,46604,107340,20440.6,15644,85629.8,344.4,478.8,660.66,76.26,179.1,14900.4,3.79349
97190.1,64819,98265.2,31522.7,23339,88515.8,817.32,842.1,1174.32,81.84,110.7,30387.9,3.79349
54282.9,33721,105498,27331.9,20877,85799,493.92,434.7,524.16,29.76,99,17527.7,3.79558
68859,51702,87283.7,82063,66554,80807.7,138.6,2121,2460.36,20.46,106.2,57283.1,3.79663
28188.3,14771,125066,37513.6,24463,100498,309.12,576.66,699.3,46.5,138.6,17163.7,3.79767
64987.3,48704,87446.8,36777.7,25816,93363.2,1797.6,1743.84,2115.12,80.91,242.1,57299,3.79872
76887.3,44100,114260,30515.5,22468,89009.5,541.8,703.08,918.12,102.3,161.1,19989.2,3.80395
62365.1,41339,98869.3,19242.7,14470,87152.1,441,411.6,535.92,90.21,123.3,13563.5,3.80499
78080.8,52326,97792.8,36067.9,28442,83107.6,560.28,2651.46,3298.68,93.93,104.4,89171.4,3.80499
56448.7,39066,94696.7,19007.5,14419,86391.3,963.48,886.2,1095.78,26.97,83.7,37941.1,3.80604
129118,73707,114804,90473.9,53419,110996,6918.24,4799.76,5974.92,213.9,564.3,169951,3.80708
62402.2,43557,93890.5,32813.8,25733,83569.1,483.84,710.64,808.5,55.8,54.9,23595.3,3.80708
62797.7,40357,101978,27779.6,20725,87844,451.92,480.48,567,58.59,106.2,15370.1,3.80813
45794.7,30807,97419.5,20003.8,15511,84518.5,790.44,564.06,719.46,54.87,143.1,21255.9,3.80813
54862.5,35894,100169,18353.2,13770,87348.8,630.84,828.66,1139.04,54.87,70.2,28109.4,3.80918
37821.7,21794,113732,18943.7,13982,88792.2,761.88,609.42,919.38,52.08,104.4,22817.1,3.80918
55760.6,38062,96009.8,18937.8,14311,86724,927.36,712.32,880.32,59.52,120.6,24643.1,3.81022
44130.1,27691,104442,45118.9,24566,120366,825.72,1269.66,1403.22,79.05,85.5,47005.9,3.81022
58636.9,40504,94875.3,13709.6,10501,85560.9,214.2,245.7,200.76,64.17,162.9,7200.36,3.81336
57577.1,36041,104697,26148.4,16900,101400,1530.48,1023.54,1465.38,53.01,170.1,43176.8,3.81649
51730,46223,73344,56057.4,44162,83188.7,266.28,412.02,291.06,-13.95,138.6,9761.55,3.81754
56845.6,33269,111979,48258.8,26145,120967,2151.24,1614.06,1596,47.43,208.8,58838.9,3.82277
94514.7,49924,124071,44072.3,23216,124411,3141.6,2190.72,2766.12,93,475.2,79445.3,3.82277
93083.2,51941,117447,58096.9,39261,96977.6,1297.8,2528.4,3015.6,127.41,362.7,76133.6,3.82695
60160.1,44193,89214.4,16177.6,12833,82616.1,556.92,512.82,827.82,57.66,94.5,19557.9,3.83322
57185.8,42473,88237.9,15025.9,11764,83707.8,505.68,506.52,508.62,53.01,126.9,14332.9,3.83427
60963.7,44563,89655.5,18034,14079,83945.9,581.28,676.2,921.06,34.41,148.5,27626.7,3.84159
46328.8,41250,73605,35662.2,30570,76452.7,273.84,296.1,474.6,-33.48,64.8,9991.06,3.84263
99929.2,67757,96653.6,25053,18953,86628.7,836.64,564.06,647.64,38.13,106.2,20344.4,3.84995
94647,75044,82655.3,28781.8,24616,76626.6,1262.52,1092,1433.88,46.5,117.9,37852.6,3.851
63116.2,42084,98288.7,18853.8,13428,92016.9,982.8,616.14,704.76,84.63,199.8,19769.7,3.851
56461.3,38799,95369.7,17778.6,13042,89337.4,882,622.86,671.58,69.75,161.1,21545,3.85518
50775.9,29106,114329,31215.2,15110,135389,1530.48,869.4,1071.42,66.03,137.7,35862.6,3.86146
86970.1,50705,112408,49203.8,29053,110991,1512,1740.48,1747.62,106.95,171.9,59093.2,3.8625
74235.7,53031,91740.9,27421.8,20875,86089.3,878.64,738.78,920.22,56.73,203.4,30154.9,3.8625
52967.6,35254,98465,25185.7,18234,90521.6,1017.24,1082.76,1406.16,34.41,143.1,44261.8,3.86355
53316.2,34112,102431,30424,19632,101562,1314.6,1443.12,1825.32,26.97,115.2,57292.5,3.86564
82719.7,56156,96536.8,31283.3,23045,88964.2,965.16,939.12,1212.96,84.63,191.7,30428.1,3.86773
41433,19168,141661,57760.1,31304,120923,266.28,1192.38,1264.62,26.97,157.5,40805.6,3.88028
53115.3,35372,98410.2,18011.3,13589,86863.4,818.16,599.76,672.84,66.03,89.1,24286.8,3.88132
67657.1,41968,105651,29848.6,21064,92867.2,1616.16,1047.06,1306.62,59.52,171,37309.8,3.88237
59725.4,40571,96476.9,20025.6,14726,89121.1,976.08,1095.78,1325.1,19.53,135.9,39780.8,3.88341
79178.4,53671,96682.3,20406.1,15499,86285.3,251.16,237.3,196.56,47.43,116.1,8018.69,3.88446
38166.1,22158,112883,49684.3,26563,122581,1867.32,2124.36,2719.08,140.43,359.1,62296.3,3.88446
55631.8,34658,105196,20589.2,14558,92686.9,1464.12,812.28,828.66,41.85,64.8,31014.5,3.88551
70900.2,47827,97152.5,41606.9,27307,99855.3,1710.24,1801.8,2316.72,57.66,226.8,66393.3,3.8876
62182.4,43419,93857.2,25434.4,20006,83318.3,546,551.88,542.22,26.97,152.1,16209.7,3.8876
64386,46660,90432.9,19512.4,15080,84798.5,1070.16,1035.72,1121.4,36.27,186.3,33095.5,3.8876
72410.1,45715,103806,22000.4,16279,88569.4,486.36,637.98,696.78,70.68,109.8,24774.7,3.90642
51228.8,35417,94794.3,14700.8,11780,81785.6,404.04,330.12,458.64,36.27,139.5,11289.6,3.90955
49554.4,31547,102945,22737.1,15430,96571.6,1139.04,677.88,672.42,24.18,121.5,25588.3,3.9106
71451.1,37479,124940,42583,23343,119553,3360.84,1639.26,2108.82,112.53,352.8,56157.4,3.91269
49625.8,42751,76074.9,28594.4,24978,75024.6,79.8,676.62,802.2,-20.46,21.6,26706.3,3.91374
77543.9,56103,90581.9,24031.6,18619,84587.4,420.84,460.74,488.88,54.87,100.8,17153.7,3.91792
68708.5,49997,90063,22335.6,16457,88946.1,1758.96,925.26,1626.24,43.71,104.4,37919.3,3.9221
28649.6,14606,128549,47586.8,18643,167283,823.2,985.32,1132.74,23.25,98.1,33571,3.9221
94562.3,55195,112279,33594.1,22950,95931.3,1627.92,1009.26,1243.62,106.02,486.9,33265.4,3.92838
89752.6,50187,117202,27745.2,18111,100398,2379.72,1718.22,2343.6,135.78,272.7,64719.5,3.93256
45964.1,24839,121273,30098.9,18811,104862,1382.64,1211.28,1457.82,61.38,220.5,38888.7,3.93674
50509.9,34532,95859.4,18717.7,13560,90463.5,761.88,511.14,478.38,16.74,96.3,17649.8,3.93988
106380,63779,109310,35086.8,24891,92380.7,1072.68,1641.78,2104.62,106.95,299.7,59529.8,3.93988
51399.6,33062,101885,26556.6,19738,88175.8,774.48,687.54,711.48,54.87,149.4,24275.5,3.94092
77121.8,48115,105045,24951.4,18699,87449.2,108.36,154.56,198.66,49.29,90.9,4291.66,3.94197
44219,29042,99784.3,30174.5,20798,95082,750.12,841.26,1063.02,89.28,168.3,25265.6,3.94301
94289.3,49972,123656,45957.2,24176,124580,3390.24,1974.84,2758.98,137.64,324.9,72667.3,3.94406
50795.5,34783,95705.8,33054,23970,90372.4,220.92,426.72,367.08,83.7,31.5,14002.5,3.94406
58732.1,42615,90321.9,17017.6,13299,83860.6,1659,1257.9,1257.48,47.43,85.5,38977.8,3.94406
46499.6,32705,93178.3,17582.9,13081,88090.5,467.04,589.26,713.16,63.24,168.3,16797.3,3.94511
72333.1,48457,97827.4,29006,20573,92399.7,2120.16,1375.92,1741.32,95.79,157.5,52406.2,3.94615
69638.8,36956,123494,57331.7,27228,137994,4001.76,3014.76,3360.42,116.25,459.9,91917.9,3.9472
66169.6,47651,91005.2,29679.7,19728,98595.4,1615.32,1353.66,1785,80.91,314.1,44478.9,3.94929
47263.3,31692,97736,20470,15720,85338.4,423.36,489.3,610.68,45.57,51.3,17889.4,3.95347
81229.4,50299,105836,30711.2,22262,90409.3,822.36,644.7,616.14,89.28,123.3,23371.1,3.95765
69133.4,47608,95167.3,17202.4,13989,80590,706.44,696.36,895.44,74.4,134.1,21370.4,3.9587
61196.8,38293,104734,22554,15969,92560.5,371.28,423.36,463.26,67.89,95.4,15013.7,3.96497
72692.2,48401,98426.8,24290.3,15725,101233,903,972.3,1030.26,51.15,162.9,31219.3,3.96915
77229.6,53575,94471.7,24049.2,17387,90647.5,1194.48,861.42,879.06,71.61,117,30363.2,3.9702
42256.2,29635,93447,16243.9,12091,88045.8,834.12,580.86,632.52,31.62,60.3,22462.5,3.97125
124846,68851,118835,90023.6,37095,159045,2229.36,3149.16,3447.36,191.58,384.3,103688,3.97125
63230.3,36066,114897,43234.8,28262,100256,2267.16,2159.22,2677.5,64.17,212.4,77593.3,3.97334
45157.7,33332,88787.2,14354.8,10864,86593.7,776.16,635.46,771.54,54.87,189,20412.2,3.97647
