"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","(Event #%3) - 0.5 + (Event #/(4082 + 1))","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
293570,217929,129,97544,70757,116,25,115,0,1.66361,46,71,0,61,94,0,-79,14,0,4,38,0,2.6466
152031,109018,113,102146,84418,119,19,84,0,-0.335415,-16,56,0,272,153,0,-129,40,0,-64,28,0,2.66808
411718,242071,149,269608,167714,133,-3,59,0,1.66581,-26,127,0,824,413,0,106,57,0,110,62,0,2.6876
191693,137935,113,173887,119531,120,145,112,0,1.66654,93,75,0,716,600,0,-62,50,0,28,44,0,2.69444
266717,201078,123,108730,86179,115,121,80,0,0.667034,-85,31,0,1235,1078,11,105,114,0,89,75,0,2.71006
293151,203603,120,114143,78236,118,36,73,0,-0.332476,-64,93,0,2234,1808,31,-28,34,0,230,78,0,2.71982
242503,176421,136,113715,79826,117,-54,33,0,-0.331741,-69,44,0,2768,2201,37,-69,29,0,-7,65,0,2.72958
317356,217268,125,168063,117917,124,-91,93,0,-0.331007,102,97,0,1733,1262,22,-93,45,0,-68,32,0,2.75203
218602,143690,123,139303,111511,116,93,123,0,1.66948,80,123,0,1153,881,0,-68,36,0,49,64,0,2.75496
346454,232000,136,114841,77412,122,3,137,0,0.671443,-39,81,0,407,321,0,-16,55,0,-4,42,0,2.77644
248246,172145,131,121608,92560,117,39,74,0,1.67169,145,163,0,5402,4442,47,-87,16,0,61,89,0,2.77644
333594,233582,141,147985,93659,124,15,79,0,0.672177,6,94,0,2376,1800,33,-73,55,0,-85,41,0,2.78034
248649,168338,123,135869,82825,128,5,69,0,-0.326598,102,135,0,954,747,0,40,82,0,-71,65,0,2.79987
237552,129839,139,304939,174478,129,115,155,0,1.67389,51,111,0,531,472,0,3,55,0,48,92,0,2.81256
302210,219760,117,131121,98291,117,69,77,0,1.6761,112,95,0,1686,1286,21,-85,47,0,-27,89,0,2.8399
388461,233444,134,85035,62934,120,12,68,0,-0.322924,80,84,0,4419,3056,49,-47,85,0,14,82,0,2.84868
342861,181711,140,167191,96986,132,92,135,0,0.678055,64,158,0,5473,3289,58,138,104,0,-99,19,0,2.86235
219169,148583,117,101990,74167,117,130,84,0,-0.321455,112,115,0,1517,1059,13,-75,57,0,-15,61,0,2.86723
352786,220595,144,106419,64713,126,43,82,0,0.679525,-56,39,0,1693,1262,23,-131,50,0,-46,47,0,2.87992
162365,144600,105,202765,148447,112,86,76,0,1.6805,299,202,0,-23,89,0,33,68,0,-28,71,0,2.91604
235525,163252,137,105261,75781,117,-85,51,0,-0.319251,97,121,0,1711,1388,24,-109,22,0,34,61,0,2.91702
425858,233072,145,256219,150083,133,49,61,0,0.680994,48,122,0,2956,1854,39,114,104,0,47,69,0,2.918
142016,116359,111,219683,142688,117,229,199,0,0.681729,74,94,0,190,94,0,-15,41,0,48,52,0,2.93264
204802,154905,113,76127,58113,111,-18,32,0,-0.317781,62,62,0,886,758,0,-74,24,0,24,45,0,2.93947
351558,225284,135,150581,100304,126,-70,34,0,1.68344,134,143,0,1622,1252,21,-10,89,0,98,62,0,2.95705
237695,142734,126,180151,112967,126,267,115,0,0.683933,84,88,0,106,102,0,191,123,0,81,57,0,2.96778
273775,199362,122,91409,65523,116,-45,79,0,-0.315577,65,98,0,2247,1788,31,-30,54,0,55,79,0,2.97364
300698,175098,138,245850,102844,145,-40,34,0,1.68565,34,160,0,2259,1419,24,-40,67,0,-101,52,0,2.99414
357869,224694,133,133645,87784,129,-21,37,0,1.68712,-111,49,0,4379,3088,48,-33,61,0,-16,91,0,3.01367
187024,135821,130,193473,151964,117,70,70,0,-0.312638,30,92,0,1325,1182,16,109,87,0,39,72,0,3.01464
287931,198128,120,120776,81504,121,69,87,0,0.688342,-13,81,0,1121,792,0,163,107,0,6,34,0,3.02538
597588,295912,145,353104,206001,142,84,93,0,0.689077,141,120,0,2355,1423,32,103,64,0,-80,55,0,3.04198
160120,108317,121,247923,156533,119,266,127,0,1.69226,206,226,0,292,165,0,-31,42,0,-27,60,0,3.11617
413942,250031,141,126270,71470,132,24,92,0,0.69275,9,54,0,1917,1465,26,-41,46,0,-39,42,0,3.11813
534711,274945,164,250131,113089,164,293,133,0,0.69422,33,83,0,4862,2848,53,-218,51,0,73,110,0,3.14351
371184,175586,142,300725,133946,146,201,160,0,1.69446,404,324,0,50,70,0,-31,53,0,-59,65,0,3.14546
441663,243116,155,266172,140225,137,170,99,0,0.694955,124,144,0,3674,2291,49,148,87,0,-43,83,0,3.15718
498777,266158,140,197944,99311,136,-100,74,0,-0.304555,-131,70,0,3027,1925,42,-27,53,0,-95,50,0,3.16499
298121,225723,125,100797,71567,117,70,81,0,-0.303821,-54,62,0,1759,1532,25,-21,101,0,88,117,0,3.16889
377971,223886,131,292849,178062,132,-90,50,0,-0.303086,120,177,0,10011,7473,62,43,68,0,-17,54,0,3.17572
257041,173076,134,83560,59994,116,41,79,0,-0.300882,1,147,0,1321,1046,9,-105,70,0,-43,71,0,3.20404
201348,145130,116,149766,105817,117,54,69,0,0.699363,40,141,0,856,675,0,-118,34,0,116,63,0,3.20599
170414,137676,118,232574,194034,114,185,128,0,1.69961,248,226,0,354,379,0,35,62,0,-25,68,0,3.21477
298758,206537,133,125555,90367,118,139,109,0,0.700098,86,62,0,1147,883,0,37,79,0,24,72,0,3.21673
373172,270740,125,96122,67562,115,28,74,0,1.70034,102,133,0,1654,1365,22,5,59,0,-11,54,0,3.21868
354108,241620,129,178948,123807,125,-119,44,0,-0.298677,11,69,0,2217,1697,32,-63,38,0,49,36,0,3.22551
250123,138905,130,249793,187842,120,269,262,0,1.70181,188,227,0,4437,3467,47,-11,56,0,93,118,0,3.22942
435194,244769,146,291433,133946,142,90,48,0,0.704507,170,122,0,1298,753,0,-42,32,0,-35,64,0,3.27335
274019,168735,138,321383,218207,133,410,323,0,-0.294269,735,496,0,696,503,0,-30,58,0,42,54,0,3.28506
300472,196269,124,114282,75931,120,28,51,0,-0.290595,2,81,0,2136,1662,29,-60,54,0,96,107,0,3.33192
246956,172681,120,120621,85210,117,-72,58,0,0.70965,-97,58,0,1249,1003,3,112,63,0,-29,63,0,3.35438
144955,127583,107,102247,86111,103,89,166,0,1.71063,264,201,0,175,192,0,-53,59,0,-3,69,0,3.36609
320924,184683,134,137760,108865,121,179,199,0,1.71136,111,162,0,1301,994,0,-113,45,0,82,62,0,3.37195
244073,182131,134,65292,49427,112,-100,60,0,0.711854,-7,71,0,836,759,0,-6,44,0,80,62,0,3.38269
175774,146006,114,170480,143935,110,222,175,0,-0.284717,761,659,0,67,138,0,-85,50,0,18,87,0,3.42076
248926,167363,128,98491,69645,120,-39,41,0,-0.283248,66,91,0,1718,1357,22,-88,21,0,-8,62,0,3.44029
429651,228474,149,201064,120801,133,193,132,0,0.718467,59,88,0,2236,1339,32,80,93,0,167,72,0,3.45688
564690,315818,142,453241,266181,148,118,73,0,1.71871,187,167,0,3807,2321,49,16,37,0,-101,73,0,3.47348
301798,205924,122,120940,82968,117,-23,96,0,0.719936,-53,57,0,1470,1177,19,121,80,0,-31,79,0,3.50277
229118,166424,124,73413,53436,116,-179,26,0,1.72018,32,153,0,2577,2069,35,68,96,0,-17,71,0,3.51741
274987,182111,139,112623,73084,139,27,49,0,1.72092,-64,129,0,2623,1598,33,-52,60,0,-86,51,0,3.53303
338325,212848,131,202754,133531,129,60,96,0,-0.278839,19,69,0,2625,1826,37,30,65,0,13,58,0,3.53401
233503,156500,119,74809,51304,114,-37,50,0,0.721406,-62,84,0,1551,1160,18,6,65,0,26,64,0,3.53401
351736,224836,129,127996,85309,124,1,45,0,1.72165,-198,27,0,2255,1725,32,84,59,0,-123,32,0,3.53791
356922,238714,130,184697,119130,134,115,118,0,-0.278104,199,136,0,1931,1526,28,-24,47,0,29,72,0,3.54572
245699,141204,148,277948,139269,152,79,61,0,1.72239,-43,103,0,1034,1062,8,54,133,0,36,75,0,3.54865
260337,206876,128,230219,176834,120,193,221,0,-0.27737,162,201,0,495,413,0,-3,93,0,56,63,0,3.55744
255829,170552,139,115731,78707,125,-32,45,0,1.72386,55,103,0,1082,765,0,30,58,0,-68,20,0,3.57403
305427,224401,120,120164,97573,115,239,244,0,1.72459,65,159,0,286,304,0,-86,24,0,-28,81,0,3.58184
479713,244657,139,219356,125948,137,246,132,0,0.725814,75,159,0,4045,2542,49,-163,31,0,22,62,0,3.58965
275032,193644,124,82440,57880,116,8,79,0,1.72679,42,115,0,1029,838,0,-24,65,0,116,59,0,3.60625
323296,220767,125,124442,85295,121,-47,65,0,1.72826,53,63,0,1007,864,0,3,68,0,-42,58,0,3.62089
332772,221336,122,192616,135457,121,22,107,0,-0.271492,-24,72,0,1331,1033,9,93,80,0,2,52,0,3.62089
315645,211861,139,115737,82398,118,-3,92,0,0.729488,-9,41,0,1402,998,0,-13,49,0,20,76,0,3.63261
188420,133739,125,254878,134545,124,135,147,0,0.730223,9,93,0,843,504,0,10,52,0,-1,54,0,3.64627
526036,287856,143,202459,110111,140,144,84,0,1.7312,32,90,0,5998,3855,57,80,52,0,-64,53,0,3.66287
619852,333673,154,388106,198716,147,37,84,0,0.731692,257,171,0,7065,4298,64,-32,54,0,12,82,0,3.6658
532995,265774,144,201554,95720,137,-4,83,0,0.733162,-29,65,0,3360,1980,46,40,90,0,67,62,0,3.6863
530711,262496,161,560256,323574,149,352,238,0,1.73341,251,379,0,15591,8916,80,-60,64,0,101,67,0,3.69313
146630,118228,113,96987,78297,108,103,78,0,0.733897,251,289,0,6,90,0,56,68,0,78,50,0,3.69509
234714,169762,127,73211,52903,112,-7,70,0,-0.264144,-55,58,0,1376,1176,17,-3,52,0,63,129,0,3.73218
355720,228739,125,144885,98517,119,111,139,0,1.73782,47,63,0,3214,2399,42,-9,77,0,-60,49,0,3.7683
243836,185705,122,59701,44649,111,-34,51,0,1.73855,81,162,0,754,691,0,-51,101,0,40,98,0,3.78197
335371,237032,134,143468,97461,127,-12,62,0,0.73904,66,143,0,1537,1191,18,-22,62,0,-70,62,0,3.78295
331041,223628,122,173763,122341,120,54,111,0,-0.259735,52,79,0,1708,1235,22,-18,97,0,-6,43,0,3.79564
319295,217131,123,119822,79779,126,85,106,0,-0.259001,-33,79,0,2180,1667,32,-91,68,0,63,55,0,3.81028
250595,165432,121,90814,60330,118,-3,101,0,0.742714,25,115,0,972,864,0,27,85,0,-131,61,0,3.84152
298868,190161,142,140480,93770,126,-98,65,0,1.74296,98,95,0,1733,1279,21,107,92,0,130,74,0,3.85714
588702,315456,151,318285,166170,145,119,78,0,-0.256062,-8,114,0,5649,3521,58,2,43,0,-15,48,0,3.87374
297201,193528,126,156645,105116,121,91,89,0,-0.255327,95,115,0,363,262,0,-24,81,0,-118,32,0,3.89229
216893,151051,119,81381,57523,111,-98,52,0,0.744918,1,89,0,2342,1926,34,62,114,0,37,128,0,3.89619
645048,331626,157,411175,167728,159,72,63,0,-0.254592,30,124,0,4383,2533,56,98,76,0,-20,71,0,3.90303
129974,89951,115,147432,98664,115,16,65,0,-0.253123,94,179,0,87,110,0,82,62,0,-8,47,0,3.91962
430426,230719,133,153010,78090,135,62,104,0,1.74737,-27,74,0,5196,3359,54,30,45,0,-69,40,0,3.92646
271886,189711,124,86096,59259,117,19,84,0,0.747857,-19,70,0,1840,1466,23,-24,58,0,-29,82,0,3.92743
262648,194654,113,80914,59335,112,34,67,0,1.7481,37,74,0,800,719,0,27,68,0,22,61,0,3.92938
295438,192559,124,78850,54259,118,-47,34,0,-0.251653,207,135,0,1054,848,0,-103,76,0,42,75,0,3.94403
351260,227019,133,146405,96598,125,7,82,0,1.75031,49,66,0,2321,1642,33,-47,40,0,-62,62,0,3.97624
373145,233588,132,197595,125089,124,11,87,0,-0.249449,164,141,0,114,75,0,-31,57,0,-65,56,0,3.97917
327626,238944,121,95727,64855,117,-73,63,0,0.750796,69,79,0,1933,1434,28,49,81,0,70,72,0,3.98405
172386,103296,120,138760,72367,125,-39,60,0,1.75325,111,92,0,169,188,0,-26,92,0,39,40,0,4.00846
307225,218192,135,101473,74257,120,-24,70,0,1.75398,21,108,0,1556,1233,19,26,105,0,35,58,0,4.01237
437265,255281,136,253805,155454,132,137,90,0,-0.245775,14,83,0,1736,1126,18,19,43,0,-55,44,0,4.01237
146877,87865,117,161148,119084,119,112,78,0,0.75447,98,137,0,141,121,0,5,93,0,-13,33,0,4.01529
298748,213596,127,111294,78113,125,-153,18,0,-0.24504,36,80,0,1814,1450,26,-9,61,0,-4,45,0,4.02701
297768,180089,130,202708,124025,129,4,76,0,0.755204,59,93,0,2208,1692,32,-21,51,0,-62,34,0,4.02896
386307,228661,133,163666,102368,140,63,100,0,0.755939,69,106,0,1886,1251,23,-96,52,0,-89,36,0,4.0358
405909,258426,146,245998,168766,138,57,98,0,1.75618,133,113,0,2613,1635,38,46,96,0,-43,51,0,4.03775
255027,192235,114,99302,72124,112,-21,29,0,0.756674,-45,96,0,1892,1560,24,96,71,0,-33,36,0,4.04556
370001,236550,127,150017,99054,123,124,91,0,1.75692,72,155,0,2105,1566,30,-77,35,0,-50,45,0,4.05142
127128,102131,105,165271,129660,107,156,126,0,-0.242836,131,133,0,7,115,0,120,132,0,-21,37,0,4.05239
318536,237138,120,145359,115412,115,37,79,0,1.75912,61,97,0,1890,1565,25,62,103,0,60,67,0,4.12756
353658,155640,147,84188,44797,137,78,124,0,0.759613,23,79,0,2836,1510,50,-37,106,0,-42,74,0,4.12952
324260,216897,135,126077,83611,122,-128,28,0,1.76059,87,83,0,2082,1571,29,5,49,0,47,80,0,4.16564
386948,235598,148,160091,94636,134,13,82,0,1.76133,39,80,0,1986,1424,27,-37,64,0,-18,53,0,4.17833
303861,201878,123,91219,69021,117,-51,76,0,-0.238428,-20,96,0,2411,1851,32,69,70,0,13,47,0,4.18809
316915,203496,137,202707,137422,129,118,116,0,1.76206,95,159,0,2548,1885,36,7,58,0,30,86,0,4.19883
382391,252421,144,178405,116836,122,104,73,0,1.76353,68,87,0,2085,1544,30,99,84,0,17,58,0,4.21542
458856,269622,153,110950,68485,130,4,43,0,1.76427,65,79,0,1575,1167,19,62,88,0,-44,36,0,4.23788
139930,94745,114,121500,56962,114,-30,83,0,0.764756,191,140,0,-18,59,0,2,37,0,3,79,0,4.25155
261036,199923,115,86714,65351,114,152,93,0,1.765,55,123,0,705,645,0,-113,35,0,-15,43,0,4.25447
367518,213917,131,166130,92540,131,-129,30,0,1.76574,-18,94,0,2006,1355,27,-11,79,0,66,79,0,4.26228
281275,192314,139,69090,48521,117,-104,66,0,0.766961,-7,48,0,1317,1138,12,-73,47,0,114,70,0,4.28571
366519,201592,135,332579,198300,134,262,114,0,1.76794,162,132,0,7845,5031,65,-94,29,0,-28,60,0,4.29645
266934,193672,124,74254,54826,118,-42,51,0,1.77088,74,107,0,2083,1756,28,-102,35,0,-40,48,0,4.32965
372512,250784,128,101253,66695,121,-15,44,0,1.77308,37,73,0,2472,1951,35,-73,53,0,105,60,0,4.34917
380652,243145,125,302440,202776,130,125,82,0,0.774308,-44,64,0,1001,802,0,-18,78,0,-23,49,0,4.3726
400883,245725,140,156781,92936,130,-23,58,0,1.77455,156,98,0,8983,6117,63,-119,37,0,127,94,0,4.37455
394849,239112,134,223851,129975,135,57,68,0,-0.225202,188,213,0,2441,1568,33,47,76,0,-151,24,0,4.37748
388859,228403,140,142240,81578,128,21,61,0,0.775043,59,89,0,2587,1730,37,-14,42,0,38,56,0,4.37943
198449,141084,122,66019,50215,110,-50,81,0,-0.224467,56,80,0,1862,1590,28,-84,49,0,-61,30,0,4.38041
353953,238969,123,132579,88704,124,-40,66,0,-0.223733,59,97,0,1762,1346,25,73,51,0,107,72,0,4.43508
318363,216049,120,106459,70725,119,-165,71,0,0.776512,98,141,0,1160,871,0,3,75,0,-4,73,0,4.43898
244879,166856,123,118457,76814,120,-44,91,0,-0.222998,23,67,0,1936,1528,27,134,73,0,-9,64,0,4.45558
367140,256423,130,140920,95062,121,-37,51,0,-0.222263,94,77,0,3229,2445,40,-10,62,0,47,59,0,4.46632
292194,199748,121,97363,64543,121,-25,64,0,-0.221528,52,122,0,-6,59,0,20,41,0,-73,82,0,4.46925
557531,318203,151,349386,206059,139,171,104,0,0.778717,117,123,0,237,205,0,33,60,0,179,75,0,4.4712
213153,164223,124,89727,67497,111,37,92,0,1.7797,77,135,0,-72,77,0,-13,91,0,54,77,0,4.48682
243098,169318,129,153659,123125,119,94,80,0,0.780186,-76,36,0,3582,2899,40,0,55,0,-18,63,0,4.49268
397461,252871,141,126871,84880,129,43,123,0,1.7819,99,125,0,2642,1997,35,52,94,0,-42,71,0,4.50635
330131,177016,178,199354,75786,160,-10,67,0,-0.217855,89,107,0,1081,787,0,6,56,0,156,109,0,4.51025
251367,172839,126,81075,58256,117,30,123,0,-0.21712,67,123,0,1654,1297,21,-92,52,0,2,53,0,4.52489
297648,148573,136,377069,210996,140,307,141,0,0.78386,1158,749,0,221,122,0,-22,38,0,97,54,0,4.5327
224069,174993,114,116795,86113,113,-53,62,0,-0.21565,-43,83,0,2038,1765,29,-121,37,0,26,61,0,4.54149
402151,229937,142,196359,103253,150,6,90,0,0.786799,55,117,0,3046,2019,41,-146,78,0,-5,67,0,4.57859
246381,147113,145,370184,197181,138,-10,79,0,1.78778,97,145,0,425,321,0,90,40,0,-16,61,0,4.58835
243413,176370,135,222250,177312,121,210,119,0,0.788268,93,228,0,3353,2833,39,-69,43,0,50,36,0,4.59811
387900,213541,141,227654,158892,130,-81,126,0,1.78925,59,75,0,5458,3951,52,-60,69,0,-71,54,0,4.61568
259566,168340,126,242694,176171,121,46,57,0,0.789738,-19,57,0,1276,1148,13,14,40,0,204,111,0,4.63326
131725,79051,122,187623,107583,125,42,73,0,1.78998,60,117,0,280,191,0,39,45,0,-70,44,0,4.64497
193125,131559,118,290241,199126,119,274,160,0,-0.209772,425,416,0,349,264,0,-6,45,0,40,65,0,4.64497
168055,129813,120,249960,197631,115,150,168,0,0.790473,385,359,0,120,187,0,-59,48,0,-15,48,0,4.64595
277016,185720,119,100554,72112,118,70,76,0,-0.208303,-58,63,0,1362,1034,7,-69,13,0,-159,48,0,4.67035
593405,294967,157,505596,262952,153,233,242,0,0.794146,255,235,0,6154,3857,61,67,71,0,85,74,0,4.69964
249816,166417,126,114292,77946,124,-93,22,0,0.794881,-24,81,0,930,707,0,184,93,0,88,52,0,4.7055
328344,218398,135,193126,118372,133,-149,31,0,-0.204629,3,96,0,1518,1183,16,23,41,0,-94,24,0,4.71429
352923,224465,150,110445,73168,127,-16,42,0,0.795616,14,71,0,1565,1121,14,34,70,0,8,45,0,4.71917
133531,112150,111,191584,156864,110,67216,59030,103,-0.203894,282,230,0,130,108,0,-120,64,0,21,28,0,4.72795
307392,209057,121,116002,81469,119,70,99,0,1.7966,-52,34,0,1911,1452,25,-127,62,0,53,95,0,4.74162
406751,227389,141,186077,129743,126,109,108,0,1.79733,7,72,0,3210,2301,41,-114,32,0,21,36,0,4.75334
300555,230354,137,108640,80279,117,1,58,0,1.79807,234,191,0,7553,6357,53,-7,62,0,44,66,0,4.767
431741,253444,144,227402,135869,142,74,80,0,-0.20169,71,110,0,3452,2508,45,23,85,0,101,62,0,4.76993
342291,178464,149,403793,202811,143,296,188,0,0.798555,-51,152,0,3701,2082,52,-41,61,0,6,40,0,4.77774
360050,222041,140,213642,133623,128,12,93,0,1.80247,181,152,0,1602,1078,13,-14,58,0,-16,69,0,4.85975
271568,183724,127,93720,67005,116,91,80,0,-0.195812,-140,50,0,1307,982,0,21,83,0,145,87,0,4.88708
185976,71313,156,160388,122294,146,128,91,0,0.805903,169,157,0,-9,37,0,66,68,0,93,95,0,4.90465
405257,230646,137,113452,61989,137,-31,65,0,-0.193608,29,106,0,955,659,0,-3,63,0,70,96,0,4.91344
154028,132816,110,120458,96962,106,2,51,0,1.80688,104,133,0,165,136,0,-74,44,0,21,51,0,4.92613
283893,177731,130,358006,206160,134,1424,1007,4,0.807372,3283,2577,52,1319,978,0,58,64,0,24,83,0,4.92808
208813,155699,122,244867,151770,129,20,95,0,-0.192138,221,214,0,274,176,0,-13,71,0,8,57,0,4.93589
470233,281183,137,127754,84592,130,106,114,0,0.810311,52,100,0,3489,2240,45,-53,97,0,114,64,0,4.99056
363935,224041,129,143861,83069,127,147,105,0,1.81056,101,123,0,143,112,0,87,56,0,78,78,0,4.99447
200410,152846,119,101414,83199,111,47,61,0,-0.189199,121,119,0,1128,1040,7,24,40,0,-103,37,0,4.99837
279714,203424,129,89768,67053,115,-130,42,0,1.81129,31,63,0,1689,1391,24,103,61,0,-33,60,0,5.00033
244991,177995,115,98954,70942,117,-41,39,0,1.81276,-27,74,0,2343,1868,30,13,62,0,44,71,0,5.04133
425404,225796,133,189501,109439,136,9,62,0,-0.186995,118,139,0,3110,2012,42,-5,86,0,57,110,0,5.04718
151170,119203,125,148774,110286,115,75,68,0,0.813985,13,85,0,71,88,0,44,82,0,-131,31,0,5.05109
382379,286543,132,202715,155211,120,73,95,0,1.81423,135,131,0,851,701,0,-27,87,0,55,81,0,5.05207
571301,296864,162,208008,100712,142,81,73,0,-0.185525,76,116,0,3374,2016,47,58,78,0,-67,37,0,5.05207
296522,220204,121,150808,103173,120,163,114,0,0.81472,78,119,0,1602,1283,20,-13,85,0,-22,60,0,5.05304
344068,165762,155,251220,97282,153,-107,46,0,1.81496,78,150,0,2578,1180,43,17,53,0,2,83,0,5.055
139272,110688,122,145571,86147,123,-27,53,0,-0.184791,69,63,0,54,72,0,6,79,0,127,73,0,5.07257
348010,223340,144,162669,109465,128,126,140,0,0.816189,8,66,0,1652,1149,19,15,62,0,0,53,0,5.09502
325833,167942,146,212599,104730,144,301,224,0,-0.182586,394,309,0,7914,6426,54,-80,74,0,23,58,0,5.11455
315854,200513,139,165374,109516,123,40,71,0,1.8179,8,70,0,2860,2367,37,11,75,0,29,71,0,5.1204
198557,139483,129,76304,57738,109,19,55,0,-0.180382,64,66,0,1245,1048,9,-30,28,0,-45,49,0,5.13798
314661,205356,125,70102,48548,117,116,71,0,0.819863,-33,59,0,895,656,0,-100,19,0,-126,55,0,5.13798
160158,111385,118,110115,79271,113,141,80,0,-0.178913,78,103,0,2268,1882,32,-148,44,0,-27,49,0,5.16141
290039,198279,130,132497,90163,121,60,139,0,-0.178178,174,149,0,1003,740,0,73,67,0,-111,40,0,5.16531
376971,230082,147,127822,77741,125,-11,95,0,-0.177443,-25,104,0,2822,2052,39,127,95,0,-4,54,0,5.1985
464239,254495,153,192122,113652,135,127,114,0,1.82305,67,110,0,6566,4442,58,-101,53,0,47,58,0,5.20338
292850,196792,133,112199,77877,118,145,114,0,0.824271,110,155,0,2999,2243,39,57,92,0,-126,23,0,5.22389
375062,220644,147,157390,99346,131,92,58,0,0.825006,22,101,0,3032,2024,42,-79,41,0,93,81,0,5.2356
550469,280758,147,204460,100809,151,47,60,0,1.82525,133,123,0,3856,2393,49,36,69,0,-111,74,0,5.23951
491501,312529,137,331373,214869,136,135,88,0,-0.173769,85,108,0,7911,6091,56,289,100,0,105,86,0,5.28246
225620,168713,132,91619,70753,112,-5,58,0,1.82672,37,104,0,1627,1395,22,17,82,0,-62,58,0,5.29418
297096,189863,127,116327,74517,127,-142,53,0,0.82868,31,64,0,1675,1200,20,36,77,0,-13,61,0,5.31468
174844,111677,120,158293,102505,119,68,95,0,-0.170096,-27,25,0,3193,2006,45,-145,22,0,55,87,0,5.34299
160761,116818,129,144312,96948,117,60,76,0,0.830884,39,129,0,2167,1404,32,41,63,0,-9,51,0,5.35763
413560,280630,127,136322,85514,127,66,69,0,-0.168626,-56,39,0,3227,2440,41,-100,38,0,40,45,0,5.36251
487681,264044,153,226969,130454,139,26,73,0,0.831619,4,73,0,3095,2057,41,9,69,0,39,61,0,5.36349
294765,171324,144,168198,105409,128,26,76,0,-0.165687,-17,98,0,2147,1466,31,9,56,0,49,51,0,5.40254
433217,282889,130,169904,125323,121,5,55,0,1.83627,108,144,0,3493,2634,42,27,107,0,59,90,0,5.4289
345017,203120,131,61469,43171,119,145,77,0,-0.162748,33,94,0,1332,926,0,6,45,0,-27,53,0,5.43085
387471,248268,142,180774,112743,128,154,116,0,1.83848,-42,56,0,2581,1895,36,-89,40,0,-11,71,0,5.4738
274894,182118,122,89145,62567,124,46,80,0,-0.161278,68,152,0,1019,778,0,-3,49,0,100,86,0,5.47576
211772,146373,133,83063,60801,114,31,74,0,0.838966,52,97,0,1423,1179,15,6,98,0,94,85,0,5.47576
185307,100790,118,129530,90860,118,19,58,0,1.83921,11,107,0,1099,851,0,26,65,0,-114,29,0,5.47869
197676,158655,121,86326,74650,106,95,73,0,-0.160544,71,132,0,848,723,0,-45,57,0,-58,30,0,5.48064
365952,216789,136,130585,79518,127,-71,55,0,0.839701,124,125,0,2199,1393,30,5,89,0,82,48,0,5.48357
306405,218527,117,92851,64893,117,-19,68,0,-0.159809,38,99,0,2142,1703,31,52,63,0,36,75,0,5.49528
304358,202415,141,116855,77259,120,-84,61,0,1.84142,-8,83,0,1101,868,0,-80,88,0,149,67,0,5.50992
451446,273940,133,124030,74962,129,150,146,0,0.841905,148,99,0,3270,2202,43,86,100,0,24,59,0,5.51285
259430,174083,132,95693,63228,116,-99,72,0,-0.1554,44,89,0,589,541,0,47,62,0,-35,71,0,5.56459
314571,125818,149,210733,110625,148,-111,57,0,0.844844,-23,76,0,1733,1040,12,-44,68,0,47,76,0,5.56655
397194,175932,150,391192,189956,145,201,138,0,0.845579,18,93,0,2184,1300,32,46,83,0,164,68,0,5.58119
533916,294344,142,291625,178181,150,330,205,0,1.84582,311,224,0,5053,3372,53,-87,47,0,-45,88,0,5.58119
595120,307394,163,286543,154579,147,217,163,0,0.846314,367,306,0,5438,3194,59,-115,17,0,14,70,0,5.58607
250749,158508,120,112652,87251,116,-32,63,0,0.848518,60,139,0,3424,2898,39,41,57,0,-19,73,0,5.6466
245439,163564,127,79470,54100,118,-144,44,0,0.849253,22,100,0,1598,1169,17,-71,30,0,-4,54,0,5.65441
315683,187115,129,265281,161879,125,150,153,0,-0.149522,146,159,0,2539,1625,38,-14,55,0,72,81,0,5.68077
186619,114062,129,181613,106220,123,120,79,0,1.85097,-30,64,0,1432,961,0,123,61,0,74,88,0,5.68858
402459,274083,120,170041,119186,123,198,106,0,-0.148053,64,121,0,1711,1265,23,71,52,0,47,72,0,5.70029
384810,239293,139,161822,102291,129,-10,59,0,1.85244,42,77,0,2926,2252,40,-90,34,0,-82,34,0,5.70713
300366,202661,122,138296,93255,120,-3,54,0,1.85317,-11,83,0,1737,1218,22,50,68,0,100,63,0,5.72665
262459,161211,123,268382,165757,126,139,87,0,-0.146583,27,65,0,3185,1890,43,-48,30,0,-61,23,0,5.73641
238910,171161,131,90211,64515,115,31,83,0,0.854396,3,116,0,1227,872,0,84,75,0,53,64,0,5.76082
317913,207625,128,142550,110421,120,32,55,0,1.85611,-3,59,0,3888,2964,44,-300,11,0,30,84,0,5.79889
463923,262892,155,251609,131552,155,63,69,0,-0.143644,57,105,0,23,100,0,-95,45,0,74,101,0,5.80182
280694,188995,123,82783,54108,118,144,90,0,-0.142175,-15,73,0,1173,866,0,-9,53,0,-91,46,0,5.84282
386777,242763,129,170769,98436,131,105,88,0,-0.14144,38,105,0,1717,1333,24,33,65,0,20,65,0,5.86821
429760,228690,131,139969,73216,130,128,64,0,1.86052,89,111,0,2834,1747,43,-24,51,0,-12,82,0,5.88871
397742,209275,135,99815,53562,145,16,67,0,0.861009,79,62,0,695,483,0,-73,58,0,-84,57,0,5.89164
