"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
315950,204515,123,219329,146805,124,-8,54,0,-51,23,0,-46,55,0,6,54,0,-86,27,0,3.90066
209406,151641,115,305002,219929,120,122,131,0,529,415,0,587,561,0,89,95,0,146,81,0,3.90651
303322,208589,128,116321,78646,122,1961,1381,24,94,107,0,42,105,0,-82,53,0,-91,25,0,3.90651
189645,146055,121,116958,89235,119,26,64,0,194,157,0,546,346,0,-40,37,0,26,51,0,3.90944
226377,171682,116,257991,199809,121,164,141,0,254,278,0,684,701,0,-66,86,0,77,58,0,3.91334
316199,194378,141,184395,144875,137,-6,66,0,31,73,0,3788,2827,42,16,71,0,-61,72,0,3.91627
302739,202181,129,174636,122855,135,-83,90,0,206,148,0,3972,3006,45,133,79,0,-118,18,0,3.91822
458345,291706,151,230168,158005,129,105,69,0,115,139,0,7615,5462,59,138,65,0,-44,31,0,3.92212
204414,150988,117,59641,43979,111,17,45,0,-19,87,0,1801,1506,26,-70,27,0,-45,62,0,3.92309
336827,215193,134,154203,99346,138,-124,55,0,17,111,0,3073,2135,40,-8,66,0,-169,47,0,3.92504
365371,191176,142,119235,69716,127,-70,70,0,186,126,0,4323,3023,49,79,80,0,39,53,0,3.93382
255093,174551,133,309589,179223,126,61,130,0,235,196,0,788,399,0,-3,59,0,-8,54,0,3.93577
357465,247295,121,142114,98515,123,-41,26,0,71,124,0,5645,4286,51,-7,70,0,-49,61,0,3.93577
324997,204010,145,227313,158048,131,-65,25,0,10,70,0,3091,2345,40,-22,40,0,37,63,0,3.93869
405332,205848,313,165045,73847,263,356,123,0,286,204,0,3627,2530,35,19,94,0,-183,43,0,3.94942
320848,166233,141,138410,82329,133,-5,109,0,38,122,0,1802,1314,20,-145,19,0,14,36,0,3.9504
329298,183688,132,124182,63580,132,-40,56,0,31,95,0,1368,963,0,18,59,0,153,70,0,3.95235
308990,150547,152,233971,158512,135,97,72,0,58,82,0,6481,4412,57,-94,65,0,40,66,0,3.95332
516479,256822,160,261098,137753,142,80,68,0,123,123,0,6873,4106,64,-26,82,0,66,58,0,3.95527
185414,140965,127,160901,123376,115,-51,47,0,306,324,0,601,586,0,60,68,0,-114,27,0,3.96015
174764,138117,111,151241,120797,110,31,96,0,113,149,0,128,201,0,-42,33,0,-67,38,0,3.9621
321627,216097,130,115329,90752,118,14,58,0,-141,36,0,2865,2152,38,-124,49,0,-11,70,0,3.96405
185372,129260,116,214793,159332,120,31,69,0,340,364,0,635,469,0,-6,35,0,108,106,0,3.96502
245358,142276,128,235789,141176,129,1970,1083,17,7,123,0,26,137,0,-100,25,0,17,81,0,3.97088
125605,106475,104,121139,97345,101,51,86,0,16,99,0,196,141,0,12,64,0,67,87,0,3.97185
354200,218736,145,194632,118080,132,-25,45,0,84,90,0,5544,4031,52,115,52,0,-27,48,0,3.97283
266411,180476,140,137605,96309,122,87,110,0,397,305,0,40,91,0,80,69,0,113,89,0,3.98063
431576,271587,138,277082,187924,130,103,89,0,27,95,0,6287,4370,56,77,66,0,-66,59,0,3.98063
270734,187614,120,126797,86484,120,25,62,0,68,124,0,2650,2123,35,75,68,0,42,61,0,3.9816
243542,192465,117,127033,107841,113,34,72,0,77,80,0,727,585,0,-22,60,0,-43,47,0,3.98355
369122,197136,157,132677,64819,135,-45,69,0,133,122,0,1376,1107,11,-32,54,0,143,60,0,3.98843
410399,232479,149,204774,128064,133,205,85,0,72,93,0,9354,6226,64,-92,35,0,-36,65,0,3.9894
210602,164029,113,226649,179925,116,36,87,0,314,298,0,311,317,0,34,59,0,35,70,0,3.99038
327472,153861,154,116841,72925,131,171,63,0,-106,132,0,2436,1620,35,37,55,0,-42,58,0,3.99233
265841,188014,122,83701,67488,110,-20,51,0,166,173,0,2514,2017,33,56,104,0,-1,76,0,3.99623
238346,168675,119,92645,69248,117,27,35,0,53,118,0,2626,2017,35,19,69,0,-56,41,0,3.99623
178179,141510,110,64085,51137,107,-58,68,0,-14,80,0,835,731,0,-29,49,0,-99,75,0,3.9972
171087,138485,107,61259,50774,104,209,100,0,144,108,0,383,373,0,-85,71,0,-80,46,0,4.00111
548168,283503,160,256444,138914,143,-79,46,0,88,152,0,4255,3167,46,15,59,0,234,92,0,4.00403
218891,160628,133,178354,129226,119,139,105,0,59,81,0,5931,3771,58,-6,57,0,29,112,0,4.00696
147379,112710,113,100304,76566,112,57,67,0,166,203,0,263,205,0,-1,59,0,22,68,0,4.00696
231894,181985,129,64067,57210,105,8,42,0,54,97,0,1883,1699,26,4,54,0,29,57,0,4.00891
238588,156914,136,271610,185796,130,158,111,0,490,353,0,1189,832,0,-45,59,0,104,58,0,4.00988
488612,280844,140,200569,123190,135,101,80,0,92,124,0,7076,4548,61,24,84,0,-31,38,0,4.01086
174327,133437,128,161674,134088,114,53,96,0,187,271,0,263,240,0,-3,46,0,38,45,0,4.01086
293983,205013,122,81521,61929,114,11,69,0,88,95,0,1889,1467,25,2,70,0,-43,65,0,4.01183
208840,136237,123,152086,106061,120,4,65,0,86,110,0,3774,2972,44,-111,23,0,-23,64,0,4.01378
503869,297070,135,295523,193131,133,5,66,0,44,135,0,4608,2966,52,-39,61,0,2,70,0,4.01573
293857,174841,132,161346,109143,136,-107,40,0,-61,35,0,2927,2220,38,-97,39,0,-1,64,0,4.01671
264926,179671,121,133824,102379,117,40,55,0,94,144,0,1775,1313,21,-52,73,0,71,67,0,4.01963
339700,226359,123,96898,63441,123,56,54,0,89,84,0,3715,2774,44,-38,80,0,1,62,0,4.02061
390858,253781,138,170907,113297,126,-34,77,0,58,80,0,3501,2500,43,-112,34,0,-173,0,0,4.02548
246278,171018,116,144278,110335,118,-59,60,0,-116,53,0,-28,82,0,-117,12,0,1,54,0,4.02743
137741,110843,117,158980,133371,110,150,111,0,300,281,0,244,283,0,50,77,0,-138,22,0,4.02939
334959,207781,141,120009,87822,121,-9,52,0,182,127,0,1754,1318,25,-4,92,0,-89,46,0,4.03426
183117,143186,121,218592,160645,120,-100,75,0,203,221,0,721,638,0,-40,82,0,-78,29,0,4.03719
320639,196946,132,102369,67195,120,-137,46,0,-24,81,0,4584,3006,50,85,90,0,52,63,0,4.03816
389626,250286,135,137155,97668,127,175,84,0,-95,86,0,4126,2992,46,99,91,0,53,67,0,4.03914
304582,216453,125,108304,75365,118,33,56,0,-28,79,0,115,88,0,-110,35,0,-76,35,0,4.03914
229286,159500,116,73202,48934,116,0,62,0,123,111,0,1245,1011,4,-8,73,0,-107,23,0,4.04011
152103,128145,105,109873,82805,109,165,83,0,184,128,0,123,111,0,-34,41,0,2,77,0,4.04011
163763,126801,127,168295,128728,115,75,57,0,236,241,0,47,76,0,-40,56,0,128,84,0,4.04011
362115,261632,128,174383,126058,127,74,89,0,112,114,0,3840,2536,47,-6,54,0,58,91,0,4.04109
224330,161271,121,68861,52782,110,43,63,0,43,125,0,4962,4145,46,97,136,0,-40,33,0,4.04109
344140,186249,152,193964,125058,135,-8,51,0,81,105,0,6809,4556,59,-92,29,0,33,74,0,4.04206
187393,145612,129,45384,35634,104,-10,55,0,44,144,0,587,570,0,24,53,0,-146,26,0,4.04499
312543,176744,136,147238,111364,121,-10,58,0,90,120,0,5874,4179,55,42,65,0,84,75,0,4.04791
146573,106580,115,147083,109813,115,104,166,0,94,190,0,301,313,0,-30,71,0,71,56,0,4.05864
297878,212752,126,80536,61475,114,-135,74,0,-45,51,0,3124,2559,39,-182,31,0,-12,25,0,4.06547
347980,237253,124,126876,83954,125,15,78,0,37,89,0,4291,3140,47,-62,69,0,51,107,0,4.06644
269660,184466,119,90561,63516,117,-54,54,0,3,93,0,2473,1915,34,76,50,0,68,90,0,4.06742
316471,191759,127,93639,62758,124,50,57,0,38,64,0,3429,2721,39,-36,53,0,-44,60,0,4.06839
240392,177139,135,79075,61269,113,-37,53,0,-2,82,0,1745,1569,24,39,48,0,-150,59,0,4.06937
258305,177970,127,136178,93785,120,176,69,0,17,88,0,6400,4851,54,-122,51,0,20,48,0,4.07034
342903,221770,131,133647,100156,128,-31,72,0,40,128,0,4399,3199,47,-14,45,0,212,94,0,4.07814
336354,185467,141,231792,132486,135,180,82,0,104,86,0,4383,2911,49,-35,69,0,-89,46,0,4.08399
255121,173121,132,104109,74419,118,52,62,0,-18,92,0,3384,2610,41,-78,92,0,-33,122,0,4.08692
195473,143239,110,88476,70395,109,77,52,0,-49,62,0,3525,2951,40,-36,54,0,-19,40,0,4.08789
240780,174382,126,95387,68775,115,-30,57,0,-55,43,0,496,436,0,84,76,0,-106,86,0,4.08789
351589,240786,135,137386,96107,124,-3,66,0,-55,74,0,4151,3160,46,71,77,0,139,78,0,4.08887
318451,167741,146,105914,46753,138,-75,55,0,111,113,0,62,104,0,-44,63,0,-12,97,0,4.0957
210260,158169,113,77187,60797,107,-62,42,0,109,115,0,842,571,0,29,65,0,-20,41,0,4.0996
176824,119249,126,237136,158166,123,79,158,0,342,411,0,123,120,0,66,69,0,31,58,0,4.10252
284828,185374,121,81015,57354,117,7,83,0,21,107,0,1895,1543,26,97,79,0,-83,29,0,4.10545
295657,196311,141,143651,102668,140,-5,41,0,7,99,0,5630,4105,51,-61,56,0,23,58,0,4.1074
324867,224703,127,192857,150743,123,3,43,0,32,112,0,-39,80,0,-35,54,0,-25,55,0,4.10935
320177,187478,130,135092,102045,120,5,91,0,-99,76,0,3871,2733,46,-8,70,0,-68,60,0,4.10935
320900,218359,144,166134,122998,124,103,80,0,40,145,0,3781,2626,45,148,85,0,-50,73,0,4.11032
198813,151816,109,263502,198264,119,107,131,0,613,551,0,284,251,0,89,54,0,-28,50,0,4.1152
155573,133182,112,101446,81316,108,70,96,0,126,108,0,63,120,0,-58,36,0,11,62,0,4.12495
250877,169046,122,100286,76570,118,-35,95,0,74,113,0,2596,2235,35,4,57,0,-58,32,0,4.1269
282286,181426,132,152739,104185,121,-6,74,0,-54,96,0,5056,3893,48,-117,35,0,13,84,0,4.12885
521875,277972,141,183142,101633,138,54,87,0,120,181,0,5980,3459,62,191,127,0,63,63,0,4.12885
389924,213219,152,171741,116881,128,23,57,0,37,87,0,8023,5795,60,69,102,0,21,80,0,4.12983
196024,126696,122,106978,73652,118,32,106,0,22,66,0,3190,2282,40,-47,62,0,-77,27,0,4.13178
306645,206403,124,140891,92662,122,102,79,0,-5,64,0,4028,2982,44,199,112,0,78,73,0,4.13178
162715,127650,111,71010,60166,108,338,248,0,-71,112,0,-61,33,0,-35,71,0,-8,70,0,4.13373
305965,199045,129,132140,98337,118,240,128,0,43,68,0,2424,1830,35,12,39,0,118,71,0,4.13373
508184,289847,153,317629,193838,144,123,99,0,161,134,0,9521,6896,62,61,84,0,-37,58,0,4.1347
159991,109143,119,223048,161009,121,257,165,0,200,236,0,260,258,0,-5,59,0,-35,30,0,4.13568
326522,206880,129,118423,89519,118,27,56,0,-53,96,0,3737,2903,42,-70,45,0,-111,12,0,4.13568
232873,163376,135,188283,143556,118,69,52,0,202,132,0,3223,2653,38,-51,40,0,-49,50,0,4.13958
289108,186606,127,140829,94103,123,22,54,0,39,136,0,5537,4357,50,-105,66,0,127,123,0,4.1425
375791,244057,144,141681,92005,123,-98,37,0,30,76,0,5448,4214,50,-89,52,0,-82,42,0,4.14836
360238,248282,131,87408,68301,112,-19,95,0,55,105,0,4424,3270,46,-8,58,0,112,70,0,4.15031
342317,232058,127,131328,82959,120,63,65,0,-115,54,0,1728,1353,21,-154,52,0,46,47,0,4.15616
450937,264209,152,240390,150856,132,-5,80,0,169,156,0,5947,4246,55,-83,51,0,-61,62,0,4.16006
339085,200660,129,181763,141443,122,-77,93,0,-54,38,0,3204,2392,42,-22,80,0,74,68,0,4.16103
252335,189611,127,128656,106019,115,3,70,0,37,61,0,2184,1880,30,-51,76,0,37,46,0,4.16493
321588,207324,125,130748,84079,125,-69,41,0,92,128,0,1927,1269,24,-69,53,0,106,67,0,4.16493
277383,195920,121,136671,100136,118,7,41,0,4,85,0,2336,2003,31,38,50,0,71,58,0,4.17371
177397,141280,124,143044,115723,111,-7,56,0,128,168,0,239,195,0,12,70,0,65,40,0,4.17566
416673,296375,127,156996,117689,122,74,119,0,34,106,0,5287,3899,50,-132,52,0,58,60,0,4.17566
303213,220354,129,132377,99042,115,-33,66,0,10,157,0,775,556,0,-131,38,0,51,64,0,4.17566
545454,279655,155,224415,109011,143,-58,27,0,16,132,0,2263,1715,31,-79,61,0,-42,57,0,4.17664
314198,197233,130,139044,95334,124,-59,44,0,144,175,0,7411,5185,58,-166,71,0,56,62,0,4.17859
318859,211779,137,164588,116604,126,29,91,0,138,135,0,3194,2433,39,-4,102,0,-13,63,0,4.18346
202799,137157,119,160594,107773,121,88,86,0,7625,5768,72,188,89,0,142,88,0,107,127,0,4.18834
222434,153656,135,122513,93683,115,-10,64,0,-69,134,0,4595,3694,45,-8,44,0,-43,78,0,4.19029
235359,171041,131,84555,62544,111,-12,76,0,56,109,0,-133,21,0,95,86,0,-27,65,0,4.19224
315355,214687,141,126929,86751,141,1602,1072,11,113,166,0,54,89,0,16,68,0,2,59,0,4.19516
144335,97533,119,89610,64930,110,787,589,0,54,90,0,71,76,0,-32,54,0,-42,71,0,4.20492
275290,187741,119,110034,78459,118,32,65,0,-59,107,0,2901,2350,37,95,89,0,-6,32,0,4.20687
159540,125340,125,112056,95564,117,74,58,0,-26,129,0,2222,2140,29,-66,50,0,48,70,0,4.21857
159107,86531,119,91660,54813,119,-118,19,0,90,99,0,2473,1760,37,66,72,0,57,61,0,4.22247
258927,165506,130,289705,183613,132,111,113,0,516,426,0,575,339,0,9,58,0,24,73,0,4.22734
130709,113964,102,123174,103722,108,23,93,0,207,132,0,822,676,0,41,46,0,27,59,0,4.22832
349972,250363,122,151123,103467,120,-109,48,0,191,160,0,4414,3223,48,16,73,0,-89,23,0,4.22832
331440,216335,145,189409,119935,126,135,88,0,71,88,0,7336,5285,58,85,94,0,75,57,0,4.22929
328001,221932,127,103811,74050,120,39,52,0,131,144,0,2641,1917,35,-15,57,0,136,84,0,4.23027
288329,203491,124,138150,96673,120,-77,25,0,-26,114,0,3715,2720,44,86,82,0,34,57,0,4.23319
221527,172386,109,102265,81198,112,70,77,0,99,80,0,2642,2227,34,82,67,0,-94,27,0,4.23319
401811,260445,132,150061,92056,127,37,83,0,43,77,0,5311,3697,53,-69,41,0,-95,28,0,4.23515
326389,211614,142,181686,133547,123,33,52,0,80,84,0,3155,2450,40,-59,56,0,-61,47,0,4.23612
196591,157030,110,101224,83696,109,-41,74,0,-53,67,0,1278,1238,16,-102,51,0,-17,65,0,4.2371
228932,159643,127,119506,90830,124,127,71,0,-66,96,0,1485,1147,15,-8,63,0,55,59,0,4.24587
186496,142946,128,89488,68391,128,96,78,0,-16,110,0,1847,1381,21,-21,49,0,-82,58,0,4.24782
160610,131185,112,90815,72818,106,-87,17,0,150,239,0,149,83,0,89,98,0,-71,77,0,4.25075
325214,215143,143,171671,125647,122,52,63,0,28,85,0,1180,959,0,93,88,0,-55,48,0,4.25172
350118,216675,139,161615,99736,131,63,64,0,156,153,0,7398,4871,61,-19,69,0,-25,57,0,4.2527
155459,98989,114,177098,114850,121,18,83,0,6081,4870,68,9,81,0,92,119,0,148,156,0,4.25465
244339,164369,130,127933,91821,119,-55,49,0,141,132,0,2524,2025,34,20,64,0,15,83,0,4.26245
409228,228967,135,278377,180347,135,-9,52,0,99,98,0,6756,4618,58,28,63,0,-96,40,0,4.26342
306027,199155,130,164926,112739,123,-66,54,0,2,64,0,5073,3536,51,88,88,0,8,36,0,4.2722
412707,262128,138,195078,125637,131,56,133,0,236,163,0,5534,3852,55,45,98,0,-22,63,0,4.27318
338281,203038,140,239701,171844,130,34,57,0,211,158,0,5286,3749,52,-107,52,0,-145,51,0,4.27415
294875,201927,123,90639,62969,116,-11,85,0,165,182,0,2413,1772,33,102,84,0,80,83,0,4.28098
173697,143705,125,247033,186325,117,175,115,0,423,416,0,584,659,0,61,58,0,-24,86,0,4.28878
337360,228376,123,112727,73883,118,-125,41,0,50,85,0,6654,4831,55,-85,59,0,19,60,0,4.28975
170404,129426,109,80507,66080,108,-84,29,0,24,59,0,2932,2383,37,73,104,0,36,96,0,4.29073
454996,279391,148,185359,115783,130,82,60,0,68,108,0,6230,4473,55,-99,37,0,39,69,0,4.29073
169750,137771,107,154840,124886,114,-53,43,0,79,142,0,436,472,0,29,106,0,-24,69,0,4.29073
386259,201279,137,157400,89652,136,-94,17,0,209,126,0,5160,3292,58,-7,96,0,15,68,0,4.2917
247625,183364,134,88233,63540,115,694,521,0,-96,38,0,-17,56,0,136,104,0,-54,59,0,4.2917
205591,146829,111,80800,65454,121,9,48,0,-41,67,0,3011,2617,38,85,110,0,-68,24,0,4.29268
193509,149170,108,79773,63254,109,49,51,0,-97,53,0,1190,999,0,31,69,0,64,65,0,4.29561
385316,199047,135,173603,124822,130,154,114,0,146,109,0,4107,3131,45,-74,37,0,-36,63,0,4.29561
216861,107189,136,218414,120702,141,-17,63,0,412,349,0,373,312,0,76,65,0,-26,58,0,4.30146
196590,131085,130,121990,103844,112,111,80,0,10,78,0,4063,3404,43,-40,34,0,-122,35,0,4.30341
157564,129451,105,168147,133213,113,-6,80,0,33,104,0,306,364,0,68,59,0,-3,61,0,4.30536
408273,272490,146,156795,119003,126,96,74,0,-10,70,0,5395,3876,53,27,44,0,-106,19,0,4.30731
214069,163206,129,114391,91368,112,-75,62,0,-11,96,0,3585,3205,38,70,101,0,92,73,0,4.30731
156786,121283,120,138687,113712,111,147,89,0,412,318,0,169,144,0,-67,42,0,77,79,0,4.30926
265574,189662,121,68756,50775,115,4,48,0,61,125,0,794,623,0,89,58,0,104,67,0,4.31023
326928,198299,140,160442,109433,128,-62,27,0,49,122,0,7246,5121,57,-21,38,0,-26,41,0,4.31316
145806,121782,105,127783,103865,109,166,111,0,280,202,0,22,89,0,90,111,0,-64,37,0,4.31413
450261,259391,156,302050,169370,143,199,81,0,102,207,0,3005,2125,41,126,89,0,22,82,0,4.32096
271845,193069,118,90891,68621,114,-14,59,0,111,162,0,2827,2294,36,-30,95,0,25,71,0,4.32681
396128,242227,139,232500,140432,133,-48,53,0,67,108,0,5360,3673,52,-61,66,0,-15,48,0,4.33266
314418,215233,124,189092,128448,138,-106,43,0,5,149,0,8083,6123,56,13,79,0,64,57,0,4.33364
460791,265589,151,150147,97266,132,-8,73,0,84,139,0,3772,2569,47,184,67,0,-53,43,0,4.33461
245263,187110,113,77044,59019,110,-21,53,0,141,124,0,2929,2467,36,23,61,0,13,51,0,4.34339
323054,199574,127,292620,193206,130,180,72,0,79,131,0,10806,7707,64,-74,52,0,-1,50,0,4.34436
335874,198357,131,101010,74124,123,-154,50,0,13,79,0,2375,1545,37,24,53,0,-133,43,0,4.34631
249684,181453,115,71161,54117,114,22,93,0,1,72,0,3057,2636,37,-68,69,0,21,70,0,4.34729
233276,149063,127,118526,88131,121,29,64,0,-67,90,0,1360,1017,7,-66,60,0,25,94,0,4.35021
167685,119848,106,127311,95443,116,-18,73,0,20,60,0,2157,1872,30,-52,41,0,-123,42,0,4.35509
308008,198357,129,260277,191437,146,75,85,0,15,151,0,3165,2196,42,-174,40,0,-58,48,0,4.36679
175368,129397,116,114383,89388,112,-40,56,0,-20,104,0,2384,1958,32,-12,34,0,-10,79,0,4.36874
170238,131478,110,126896,90946,114,146,87,0,157,193,0,46,68,0,-132,39,0,55,113,0,4.37069
369186,193445,141,156380,114752,131,190,122,0,22,69,0,5624,2992,65,15,65,0,68,67,0,4.37264
138443,120445,106,119954,99750,108,29,78,0,140,189,0,100,118,0,44,65,0,-13,48,0,4.37459
424454,248214,130,179498,117164,130,197,94,0,-22,110,0,4718,3289,51,124,96,0,129,97,0,4.38045
291618,198207,129,121311,99266,117,19,81,0,9,81,0,2086,1734,30,72,62,0,-87,31,0,4.38045
198490,134389,118,134025,101044,113,6,62,0,205,201,0,2783,2015,38,-16,58,0,0,80,0,4.38142
337408,199464,153,113590,73903,135,-58,45,0,9,87,0,7646,5344,64,-34,74,0,-35,82,0,4.38142
345776,235419,129,165184,111888,124,79,103,0,27,65,0,4309,3269,46,77,61,0,-94,38,0,4.3824
257434,202272,116,114146,98024,112,20,85,0,120,106,0,2106,1798,29,151,80,0,-11,53,0,4.38435
349307,233039,130,127755,86992,121,100,68,0,11,120,0,5880,4364,52,28,53,0,7,30,0,4.38532
193784,158946,122,67632,58137,109,-58,82,0,59,81,0,1397,1288,16,-60,44,0,99,62,0,4.38825
316147,212962,128,134169,93253,122,61,79,0,-6,55,0,5589,4235,51,41,60,0,107,73,0,4.3902
292738,200827,125,129352,90421,119,104,66,0,-45,124,0,3219,2453,39,35,64,0,105,104,0,4.3902
254747,167280,123,71525,51106,118,66,101,0,41,140,0,1606,1160,15,-28,61,0,80,69,0,4.39215
362028,200162,131,122029,69555,128,78,77,0,210,171,0,1741,1361,23,-175,6,0,-86,58,0,4.39312
371639,195634,139,213460,139845,133,-3,51,0,-71,112,0,5893,4165,54,1,45,0,-179,46,0,4.3941
442320,247256,138,195039,142180,137,211,138,0,80,86,0,5154,3059,57,-60,42,0,-60,39,0,4.39507
403028,252684,129,196446,126749,126,-13,65,0,76,94,0,5727,4197,53,-50,56,0,-91,64,0,4.398
394229,252180,146,125809,86375,122,218,103,0,30,83,0,4624,3592,47,-35,119,0,28,49,0,4.39897
227044,140234,138,115088,89459,115,52,65,0,61,89,0,3009,2350,38,63,81,0,-7,74,0,4.4019
327432,221913,129,106218,76035,122,189,92,0,-2,183,0,2082,1783,30,26,66,0,-115,35,0,4.4058
172626,129729,129,169035,134259,110,-185,51,0,239,225,0,99,98,0,73,53,0,43,82,0,4.40872
169888,121484,116,220215,163768,121,88,80,0,250,227,0,384,256,0,-82,44,0,-90,14,0,4.41165
270245,175867,140,84216,60126,118,61,85,0,-29,87,0,2682,2105,35,142,109,0,30,90,0,4.41165
369396,249093,144,145962,102445,123,-5,101,0,85,81,0,3888,2866,45,124,70,0,28,55,0,4.41263
513223,297112,149,262563,177640,135,147,170,0,70,209,0,9118,6139,64,59,65,0,-26,48,0,4.41653
219846,169615,111,57418,44852,107,11,84,0,42,95,0,1328,1115,12,35,52,0,132,82,0,4.4253
133177,120103,105,122198,102111,105,-106,53,0,108,143,0,101,195,0,-25,56,0,-9,58,0,4.4253
409108,254317,153,289244,200866,135,126,91,0,130,122,0,7240,4947,58,-48,69,0,-8,37,0,4.42628
359369,233884,137,113008,67804,123,-28,56,0,-10,52,0,2233,1575,31,-81,48,0,46,51,0,4.4292
371081,249797,125,200749,151532,129,140,115,0,-19,75,0,4575,3202,49,30,70,0,92,56,0,4.43018
279204,182017,127,99717,71215,120,96,91,0,40,71,0,942,755,0,-113,27,0,52,90,0,4.43213
244755,188692,111,164293,120058,116,2580,1949,31,501,573,0,119,112,0,-123,63,0,72,64,0,4.44091
293496,209164,121,108491,78658,114,121,71,0,66,117,0,2916,2288,37,-115,30,0,-19,50,0,4.44968
212078,164135,111,57624,43890,107,10,61,0,-1,93,0,1139,850,0,-15,29,0,16,60,0,4.45456
357853,231769,129,181709,121117,126,63,90,0,53,156,0,6111,4219,56,-104,39,0,47,55,0,4.45456
268162,181156,133,157383,130270,117,74,47,0,8,111,0,3886,3107,44,-29,30,0,-21,98,0,4.45553
347688,203782,130,69356,52792,117,-134,36,0,-33,43,0,3635,2675,44,-27,59,0,-31,52,0,4.45553
332824,205921,128,126282,84582,122,22,75,0,33,130,0,5658,3763,55,-67,28,0,86,67,0,4.45846
310694,180500,155,100363,64722,152,-23,45,0,55,111,0,2675,1888,30,28,107,0,-5,89,0,4.46626
254349,191246,119,95195,69051,116,197,91,0,58,80,0,2871,2344,35,-45,80,0,113,61,0,4.47114
231943,169895,116,255789,194558,123,152,102,0,275,268,0,2788,2430,35,-35,80,0,93,111,0,4.47114
357005,205691,150,111851,84392,123,-68,73,0,-3,135,0,3025,2121,39,55,87,0,-111,21,0,4.47211
340614,202001,133,193562,130538,128,45,161,0,-20,69,0,8670,6172,60,72,89,0,-41,71,0,4.47406
139666,115804,106,122226,91064,108,58,76,0,40,61,0,278,210,0,7,63,0,29,76,0,4.47504
375294,215272,135,220844,131034,130,134,101,0,87,78,0,7031,5129,58,153,93,0,100,90,0,4.47601
298115,136209,143,208087,87918,140,113,118,0,148,103,0,2804,2013,37,18,62,0,87,54,0,4.48869
261355,175326,122,91526,69390,114,17,47,0,-5,71,0,2904,2313,36,4,45,0,52,49,0,4.49064
392734,252755,123,172712,132078,117,137,105,0,-100,37,0,3426,2511,43,-93,37,0,93,60,0,4.49259
334408,210337,130,286460,216834,124,240,190,0,242,229,0,3343,2535,40,51,64,0,44,58,0,4.49454
254531,178922,120,96508,74849,116,-193,41,0,-4,128,0,127,99,0,-36,50,0,95,74,0,4.50039
326323,193566,129,140850,103819,122,108,83,0,92,122,0,3189,2341,42,-35,86,0,-99,84,0,4.50234
242159,142208,141,184798,131567,126,102,88,0,-66,77,0,3433,2629,42,21,79,0,-14,82,0,4.50234
261419,178839,124,133589,101324,124,-9,53,0,50,82,0,3070,2364,39,22,61,0,90,84,0,4.50332
265530,183922,129,101988,79390,117,-52,39,0,-27,66,0,2156,1958,29,-157,27,0,48,56,0,4.50429
143801,110971,111,160418,117384,113,56,85,0,431,368,0,530,419,0,-17,35,0,-16,64,0,4.50624
203118,118738,118,116656,90291,119,96,71,0,368,276,0,488,395,0,-199,21,0,-44,75,0,4.50917
399361,263176,129,174606,119784,128,79,72,0,222,177,0,1544,1114,17,102,59,0,-80,27,0,4.51209
292551,204763,127,110086,74859,119,1,56,0,50,96,0,3466,2619,42,-19,45,0,-109,19,0,4.51404
221484,160000,134,104926,86869,116,4,83,0,76,109,0,1762,1494,24,-109,22,0,32,70,0,4.51502
405143,232159,154,238301,137795,132,29,67,0,300,156,0,7433,4964,61,-5,81,0,32,78,0,4.51599
147289,122696,106,93161,76343,108,61,100,0,394,410,0,-26,105,0,190,110,0,-21,47,0,4.51892
289277,174957,135,227332,153384,126,60,132,0,94,110,0,4032,3174,44,130,70,0,-115,26,0,4.52477
405648,208489,151,144204,100179,129,-29,41,0,105,186,0,2621,1689,39,-54,87,0,38,64,0,4.52867
292648,211646,121,114441,79548,119,31,66,0,-85,48,0,3262,2586,39,-73,47,0,-54,46,0,4.52964
224541,144234,122,142141,87517,119,-7,87,0,-4,59,0,1579,1143,19,10,63,0,-41,40,0,4.52964
356892,217052,145,208579,131537,127,-91,36,0,84,114,0,6315,4555,55,-28,70,0,25,56,0,4.53062
319650,216307,128,131032,85999,123,-64,38,0,-20,60,0,4679,3553,48,216,91,0,-18,76,0,4.5316
408310,262729,145,169186,116839,124,20,76,0,-14,43,0,329,319,0,-43,44,0,-53,31,0,4.5316
370332,239922,134,173501,117310,126,50,65,0,65,125,0,1211,1003,2,67,69,0,22,50,0,4.53452
194556,151294,111,71310,56813,110,-30,79,0,22,165,0,1593,1384,21,87,69,0,39,51,0,4.5355
216743,168032,114,70393,52023,111,83,85,0,61,112,0,3799,3109,42,-15,70,0,-84,36,0,4.53647
345918,220207,127,202366,134516,134,81,72,0,126,160,0,4484,3391,47,78,90,0,117,70,0,4.53842
159123,116156,128,111706,89620,110,42,86,0,-5,137,0,-53,30,0,29,69,0,26,76,0,4.5394
214477,151137,118,237429,165313,122,113,149,0,449,296,0,300,340,0,71,90,0,44,69,0,4.54427
323856,175668,129,188927,125840,125,32,51,0,94,81,0,5174,4399,46,-113,41,0,47,76,0,4.5472
