"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
251737,120545,161,247379,127708,158,44757,32409,131,616,505,0,-85,52,0,79,90,0,43,40,0,13.5402
248748,172628,119,88115,65718,115,1528,1132,14,82,103,0,29,71,0,29,40,0,11,76,0,13.5412
166415,142321,106,175610,149760,110,27,99,0,241,215,0,287,249,0,42,73,0,5,51,0,13.5412
167733,118531,115,104831,73164,116,1935,1336,23,-8,95,0,-72,51,0,-6,79,0,-106,60,0,13.5431
477583,246628,144,235524,115474,146,3212,1714,40,81,105,0,94,114,0,130,89,0,119,58,0,13.5431
138242,115207,123,127153,97191,111,-73,42,0,104,131,0,274,173,0,18,88,0,-63,73,0,13.5451
323084,208084,143,238869,171912,136,-23,93,0,123,187,0,2954,2202,36,23,75,0,2,64,0,13.546
141531,124572,121,93318,84320,106,180,148,0,203,212,0,57,88,0,-32,52,0,22,53,0,13.549
303646,184053,145,108082,80095,121,13,66,0,-27,137,0,143,126,0,-87,42,0,8,49,0,13.549
192834,142019,131,100369,75441,112,26,49,0,71,130,0,-37,44,0,14,57,0,-42,16,0,13.5519
205960,146220,119,183613,126702,121,27,89,0,-1,54,0,2255,1845,32,93,86,0,-9,39,0,13.5519
223432,173402,119,74171,57736,108,51,76,0,-82,68,0,2884,2455,36,-26,85,0,21,80,0,13.5519
391922,195265,142,370493,228166,138,36,87,0,366,344,0,4046,2712,47,34,107,0,33,95,0,13.5529
306779,168400,141,147095,90085,129,3652,1733,50,2,96,0,99,111,0,74,54,0,-92,31,0,13.5538
175686,131672,120,195217,151225,115,30,60,0,383,338,0,616,654,0,11,96,0,16,42,0,13.5538
333172,206298,131,283702,173148,141,24,90,0,129,81,0,5986,3985,57,72,60,0,-106,28,0,13.5587
203407,153418,117,161901,130097,116,-15,45,0,213,240,0,304,291,0,-73,49,0,36,74,0,13.5626
268364,175947,129,126898,87860,119,1797,1254,20,-110,34,0,61,67,0,74,60,0,-10,56,0,13.5636
268533,164254,125,188660,118292,127,62,80,0,-57,113,0,4433,2989,51,111,90,0,13,74,0,13.5636
301365,215737,128,95224,68301,119,-139,60,0,118,92,0,-20,73,0,259,104,0,73,84,0,13.5636
184219,119442,115,172705,122072,119,26,94,0,23,109,0,-56,79,0,-80,57,0,-89,47,0,13.5646
245257,177232,117,76549,55904,114,1641,1181,16,11,93,0,39,84,0,-43,58,0,28,108,0,13.5646
185218,143772,114,76992,63987,106,115,151,0,94,140,0,61,59,0,-16,56,0,-34,63,0,13.5646
204696,133335,126,296137,159858,131,162,81,0,349,344,0,445,347,0,-130,20,0,22,70,0,13.5675
209541,153527,120,156161,121943,117,45,58,0,-10,118,0,1541,1376,21,-34,41,0,55,79,0,13.5675
343086,221074,139,153679,108881,124,1378,948,0,50,104,0,75,84,0,-14,38,0,97,93,0,13.5733
190497,137779,132,89699,70002,112,1419,1121,12,-18,87,0,17,97,0,-8,46,0,7,58,0,13.5743
228751,157585,128,80650,60314,115,1262,925,0,40,83,0,2,69,0,16,70,0,-81,27,0,13.5763
187735,118567,120,166692,113066,122,68,82,0,80,69,0,-80,115,0,-14,36,0,-38,33,0,13.5772
347989,228337,143,103655,67245,121,-9,59,0,68,100,0,2457,1790,34,-109,52,0,96,78,0,13.5772
192193,133552,123,74990,56023,111,22,56,0,-131,42,0,-84,96,0,85,90,0,74,90,0,13.5811
329404,190571,135,98634,67092,127,1441,1009,5,-3,106,0,130,93,0,-85,52,0,-24,41,0,13.5821
206867,150566,129,68083,56812,108,10,72,0,-118,56,0,495,486,0,-8,49,0,112,104,0,13.5841
204844,133373,126,258109,169650,123,-47,42,0,10,66,0,-57,35,0,-112,34,0,20,88,0,13.587
297938,204947,128,119473,79183,125,-70,56,0,133,115,0,4492,3302,47,7,90,0,-12,43,0,13.5889
216293,145316,117,145150,103374,119,0,72,0,54,70,0,-127,51,0,10,56,0,-40,75,0,13.5889
270372,185532,125,203691,147967,124,117,63,0,26,86,0,-5,67,0,-32,60,0,-12,75,0,13.5909
363050,215577,149,154071,87815,131,3176,1810,42,-25,74,0,87,115,0,7,76,0,5,74,0,13.5909
225448,146542,121,129427,86385,120,1688,1207,19,33,90,0,-40,59,0,-105,62,0,174,74,0,13.5928
282888,200548,122,122962,87110,119,3177,2143,36,38,133,0,43,84,0,-83,44,0,20,54,0,13.5928
270636,198412,127,154198,115500,136,454,308,0,34,143,0,73,60,0,-28,61,0,-35,90,0,13.5938
446941,271994,128,259314,187746,132,217,112,0,98,108,0,6907,4903,56,94,79,0,91,73,0,13.5938
357118,180410,131,304093,221813,129,83,83,0,51,137,0,5039,3552,53,-24,58,0,-7,92,0,13.5948
277957,193574,121,115502,83591,116,-89,73,0,122,112,0,3117,2439,38,18,30,0,81,53,0,13.5958
301851,173995,147,137570,91871,127,2454,1603,31,-27,79,0,131,93,0,47,89,0,6,61,0,13.5958
406512,236570,131,156793,98917,128,2533,1698,32,24,109,0,99,101,0,62,68,0,-14,66,0,13.5977
195583,152363,116,92383,73222,109,1961,1465,25,-139,28,0,59,68,0,66,111,0,-32,54,0,13.5977
390899,218859,136,212991,141645,129,-50,77,0,-29,104,0,6360,4388,56,46,51,0,-46,32,0,13.5987
272579,183549,120,255280,191848,122,33,73,0,150,116,0,1553,1058,11,-21,42,0,-114,39,0,13.6016
285723,194746,121,96355,66824,117,1782,1221,17,25,87,0,-70,72,0,-17,69,0,112,65,0,13.6036
404543,248472,129,281606,181029,137,2657,1572,32,194,119,0,228,135,0,79,97,0,-32,55,0,13.6045
331548,180142,136,204593,160441,134,53,77,0,96,164,0,6440,4058,63,-3,47,0,170,105,0,13.6055
190834,115042,121,226016,150486,123,43,94,0,-47,65,0,-58,21,0,-12,67,0,-75,48,0,13.6055
238297,163055,120,121993,87634,118,172,102,0,75,102,0,1100,873,0,155,102,0,-79,32,0,13.6065
297920,198170,139,114121,74678,120,1995,1361,25,163,151,0,-29,67,0,-8,59,0,73,97,0,13.6075
314908,223893,134,89059,65727,120,1809,1289,19,-12,53,0,72,121,0,136,98,0,-96,18,0,13.6075
268815,206079,113,84276,63009,115,-11,78,0,-23,71,0,2101,1731,28,-42,54,0,28,45,0,13.6084
167202,107021,115,193524,123828,120,1560,934,0,-34,46,0,84,114,0,51,66,0,45,91,0,13.6084
449453,269637,150,245549,160186,147,76,75,0,157,191,0,11338,7270,71,77,93,0,-26,93,0,13.6084
369234,226155,147,281515,181348,130,162,84,0,150,185,0,1427,1077,15,-10,78,0,-78,44,0,13.6114
316464,209960,133,210465,140103,131,117,129,0,122,92,0,5680,4056,54,1,71,0,-66,49,0,13.6143
321968,206455,128,117391,75369,132,2785,1742,35,56,78,0,25,87,0,-106,23,0,-7,68,0,13.6153
142074,112318,115,167772,134746,109,185,109,0,136,144,0,207,200,0,-77,63,0,-28,45,0,13.6153
275059,186751,136,108928,75273,120,36,56,0,-23,62,0,2793,2128,38,95,125,0,-35,70,0,13.6172
334600,211129,130,198974,134723,128,3762,2351,43,206,145,0,81,121,0,-126,29,0,-60,43,0,13.6182
224528,144795,126,182961,126977,121,-10,19,0,-15,135,0,121,79,0,39,111,0,-1,32,0,13.6192
306640,192649,140,182449,124741,126,1531,1034,8,-1,147,0,-151,30,0,31,53,0,-87,52,0,13.6201
160734,133607,104,137619,115725,109,154,114,0,111,108,0,237,169,0,-90,42,0,63,106,0,13.6211
222911,170100,113,62126,49418,109,23,76,0,-65,32,0,2791,2301,36,12,46,0,79,52,0,13.6221
353884,218860,126,218682,133886,127,-13,37,0,101,240,0,8710,6381,61,-94,65,0,-21,76,0,13.6221
342418,184273,147,334092,140179,152,104,56,0,2080,1340,33,-25,39,0,71,73,0,216,138,0,13.624
315146,218666,123,100276,69102,119,1707,1160,15,-59,64,0,134,93,0,49,66,0,55,52,0,13.6279
377876,216183,137,202867,124013,131,3037,1844,39,-12,91,0,94,111,0,37,65,0,130,69,0,13.6318
156546,94634,118,193555,150567,116,88,129,0,173,265,0,408,279,0,-3,28,0,105,76,0,13.6328
359428,220478,130,182321,115402,128,87,64,0,30,151,0,4318,2995,50,-49,61,0,-98,40,0,13.6328
233662,156653,118,270686,174178,124,88,76,0,512,433,0,965,873,0,51,91,0,-123,38,0,13.6357
249664,185345,120,58274,44730,101,2260,1768,28,-41,107,0,17,69,0,10,38,0,-9,53,0,13.6367
174884,106876,117,163121,100898,118,-142,31,0,-7,59,0,-66,44,0,10,84,0,155,87,0,13.6367
375760,244127,138,206315,147402,128,-33,40,0,45,163,0,4313,3247,47,49,88,0,78,82,0,13.6406
330600,237602,118,131283,94605,120,2041,1372,24,-12,83,0,110,94,0,-21,63,0,-32,63,0,13.6426
167150,112354,114,129011,92343,114,217,215,0,67,86,0,17,76,0,-20,46,0,27,97,0,13.6474
305426,194948,140,258770,163771,131,2098,1224,23,66,100,0,110,81,0,-148,17,0,13,58,0,13.6484
326739,210401,141,156192,104288,124,150,105,0,82,88,0,3558,2531,44,17,59,0,-80,29,0,13.6504
274708,190630,119,107945,72273,119,355,323,0,-11,109,0,58,74,0,20,41,0,79,49,0,13.6513
321222,211138,129,99481,68270,120,2221,1468,28,37,130,0,17,55,0,201,87,0,-29,45,0,13.6513
355881,226980,130,141454,92826,123,1890,1216,20,-149,111,0,224,103,0,-54,35,0,-90,27,0,13.6513
326286,230306,129,122257,86225,120,-50,40,0,-87,158,0,4204,3218,46,28,63,0,-52,32,0,13.6523
201194,151856,110,92120,70419,110,-54,44,0,18,108,0,956,859,0,-24,71,0,54,78,0,13.6552
332395,243874,128,112839,97057,116,27,55,0,-103,62,0,3500,2837,40,14,92,0,-141,26,0,13.6582
208378,159356,128,75136,57555,111,176,139,0,30,63,0,56,46,0,-11,93,0,-53,70,0,13.6601
201289,147186,114,211559,166125,113,21,97,0,308,276,0,440,411,0,-53,44,0,15,43,0,13.6611
293422,171270,129,66300,39541,123,-48,64,0,50,96,0,1740,1226,25,22,65,0,-75,25,0,13.663
348780,228651,135,152574,105213,127,1857,1276,22,5,75,0,191,100,0,65,70,0,99,78,0,13.664
313790,233101,119,86426,63859,114,44,92,0,-68,40,0,2571,1994,33,-91,64,0,-14,52,0,13.664
163953,125112,107,138321,100627,114,91,93,0,253,347,0,422,481,0,-9,61,0,58,71,0,13.665
288162,211497,118,79894,58582,111,717,577,0,29,97,0,17,86,0,49,73,0,23,59,0,13.6669
322414,224732,136,140888,98176,127,20,61,0,40,81,0,6481,5160,51,-176,57,0,1,66,0,13.6679
323666,213562,121,108528,72600,123,1782,1153,17,-62,29,0,76,128,0,16,59,0,44,64,0,13.6679
329199,228663,126,214288,147676,126,23,80,0,68,97,0,62,49,0,27,84,0,13,77,0,13.6679
302365,203967,120,106225,77045,116,3373,2174,38,-13,92,0,53,52,0,-123,24,0,-24,37,0,13.6679
154039,123313,107,126085,106847,106,81,85,0,134,143,0,463,515,0,130,84,0,-164,1,0,13.6689
171701,121652,131,83746,66417,110,6,53,0,-50,64,0,81,84,0,118,137,0,-38,61,0,13.6689
163787,124583,126,86990,69481,109,-7,72,0,61,83,0,61,109,0,-88,30,0,-14,83,0,13.6689
243855,172854,128,292285,212201,123,73,136,0,444,364,0,2818,2453,34,-134,17,0,139,75,0,13.6699
317335,213612,127,96997,62868,120,-76,54,0,109,88,0,6561,4907,54,-52,37,0,67,58,0,13.6699
286001,137959,153,118649,56043,133,2117,1380,26,16,139,0,46,92,0,96,98,0,-22,42,0,13.6718
436486,241286,144,338413,204147,135,-47,90,0,263,193,0,9021,5903,63,-25,51,0,87,71,0,13.6718
306505,187209,132,129896,89538,125,1495,923,0,18,73,0,-2,58,0,115,78,0,38,56,0,13.6728
157614,110323,124,144531,101333,117,2924,1983,37,-25,100,0,-44,35,0,62,64,0,63,50,0,13.6738
351665,224448,131,177946,127666,128,-17,50,0,-18,131,0,3120,2262,41,-79,28,0,69,47,0,13.6748
163088,106580,115,133621,95052,118,-67,131,0,-70,67,0,26,78,0,107,106,0,-94,31,0,13.6757
274088,171262,122,220965,140425,127,15,83,0,128,118,0,126,112,0,-110,68,0,-106,29,0,13.6767
349109,224030,137,200248,136224,135,68,100,0,27,81,0,4116,3041,46,27,55,0,85,65,0,13.6767
329722,190230,133,170823,106393,128,3795,2299,43,20,81,0,194,147,0,53,64,0,69,61,0,13.6777
358907,222142,141,196122,120350,132,6561,4111,54,-131,32,0,57,106,0,-35,43,0,23,65,0,13.6787
276398,181542,133,98442,68219,121,1220,761,0,10,134,0,-11,70,0,-191,15,0,-54,88,0,13.6796
132562,119673,99,114415,101719,104,63,73,0,166,216,0,302,246,0,54,68,0,-8,70,0,13.6796
332639,198969,133,242450,180496,136,-41,91,0,-17,124,0,5417,3643,55,-70,76,0,3,53,0,13.6796
332214,224675,124,137651,91746,121,2098,1332,25,-51,72,0,59,98,0,-33,46,0,176,83,0,13.6806
180893,125041,133,195627,127678,133,2748,1701,36,-58,22,0,60,83,0,109,60,0,-33,52,0,13.6806
311963,234424,138,103080,72267,125,18,76,0,49,130,0,3417,2619,40,1,57,0,-55,44,0,13.6826
269048,180406,134,120759,87139,122,1525,1124,14,-75,125,0,-67,54,0,35,78,0,-177,16,0,13.6865
340301,211368,130,224822,176805,125,20,87,0,9,51,0,6007,4086,55,-52,45,0,-23,61,0,13.6874
322621,204307,125,100430,74013,120,-21,43,0,3,147,0,2405,1791,34,1,60,0,50,85,0,13.6894
251420,175388,117,168545,123337,118,-26,47,0,-82,64,0,28,91,0,-92,56,0,63,97,0,13.6904
237774,171794,122,71507,53639,112,1651,1181,17,102,93,0,13,74,0,10,43,0,135,88,0,13.6923
160749,108388,120,187318,121516,119,77,85,0,57,120,0,101,98,0,-88,24,0,26,68,0,13.6933
291109,192012,123,94346,66959,121,1178,831,0,-25,64,0,86,96,0,108,106,0,-79,57,0,13.6943
258281,184705,124,103613,81866,114,-32,53,0,47,123,0,1122,922,0,129,87,0,-44,60,0,13.6952
300372,188396,146,254948,144851,133,50,87,0,46,68,0,8161,5206,64,24,33,0,27,79,0,13.7001
357885,223265,126,180814,124207,123,76,125,0,123,153,0,3897,2930,45,-33,93,0,-38,43,0,13.7011
222433,157277,121,258574,230159,119,1352,960,0,1,44,0,132,116,0,-48,41,0,-26,64,0,13.7021
236830,160850,125,107068,84361,112,-82,39,0,55,73,0,2339,1934,34,-92,40,0,32,50,0,13.7021
269390,180657,138,102073,73464,117,2146,1453,26,3,71,0,7,75,0,-40,55,0,-154,19,0,13.703
201833,148218,118,109985,78184,117,41,81,0,57,120,0,2460,1977,34,-6,46,0,-86,16,0,13.704
295417,192444,139,266585,170176,126,1613,984,0,39,75,0,63,95,0,-46,61,0,141,96,0,13.704
286634,212760,118,113279,85662,115,53,115,0,141,154,0,4211,3482,43,3,60,0,-52,30,0,13.704
222084,170358,114,128331,96703,116,1377,967,0,-19,97,0,-8,58,0,23,38,0,36,53,0,13.704
216340,129396,127,80839,56698,117,1620,1025,8,-43,43,0,170,92,0,-128,21,0,-37,65,0,13.705
210121,130383,138,88234,60749,138,1830,1176,19,-41,51,0,15,67,0,15,50,0,7,63,0,13.705
385863,237548,130,291545,205107,130,1938,1252,22,77,147,0,46,87,0,-63,31,0,40,69,0,13.705
370083,248766,129,172448,110979,124,46,70,0,-17,90,0,7060,5213,56,-55,30,0,133,99,0,13.706
269762,173315,131,110354,75529,121,19,68,0,21,65,0,2711,2125,37,35,74,0,24,53,0,13.7079
379805,236185,147,179155,115556,131,158,119,0,73,83,0,1246,895,0,-37,45,0,94,65,0,13.7079
190686,136394,122,103017,74628,111,1292,961,0,-23,41,0,10,81,0,-33,64,0,-23,67,0,13.7089
347178,225716,133,89471,69184,122,-72,25,0,144,200,0,1043,708,0,48,85,0,12,55,0,13.7089
294332,205648,122,94908,72199,117,21,68,0,58,85,0,5197,4243,47,111,109,0,75,74,0,13.7099
234124,154583,138,188474,121236,127,2847,1681,35,84,111,0,3,140,0,34,38,0,63,83,0,13.7099
358842,233905,127,95888,60575,121,3425,2281,40,55,94,0,21,62,0,89,56,0,-93,27,0,13.7108
404005,258530,136,192859,124080,133,4300,2660,46,162,109,0,206,121,0,-57,73,0,111,52,0,13.7108
199171,137810,127,56783,41834,112,36,65,0,51,186,0,1090,810,0,89,106,0,-140,53,0,13.7128
362857,239931,124,164358,107864,128,49,98,0,54,77,0,7204,5300,56,-98,38,0,-85,44,0,13.7147
278372,183136,126,171797,110579,124,218,115,0,5530,4439,65,108,90,0,-15,64,0,107,124,0,13.7167
360027,222393,144,153684,105831,127,-44,62,0,83,118,0,5342,3896,51,-32,41,0,115,83,0,13.7206
241747,167416,128,93982,66534,116,1594,1260,19,-174,10,0,63,137,0,43,35,0,120,75,0,13.7216
173426,129970,112,225137,164808,122,126,107,0,410,425,0,124,202,0,32,79,0,15,79,0,13.7216
217457,169425,119,67264,52317,109,5,56,0,60,74,0,128,66,0,86,169,0,110,67,0,13.7225
360486,218334,135,200792,136014,128,76,68,0,143,142,0,80,95,0,-21,35,0,36,66,0,13.7225
235015,143531,125,165206,100701,127,2063,1374,25,32,34,0,76,119,0,34,38,0,-97,42,0,13.7225
197531,146975,119,248648,187196,120,62,164,0,378,401,0,589,534,0,39,66,0,16,44,0,13.7235
199143,144748,118,299125,218606,123,83,144,0,192,255,0,401,355,0,67,102,0,70,46,0,13.7255
182592,132239,111,90939,72313,111,444,351,0,43,82,0,43,148,0,-46,40,0,5,55,0,13.7274
506914,287612,152,272589,158462,136,136,141,0,281,155,0,4752,3078,52,16,35,0,91,66,0,13.7284
239634,175796,134,84269,64225,112,-3,53,0,-46,66,0,2549,2029,34,5,61,0,52,59,0,13.7294
300645,184624,132,159046,112382,125,10,70,0,20,83,0,4425,3256,47,-79,48,0,-32,61,0,13.7333
129214,108365,108,134382,116685,106,124,120,0,192,180,0,468,540,0,104,106,0,11,47,0,13.7342
222283,151526,127,128117,97855,117,6,69,0,-38,105,0,13,62,0,21,56,0,-67,19,0,13.7352
326602,180615,132,202339,137457,127,135,106,0,7,111,0,6261,4637,55,47,55,0,-3,65,0,13.7352
297772,223174,119,158306,127493,121,-104,62,0,46,105,0,3559,3005,39,131,78,0,94,66,0,13.7352
175264,86126,133,152322,89495,127,458,421,0,97,100,0,178,153,0,-10,53,0,-98,52,0,13.7362
438133,244935,142,333436,213933,134,3611,2181,42,15,168,0,49,71,0,25,33,0,3,53,0,13.7362
337856,188115,152,104222,70292,126,1986,1116,17,87,91,0,119,105,0,-64,37,0,89,57,0,13.7372
225696,146949,116,240318,175436,123,8,123,0,149,131,0,0,81,0,179,99,0,-54,51,0,13.7381
170108,128706,129,133164,101002,112,-5,41,0,112,160,0,216,209,0,0,62,0,-109,35,0,13.7381
375112,237818,142,163270,111544,125,50,71,0,-17,27,0,2029,1436,29,107,71,0,49,61,0,13.7391
275481,185919,127,89367,63274,118,1509,1089,11,78,122,0,-11,53,0,83,86,0,28,61,0,13.7391
286752,189032,127,133991,90014,123,1275,805,0,30,115,0,119,97,0,122,92,0,28,69,0,13.7411
194733,138839,112,139027,113977,117,-74,66,0,17,93,0,76,118,0,4,40,0,39,57,0,13.742
182259,140605,120,65830,51932,106,28,55,0,84,163,0,1800,1451,23,30,79,0,-39,68,0,13.744
245700,163599,122,140839,100651,121,124,97,0,-7,120,0,1887,1350,29,-93,63,0,-53,58,0,13.7479
351544,200427,137,145295,108466,124,-18,117,0,31,140,0,3260,2085,43,151,85,0,157,82,0,13.7518
311726,195098,139,174304,116378,124,1670,1126,16,-30,76,0,-61,76,0,-67,96,0,-67,53,0,13.7528
233309,170156,126,104143,76913,116,89,82,0,-24,42,0,2142,1817,30,65,89,0,86,77,0,13.7528
312779,207054,142,132839,92179,122,2605,1585,33,13,113,0,132,132,0,110,73,0,-20,74,0,13.7537
372794,231851,150,175516,119899,130,4098,2774,43,-13,82,0,19,115,0,109,72,0,43,64,0,13.7537
277610,188544,129,133496,91901,118,-9,38,0,88,81,0,2059,1601,29,99,81,0,57,44,0,13.7537
261775,190487,126,126327,104659,112,-41,60,0,-16,66,0,3842,3279,42,7,72,0,-10,68,0,13.7547
199732,137077,118,192059,143729,117,104,120,0,148,238,0,314,241,0,-10,30,0,-68,39,0,13.7557
238580,140681,134,283377,197947,124,20,46,0,458,371,0,290,212,0,59,69,0,-26,66,0,13.7557
412981,214197,143,190993,124169,130,-16,89,0,208,112,0,-17,57,0,-45,29,0,-29,51,0,13.7567
303493,202434,133,156263,121094,120,116,86,0,37,108,0,2998,2132,40,-25,48,0,20,60,0,13.7586
372387,216035,134,173442,109515,130,-44,49,0,10,89,0,6965,4831,58,-2,86,0,-74,21,0,13.7615
260075,149324,140,206360,145502,125,152,76,0,161,132,0,27,74,0,70,107,0,119,72,0,13.7635
153348,116724,117,94369,72835,111,23,69,0,-14,61,0,-26,41,0,-31,28,0,-12,42,0,13.7674
258318,180634,126,130899,91403,118,1984,1372,25,20,137,0,26,46,0,-10,56,0,46,46,0,13.7674
306083,193150,126,216780,133750,131,2773,1661,35,26,117,0,80,66,0,-40,43,0,65,89,0,13.7684
299823,172537,127,290667,210849,129,77,120,0,93,151,0,4209,3033,47,-6,49,0,-1,70,0,13.7684
137865,115123,101,120604,100594,106,-6,51,0,252,207,0,110,197,0,-66,33,0,1,52,0,13.7693
354172,224383,128,154561,108068,126,47,77,0,-61,95,0,4032,3097,45,-41,45,0,22,88,0,13.7693
272015,186074,123,97276,69037,120,2344,1613,28,-30,51,0,178,77,0,35,84,0,-124,35,0,13.7703
154549,124351,104,138110,118097,108,69,75,0,228,232,0,220,241,0,-43,31,0,44,86,0,13.7703
320330,205528,130,144747,95320,123,2770,1778,35,98,94,0,-6,53,0,-210,52,0,8,53,0,13.7723
346284,235888,124,185230,123945,125,-73,60,0,-57,48,0,5103,3692,51,-7,63,0,-36,31,0,13.7732
322019,203742,145,170607,109293,125,3126,1970,37,-56,148,0,23,75,0,3,75,0,-150,5,0,13.7742
278076,183989,127,131800,86934,121,2197,1444,26,-89,116,0,90,105,0,86,71,0,142,102,0,13.7752
245478,164391,135,266136,214400,137,113,79,0,308,271,0,1296,1138,12,-76,43,0,107,73,0,13.7781
185925,121493,134,134625,97202,116,111,70,0,102,139,0,29,88,0,51,71,0,-21,23,0,13.7791
134048,92250,128,144101,94758,115,-56,72,0,123,131,0,996,752,0,41,72,0,-93,34,0,13.781
240932,172179,120,77089,60288,115,-10,64,0,-50,90,0,1842,1532,25,-15,49,0,-68,23,0,13.782
204803,148272,123,128405,100691,114,40,56,0,203,138,0,124,98,0,131,72,0,4,63,0,13.783
153522,113293,110,105145,83145,110,132,57,0,5,64,0,94,61,0,-33,61,0,14,50,0,13.783
166836,117220,121,100850,75242,112,210,165,0,55,142,0,-44,74,0,-104,28,0,-19,58,0,13.7859
268222,159782,144,259405,153254,128,157,119,0,109,88,0,185,110,0,-43,65,0,22,66,0,13.7888
310874,180944,132,308433,171807,134,4758,2637,51,38,114,0,3,81,0,36,66,0,-96,33,0,13.7888
200324,161418,113,158000,130138,116,127,67,0,47,108,0,135,108,0,50,85,0,103,63,0,13.7908
179430,111827,125,207490,132148,123,2678,1781,33,45,105,0,62,70,0,84,105,0,48,88,0,13.7918
155479,122567,114,158848,118739,112,-2,113,0,302,252,0,332,316,0,-68,59,0,81,54,0,13.7937
408559,213908,155,196694,131059,137,122,91,0,29,78,0,7404,4421,65,-78,52,0,68,51,0,13.7947
186798,135860,131,184677,148943,117,140,118,0,2,77,0,2191,1632,31,56,51,0,-104,61,0,13.7966
219458,138635,140,213763,144497,123,64,86,0,62,90,0,10,74,0,-19,40,0,14,56,0,13.7986
427241,249375,139,278028,152981,137,1089,739,0,-29,110,0,89,93,0,57,47,0,-28,91,0,13.7996
311063,206299,138,159079,118066,125,18,65,0,67,88,0,1176,986,0,-4,56,0,-45,74,0,13.7996
257790,188985,133,184313,141044,120,47,104,0,45,86,0,1697,1256,21,43,47,0,-56,48,0,13.8005
390578,228671,137,227408,148441,130,1,80,0,27,96,0,7310,5101,58,-32,54,0,19,60,0,13.8005
270937,183127,121,131779,87952,124,-34,61,0,14,100,0,4674,3558,47,41,91,0,5,49,0,13.8083
233786,154008,121,56953,41069,115,816,555,0,-36,117,0,-29,67,0,-43,30,0,2,48,0,13.8113
185330,143289,112,152485,113014,113,51,83,0,149,203,0,735,555,0,31,92,0,15,63,0,13.8132
344813,236253,124,113494,77621,120,30,57,0,-36,133,0,3083,2433,40,-92,27,0,-15,47,0,13.8142
220927,159349,114,137919,95272,113,1409,1077,12,127,77,0,27,78,0,174,120,0,105,77,0,13.8142
181597,115756,119,229047,148524,123,-59,75,0,46,89,0,-106,68,0,36,54,0,54,73,0,13.8142
184833,143190,114,77836,63598,107,609,606,0,-19,49,0,44,55,0,144,64,0,-150,16,0,13.8161
454981,248019,155,188923,116876,138,1405,924,0,-5,61,0,-53,60,0,82,103,0,47,86,0,13.8171
284296,201045,117,168441,133011,120,170,121,0,204,132,0,4244,3534,44,32,58,0,23,72,0,13.8171
461433,308757,147,192983,154034,125,63,95,0,54,97,0,7660,6240,54,-30,59,0,-46,79,0,13.8191
279558,164640,131,94993,64320,118,1174,641,0,9,83,0,45,79,0,-55,51,0,0,60,0,13.8191
347656,211137,125,205418,134027,121,4213,2562,46,16,81,0,-221,68,0,-23,64,0,-68,73,0,13.8201
158605,126781,112,123987,107804,110,77,116,0,-17,71,0,5064,4478,44,92,66,0,28,70,0,13.824
259160,174228,120,76622,56276,114,1282,930,0,-122,26,0,-141,60,0,76,126,0,-31,37,0,13.824
193654,149422,114,57057,42463,105,619,484,0,-23,73,0,26,121,0,-44,63,0,-46,39,0,13.8249
282358,186602,131,146763,112648,122,6,114,0,67,89,0,3634,2650,44,122,96,0,-39,52,0,13.8249
313584,206505,126,233522,174016,125,3447,2204,42,110,94,0,-8,102,0,47,60,0,-56,57,0,13.8269
143113,110400,106,146792,114137,108,301,213,0,673,532,0,126,167,0,45,59,0,-3,45,0,13.8269
148658,112760,108,163228,121916,112,108,101,0,201,169,0,375,255,0,42,83,0,-61,44,0,13.8288
343051,222459,126,287950,194971,123,2306,1473,29,-73,33,0,-8,50,0,90,84,0,100,71,0,13.8318
427521,276583,126,277362,198583,125,91,82,0,5,77,0,6308,4294,57,60,59,0,59,100,0,13.8318
192236,107136,140,99572,66077,120,1062,751,0,-29,100,0,-2,34,0,-19,43,0,-116,10,0,13.8318
268960,181634,122,113293,81893,117,3893,2703,43,60,57,0,-72,55,0,21,99,0,-104,35,0,13.8318
251062,178708,122,100654,77760,112,-68,29,0,-70,66,0,66,62,0,3,37,0,-13,69,0,13.8327
268912,202372,117,69873,52964,114,665,453,0,84,136,0,45,66,0,-90,46,0,-12,57,0,13.8327
353758,221501,135,238994,159517,129,13,55,0,151,113,0,6500,4698,55,11,55,0,-68,23,0,13.8327
280851,187977,139,130054,93265,120,-117,39,0,95,160,0,3785,2873,44,75,88,0,-118,22,0,13.8337
318293,212979,143,169665,111712,125,4289,2799,45,-11,134,0,-93,47,0,-48,59,0,-32,34,0,13.8396
202961,119832,132,117550,76798,129,1251,713,0,18,94,0,26,94,0,119,80,0,1,44,0,13.8405
179206,125860,118,83408,61332,110,1230,891,0,12,99,0,49,68,0,-61,40,0,59,77,0,13.8415
218262,154636,121,66724,51255,111,2188,1540,27,55,81,0,117,93,0,-40,67,0,0,46,0,13.8425
186883,125924,134,47067,36888,108,366,345,0,69,118,0,-4,69,0,-53,35,0,4,112,0,13.8454
362562,236760,137,151724,96629,125,30,58,0,43,90,0,5450,3962,51,-38,65,0,29,53,0,13.8464
