"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
51172.1,36549,91756.7,28465.1,23169,80516.5,80.64,73.08,-11.76,67.89,3902.4,35.99,0.402864
55339.9,42119,86107.4,17700.5,14431,80383.8,57.96,40.32,34.86,61.38,2142,69.03,0.405048
53091.5,36751,94675.1,15142.7,12268,80892.6,33.6,38.22,-31.08,46.5,26.1,56.05,0.40614
44079,28271,102181,22128.1,16482,87986.2,77.28,36.12,23.52,137.64,7095.6,74.93,0.40614
80528.7,47255,111682,41926.9,18283,150288,111.72,101.64,46.2,93.93,5058,107.38,0.407231
68359.9,43284,103503,14506,10420,91234.4,52.08,34.86,3.36,133.92,6168.6,42.48,0.407231
90316.1,48707,121522,17438.4,11627,98292.2,116.76,47.46,-8.82,191.58,10305.9,111.51,0.407231
127054,71477,116494,63210,32029,129337,169.68,139.86,103.74,179.49,5760,160.48,0.408323
78510.6,43605,117997,35583.2,24069,96887.4,89.88,77.28,-34.86,102.3,5184,87.32,0.408323
49209.3,29452,109500,18654.7,12305,99354.4,73.08,39.48,9.66,132.99,3347.1,66.67,0.409415
57698.9,42152,89707.6,22768.2,17025,87643.9,68.88,27.72,26.88,93,3651.3,21.83,0.409415
50527.4,33874,97755.3,15639.1,11994,85453.2,78.96,42.42,36.12,53.01,3918.6,47.2,0.409415
61806.5,41136,98467.3,22880.8,17740,84527.3,84,33.18,38.22,107.88,7873.2,105.02,0.41269
45265.5,27032,109741,20492.6,14748,91063.6,22.68,21.42,17.64,78.12,3984.3,43.66,0.41269
38178,26090,95900.1,20790.8,15834,86052.1,58.8,41.58,29.4,50.22,3187.8,44.25,0.413782
73715.6,47833,100998,18340.6,12660,94942.1,84,17.64,43.26,144.15,7493.4,34.81,0.413782
50979.6,35465,94205.5,17414,13517,84430.5,52.92,16.38,70.56,72.54,3660.3,47.2,0.414874
46064.9,33423,90324.3,16710.1,13138,83354.7,60.48,30.24,-41.16,64.17,2956.5,40.12,0.414874
36911,24965,96895.6,22677.5,15461,96125.2,100.8,23.52,97.44,84.63,4126.5,42.48,0.414874
67845.4,49659,89537,21496.4,16235,86774.9,42.84,10.92,70.56,83.7,4969.8,43.66,0.415966
65970.8,32581,132699,45272.6,22417,132354,144.48,74.34,25.62,144.15,10773.9,101.48,0.415966
90550.6,52285,113500,15536.6,11040,92229.1,32.76,9.24,25.62,155.31,5733.9,28.91,0.417057
55167,38046,95027.7,13004,10499,81172.8,5.04,15.96,52.92,56.73,2371.5,36.58,0.417057
73411.1,47956,100323,16870.6,13344,82855.9,53.76,18.9,33.6,78.12,6206.4,10.62,0.418149
47714.8,34642,90267.2,18622.8,15182,80388.9,58.8,12.18,83.16,81.84,4336.2,77.88,0.419241
83666.8,55556,98696.6,23247,17860,85303.2,63.84,44.52,22.68,83.7,1094.4,30.09,0.420333
71423.1,37625,124406,44709.8,19268,152071,48.72,105,31.08,130.2,4027.5,105.61,0.420333
47507.6,29360,106044,22158.4,16264,89287.4,5.88,44.94,43.26,113.46,3167.1,40.71,0.421424
77438.2,53452,94944.8,19681.2,15681,82254.1,57.96,51.66,-5.46,106.95,4833,50.15,0.421424
73119.9,36400,131648,49484.4,22736,142638,157.92,86.52,36.96,261.33,13544.1,212.99,0.421424
41346.2,29228,92707.8,14401,10997,85821.7,32.76,14.28,-23.1,81.84,1813.5,42.48,0.421424
97029.8,63558,100049,33214.4,24197,89959.1,96.6,76.86,31.08,127.41,5556.6,78.47,0.422516
68287.8,46072,97137.3,28857.4,22476,84142.9,59.64,44.94,-9.24,92.07,6460.2,74.34,0.422516
68917.8,40548,111389,36091.4,23896,98982.6,130.2,53.76,75.18,166.47,11004.3,94.99,0.423608
