"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","(Event #%5) - 0.5 + (Event #/(7059 + 1))","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
155392,118537,126,88564,66824,116,811,533,0,1.98612,254,261,0,70,55,0,202,119,0,861,666,0,8.05565
158426,111228,121,153562,113017,113,236,189,0,2.98626,132,165,0,173,107,0,105,95,0,540,429,0,8.05565
473787,254268,145,278156,157199,139,1075,602,0,1.98683,623,411,0,90,65,0,362,246,0,2968,1682,38,8.07126
300482,172658,137,259326,155412,127,1759,1309,17,-0.0127479,575,505,0,-35,66,0,394,313,0,2848,1704,35,8.0775
323906,228392,140,127928,86345,140,920,467,0,-0.0120397,258,243,0,-51,37,0,198,166,0,1124,788,0,8.08582
289309,199354,119,113931,77114,119,1638,1032,9,0.988102,369,324,0,65,80,0,267,223,0,2108,1401,25,8.08998
158020,114135,125,167306,109057,123,389,247,0,3.98853,157,216,0,-2,101,0,185,172,0,1544,900,0,8.0931
283169,215571,126,130250,94633,116,1162,775,0,2.98909,445,353,0,15,72,0,75,128,0,1905,1402,24,8.11079
394475,236812,145,148915,89213,129,1090,572,0,-0.0106232,552,454,0,36,94,0,427,262,0,3217,1811,42,8.11079
395524,250722,134,189973,117693,133,605,389,0,1.98966,539,392,0,28,64,0,345,185,0,2022,1276,25,8.11391
294758,192916,126,88085,58916,124,1286,692,0,0.990227,258,175,0,87,95,0,69,117,0,1041,689,0,8.13263
251227,185272,118,104048,69864,122,1338,699,0,-0.0092068,407,284,0,-76,49,0,307,178,0,1648,980,0,8.13783
249302,183442,126,118106,91259,112,134,112,0,1.99108,130,173,0,-12,63,0,-24,67,0,440,329,0,8.13991
126650,84412,126,149118,100121,115,897,462,0,2.99122,198,147,0,38,95,0,99,72,0,925,551,0,8.13991
434953,252028,151,182379,104968,134,763,467,0,-0.00849858,552,405,0,113,102,0,245,185,0,2822,1582,39,8.14199
410150,268950,147,197087,127784,125,1245,712,0,0.992351,545,409,0,35,65,0,223,197,0,2167,1345,26,8.16384
599771,320984,160,323793,164008,148,2494,1174,24,3.99348,1086,739,0,58,167,0,676,342,0,4916,2513,58,8.19193
471366,251305,137,183736,98627,135,1059,501,0,-0.00637394,921,635,0,80,75,0,465,318,0,4248,2346,50,8.19193
306554,205207,128,146703,91935,130,679,374,0,3.9949,464,321,0,21,70,0,185,115,0,1463,946,0,8.22625
138052,100940,111,195553,120930,114,1713,1122,11,-0.00424929,584,380,0,74,106,0,401,271,0,2757,1564,38,8.23666
321079,217682,127,155994,105747,124,934,530,0,-0.00354108,361,302,0,37,90,0,238,174,0,1704,1161,18,8.24186
331963,235136,123,208782,128374,123,9874,5736,64,0.996601,1124,940,0,120,188,0,618,400,0,4889,3219,49,8.24186
345198,228764,130,172043,108387,131,849,441,0,3.99703,541,462,0,37,83,0,267,190,0,2340,1433,30,8.25538
392541,252199,145,169285,107163,131,1017,477,0,2.99759,448,426,0,37,62,0,389,201,0,2115,1363,25,8.2637
301422,209220,122,115485,73996,124,1122,612,0,0.998017,373,457,0,36,71,0,196,152,0,1956,1271,23,8.27619
268349,163936,132,150672,93933,127,1130,717,0,3.99986,358,199,0,-37,75,0,154,113,0,1702,996,0,8.30011
431717,241291,154,514907,305404,147,2519,1162,34,0,1100,927,0,20,81,0,707,426,0,4339,2564,49,8.30219
446957,225284,147,331336,183427,142,179,107,0,4.00127,272,215,0,-32,69,0,119,102,0,898,517,0,8.33236
275143,166783,140,221500,114236,137,842,545,0,2.00382,633,434,0,102,90,0,329,163,0,1810,1363,21,8.37501
175821,116973,134,108591,80436,115,647,413,0,2.00453,64,160,0,28,76,0,52,118,0,709,426,0,8.39373
399055,272122,126,207680,126787,128,1108,638,0,1.0051,359,210,0,24,82,0,268,134,0,1799,975,0,8.4031
345714,242230,130,101083,76203,119,2125,1295,26,2.00524,990,869,0,27,129,0,783,555,0,5556,3841,49,8.4083
214196,163086,114,60799,45561,117,613,398,0,3.00538,32,66,0,102,111,0,48,78,0,749,610,0,8.4083
193826,148195,111,46845,36859,95,593,427,0,2.00595,-77,50,0,137,106,0,133,67,0,475,382,0,8.41662
310351,200580,142,352204,213528,137,4248,2465,48,0.00637394,983,828,0,-47,51,0,601,406,0,4466,2896,47,8.41974
448971,258101,131,264917,165135,131,1690,878,0,4.00694,609,494,0,108,103,0,452,211,0,2435,1448,29,8.42806
248365,153540,126,120803,88319,119,231,176,0,1.00722,234,185,0,27,72,0,146,88,0,629,476,0,8.43118
418288,257924,137,180762,96414,132,1002,586,0,3.00822,406,457,0,12,80,0,240,131,0,2061,1214,19,8.43742
361649,233877,147,272966,130463,147,483,214,0,2.00878,529,286,0,67,76,0,341,137,0,1505,669,0,8.45095
445639,250067,149,394471,232072,145,3025,1762,36,0.0092068,1115,878,0,152,122,0,595,400,0,4864,3081,51,8.45615
331807,232697,127,126736,85478,122,1139,553,0,1.00935,404,315,0,-88,34,0,256,194,0,1742,1204,17,8.45719
277742,199251,115,106074,72991,120,1932,1107,19,3.00963,203,197,0,19,65,0,199,151,0,1475,954,0,8.46239
307173,227117,123,105490,71353,119,907,559,0,4.00977,239,213,0,13,57,0,21,101,0,1268,810,0,8.46239
411171,260493,126,252774,142898,135,1332,738,0,4.01048,727,575,0,-59,24,0,238,198,0,2645,1647,36,8.48007
422206,282904,133,225694,161303,130,1656,876,0,0.0106232,795,658,0,-54,38,0,309,246,0,2966,1883,38,8.48423
350648,229500,134,224989,150802,132,1689,915,0,1.01076,739,613,0,107,90,0,399,283,0,2732,2030,32,8.48423
258151,180981,123,92583,62428,119,1128,653,0,4.0119,271,269,0,-57,39,0,205,141,0,1174,770,0,8.5144
484217,271850,139,214987,118829,134,3330,1799,42,1.01218,903,668,0,38,69,0,687,360,0,4578,2683,51,8.5144
148828,119724,112,119039,95800,112,265,181,0,2.01232,395,226,0,74,92,0,68,69,0,868,661,0,8.51648
180696,133735,117,135310,101282,119,518,383,0,3.01246,283,270,0,53,116,0,253,175,0,1425,886,0,8.51648
354218,224712,135,246945,167805,134,1805,1055,12,4.01261,1113,801,0,-27,103,0,705,457,0,4677,2898,48,8.52064
313234,204082,127,130394,82161,124,1621,838,0,1.0136,275,231,0,103,73,0,275,176,0,1865,1207,19,8.53417
315737,189668,139,85196,56721,124,239,201,0,0.0141643,404,370,0,73,125,0,297,183,0,1749,1291,20,8.56017
262195,170081,126,109424,75220,117,645,426,0,1.01431,174,203,0,-89,66,0,117,89,0,897,570,0,8.56017
250706,179591,118,170447,125322,117,3694,2320,44,3.01459,264,243,0,51,65,0,296,132,0,1534,963,0,8.56329
360642,223981,132,255797,167083,126,861,473,0,0.0148725,554,576,0,61,92,0,346,216,0,2331,1632,27,8.57161
247600,146103,133,204285,121154,130,3936,2868,40,3.0153,691,633,0,228,100,0,355,232,0,2605,1980,30,8.57682
343153,228833,125,401510,227705,130,1228,619,0,2.01586,701,514,0,346,188,0,257,204,0,1856,1159,19,8.5893
180499,137787,128,77896,66083,109,642,418,0,0.016289,251,211,0,-21,105,0,145,160,0,1673,1383,19,8.59866
390916,250519,147,116816,76222,123,326,226,0,4.01686,416,302,0,-189,53,0,291,147,0,1459,1096,11,8.61218
347351,223539,138,131003,88556,122,1355,741,0,1.01714,345,429,0,96,106,0,284,231,0,2130,1472,26,8.62363
283374,196284,119,108404,74641,120,836,497,0,1.01785,183,244,0,-80,84,0,151,140,0,1049,821,0,8.64027
312586,225815,131,107222,84912,114,111,93,0,0.0184136,36,99,0,-68,22,0,-38,93,0,336,333,0,8.64963
392253,197350,135,167762,75937,137,82,154,0,1.01856,351,331,0,-3,48,0,247,139,0,1532,987,0,8.65067
415999,265189,129,225659,135469,137,3395,1741,46,4.01898,979,884,0,157,83,0,641,358,0,4649,2813,50,8.66108
354022,232171,136,151946,92117,130,1667,947,0,2.01941,445,332,0,133,108,0,180,161,0,1603,1016,6,8.66836
294254,190129,122,132211,75841,121,1204,535,0,0.0212465,317,304,0,143,90,0,173,126,0,1605,997,0,8.69956
284851,203993,115,111004,80969,116,2179,1405,26,0.0219547,512,395,0,135,82,0,341,286,0,2420,1685,30,8.70477
226151,132883,123,136390,78140,101,649,535,0,4.02323,245,233,0,-50,31,0,49,72,0,1003,759,0,8.73077
322352,236605,121,125522,85760,122,1330,866,0,2.02436,394,402,0,38,136,0,212,154,0,2119,1415,26,8.76198
378718,239080,136,160853,103042,134,1889,1033,7,4.02465,391,346,0,61,95,0,374,156,0,1979,1214,20,8.76302
284437,230649,116,103815,89259,113,595,390,0,0.0247875,228,226,0,50,82,0,132,122,0,746,635,0,8.76406
331106,217575,140,173600,89546,132,761,413,0,4.02535,345,264,0,106,105,0,206,174,0,1869,898,0,8.76822
510528,268076,160,284587,145275,146,933,555,0,0.026204,681,529,0,-46,77,0,628,321,0,3402,1722,47,8.79943
465863,256243,166,303466,102323,166,2085,886,0,4.02677,824,444,0,-119,20,0,591,280,0,3693,1637,49,8.81399
346386,216481,147,178114,108598,128,1158,607,0,4.02748,403,300,0,-3,113,0,306,225,0,2106,1062,17,8.82856
286832,198681,139,103790,71888,118,528,301,0,1.02776,99,199,0,40,96,0,219,99,0,809,619,0,8.8296
279906,189822,124,119013,79000,122,502,307,0,2.02861,188,184,0,33,62,0,141,83,0,808,511,0,8.83896
567906,297721,162,343998,131001,163,5233,2304,62,3.02875,1450,795,0,116,110,0,735,286,0,5295,2491,62,8.84104
303373,220503,128,133588,90500,116,1435,971,0,0.0290368,420,401,0,-12,71,0,208,214,0,2118,1331,26,8.84208
202413,141024,133,229460,148485,133,618,268,0,1.02918,373,257,0,56,69,0,341,108,0,1669,997,0,8.84208
298720,208176,120,119327,80031,121,654,336,0,2.02932,347,302,0,87,95,0,183,153,0,1469,942,0,8.84312
125202,106343,102,144257,103458,113,300,235,0,0.029745,285,251,0,35,58,0,129,104,0,1302,845,0,8.8504
347505,245106,142,247581,161575,139,1044,653,0,2.03003,543,429,0,-121,23,0,170,169,0,1909,1218,21,8.85144
237742,177183,122,87705,59507,116,91,161,0,0.0304533,58,188,0,30,81,0,-33,89,0,613,414,0,8.85976
339326,201648,129,281628,158777,133,2186,1011,9,1.03059,778,625,0,187,90,0,560,280,0,3627,2206,44,8.86496
366790,183572,155,158918,92917,130,855,599,0,2.03074,197,197,0,-51,84,0,246,87,0,653,365,0,8.86808
215150,143366,129,58063,46142,109,200,131,0,3.03088,108,117,0,11,67,0,40,64,0,534,405,0,8.86912
463090,228217,157,230131,135619,142,11503,6468,74,2.03144,1246,1000,1,72,68,0,693,357,0,5405,2760,57,8.88161
150330,121225,114,94157,79763,106,531,307,0,4.03173,105,144,0,120,94,0,100,85,0,721,525,0,8.88785
659333,339943,147,506988,218927,150,4019,1750,55,4.03244,1529,915,0,202,111,0,1013,469,0,6598,3069,66,8.89721
133157,88304,119,116570,64474,118,774,413,0,0.0325779,151,199,0,-4,58,0,56,93,0,1010,481,0,8.89721
248550,183606,126,114041,82528,115,988,605,0,1.03272,367,416,0,-14,64,0,149,139,0,1065,792,0,8.89929
198659,103639,129,143568,79259,123,-61,102,0,2.03286,127,127,0,-111,45,0,-21,67,0,231,107,0,8.89929
166519,132663,110,92995,79111,107,221,133,0,0.0332861,165,134,0,-47,44,0,52,89,0,339,358,0,8.90657
327262,229926,124,173805,108973,126,1495,834,0,4.03385,622,521,0,-2,53,0,290,203,0,2242,1371,31,8.91698
383593,230653,135,183745,108357,128,831,441,0,1.03414,606,403,0,12,82,0,297,187,0,1993,1096,23,8.9253
368369,227502,128,110604,68375,126,1159,961,0,2.03428,567,434,0,49,102,0,221,200,0,2062,1251,22,8.92634
138634,100450,110,115306,84011,110,1074,642,0,1.03484,275,251,0,18,58,0,172,173,0,1306,815,0,8.93674
443039,285688,152,179840,120178,133,2584,1441,30,4.03527,828,770,0,89,95,0,625,421,0,4438,3106,45,8.94194
409731,250396,125,209275,130711,130,5311,2789,56,0.0354108,529,463,0,4,108,0,360,205,0,3043,1793,39,8.94506
516452,291172,158,311238,165574,141,2293,997,0,3.03584,1183,833,0,96,69,0,791,447,0,5560,3006,58,8.95546
499614,284980,160,358539,213086,142,3294,2316,33,4.03598,849,539,0,31,85,0,402,262,0,3329,1889,42,8.95546
362756,216730,143,257352,160687,133,1697,908,0,0.036119,819,610,0,58,106,0,540,350,0,3995,2560,45,8.95963
426018,249483,142,257437,160786,135,2654,1578,35,2.0364,910,771,0,40,87,0,611,411,0,4189,2805,45,8.96587
320825,205890,142,172752,104302,129,1468,641,0,1.03697,532,439,0,12,62,0,367,239,0,3075,1660,42,8.96795
377331,267617,122,232193,171042,125,190,133,0,2.03711,176,114,0,161,104,0,-20,65,0,760,604,0,8.96795
345983,223333,129,151181,95673,129,202,181,0,1.03768,221,228,0,-70,115,0,230,142,0,1016,514,0,8.98875
199454,161566,107,85838,77534,96,396,319,0,0.0382436,28,81,0,-34,81,0,32,81,0,355,302,0,9.0002
572387,310478,159,277232,145172,148,59,88,0,2.03853,555,374,0,62,87,0,147,84,0,1233,658,0,9.00228
510132,245838,152,232148,100958,151,3354,1705,41,4.03881,800,594,0,107,98,0,593,333,0,4246,2524,49,9.0054
274107,206386,124,323869,238230,120,161,102,0,0.0389518,201,184,0,-56,30,0,173,83,0,347,201,0,9.0054
374538,243257,136,136350,80967,135,1032,531,0,2.03924,528,495,0,81,62,0,380,179,0,2215,1333,28,9.01892
521687,261332,152,260572,119761,144,2036,957,0,1.0398,592,445,0,50,77,0,295,230,0,2384,1266,30,9.02828
364804,236029,134,197458,130021,128,3593,1835,46,3.04009,985,854,0,-11,91,0,594,328,0,4852,2739,53,9.03036
275649,187810,139,109649,73048,121,1518,961,0,4.04023,421,367,0,-81,45,0,214,149,0,1983,1396,25,9.0314
477067,288398,130,460333,313682,137,4612,1992,58,0.0424929,1053,920,0,111,96,0,758,398,0,4662,2656,53,9.08029
284871,180060,120,129401,72747,124,971,457,0,3.04292,492,321,0,-27,58,0,367,221,0,2018,1245,22,9.08966
409488,260650,129,155982,90397,128,1886,996,0,0.0432011,745,502,0,99,103,0,554,338,0,3345,1921,44,9.09694
179643,142396,108,81232,64747,106,181,172,0,2.04348,610,554,0,32,61,0,90,56,0,78,105,0,9.1011
430253,253921,131,259015,157294,133,1730,714,0,4.04377,621,518,0,95,145,0,280,210,0,2296,1308,26,9.10526
203071,141507,131,89651,66188,120,1222,935,0,2.04419,288,225,0,34,74,0,202,203,0,1304,796,0,9.10942
140219,111842,113,134196,95624,113,279,144,0,4.04448,135,158,0,9,68,0,103,92,0,401,317,0,9.11254
249513,156831,123,84650,55507,116,716,347,0,4.04518,282,154,0,42,70,0,164,80,0,1259,719,0,9.11982
398103,264069,131,165891,101749,127,1233,606,0,0.0453258,513,415,0,117,100,0,301,229,0,2866,1741,37,9.12398
304858,210287,117,140459,94355,118,707,376,0,4.04589,260,225,0,43,67,0,165,126,0,1461,960,0,9.14375
293244,182621,120,151374,87774,121,686,428,0,0.046034,686,535,0,20,73,0,303,211,0,2192,1399,29,9.14375
326635,223827,137,143589,98715,129,2139,1090,19,4.04731,483,381,0,16,50,0,401,275,0,2095,1319,23,9.16143
378207,230515,140,246389,119864,134,2301,1226,25,2.04773,903,628,0,5,78,0,447,240,0,3792,1999,49,9.16975
150348,112637,110,198669,159976,112,577,374,0,3.04788,560,614,0,84,139,0,146,89,0,219,260,0,9.17184
175380,138703,114,63613,52575,109,68,116,0,4.04802,171,162,0,-48,29,0,0,128,0,568,418,0,9.17184
470102,265790,141,206759,126729,136,5193,2326,61,2.04844,1206,862,0,20,118,0,703,360,0,5644,3128,59,9.176
376608,227747,130,117722,76330,131,2321,1314,28,4.04873,571,441,0,157,110,0,394,251,0,3323,2019,41,9.176
401015,272630,128,179104,111129,125,6345,3132,60,2.04915,781,559,0,201,133,0,454,285,0,3034,1779,41,9.18952
680507,358311,175,517083,218592,160,4236,2003,56,1.04972,1321,812,0,161,90,0,706,375,0,5684,2579,63,9.19576
364160,245956,144,184843,111116,144,1306,721,0,3.05,447,242,0,16,86,0,323,165,0,1886,1069,14,9.19576
175341,127853,122,58687,46489,107,-17,59,0,1.05113,-6,99,0,-109,65,0,186,106,0,179,212,0,9.22281
331965,203066,132,291709,200518,128,151,127,0,2.05127,227,245,0,44,93,0,141,92,0,1060,725,0,9.22801
242034,164228,119,198039,97462,117,1859,1108,15,0.0516997,533,459,0,18,65,0,292,216,0,2866,1524,40,9.23113
402437,233505,154,178754,93420,135,1753,947,0,1.05255,542,305,0,9,71,0,516,249,0,2757,1625,35,9.23841
210500,166739,111,86915,71832,106,1835,1317,20,3.05354,213,223,0,-18,61,0,-12,74,0,740,694,0,9.24777
356521,220006,131,123852,83419,121,625,354,0,4.05368,509,405,0,59,94,0,212,203,0,1952,1257,20,9.24881
164624,105829,118,268352,160382,122,726,381,0,4.0551,430,275,0,100,100,0,314,230,0,1951,1106,15,9.28418
308161,207695,127,221038,162110,119,295,224,0,0.0552408,617,604,0,231,133,0,439,273,0,2626,1990,33,9.28522
310826,196346,141,212462,135012,123,2686,1648,33,1.05538,723,579,0,96,82,0,316,231,0,2950,2037,36,9.28938
245810,171589,122,182003,150453,112,5695,4965,42,3.05567,881,865,0,-27,76,0,620,406,0,4936,3890,44,9.29667
286611,197340,139,122010,83834,121,773,472,0,2.05694,281,299,0,-39,64,0,191,164,0,1257,884,0,9.32891
394724,207349,153,241450,128043,151,2712,1253,35,2.05765,642,517,0,-26,53,0,407,221,0,3454,1748,43,9.34556
209742,138150,128,104301,72248,135,174,86,0,4.05793,224,180,0,-144,18,0,128,119,0,975,711,0,9.35804
217080,139254,118,96256,75243,121,4006,2618,43,3.0585,445,376,0,-31,106,0,254,158,0,1623,1073,10,9.37364
327631,216192,139,158581,107159,127,412,266,0,1.05892,188,181,0,17,96,0,152,108,0,1311,795,0,9.39445
382782,220971,151,352234,231039,136,704,385,0,4.06006,1016,1045,8,-47,136,0,793,579,0,5486,4546,44,9.41421
347663,216766,144,337460,198773,129,1424,713,0,0.0601983,867,604,0,-57,92,0,598,317,0,3916,2038,51,9.41525
282144,187296,130,123791,83187,120,1526,858,0,0.0609065,286,293,0,100,70,0,304,161,0,2086,1339,26,9.41733
160883,110633,128,116309,79174,126,1537,1029,7,1.06105,609,595,0,135,136,0,268,221,0,2416,1936,29,9.41733
395067,201847,140,239874,131539,136,1379,786,0,2.06119,356,310,0,-10,68,0,263,139,0,2330,1086,16,9.41733
237495,168871,124,189578,144225,118,103,70,0,3.06204,274,266,0,-9,83,0,200,168,0,1517,1127,14,9.42357
184497,116000,138,192101,104191,137,469,294,0,4.06218,299,244,0,92,96,0,273,218,0,1998,1000,2,9.42461
158130,134659,110,116466,97259,106,921,788,0,0.0623229,349,346,0,-50,56,0,271,189,0,1712,1580,22,9.4267
272104,189061,124,117305,80705,120,1056,611,0,1.06388,364,208,0,8,89,0,223,110,0,1379,960,0,9.4527
359394,236187,135,182718,113103,125,779,554,0,3.06416,434,342,0,77,72,0,275,185,0,1811,1166,18,9.45478
390577,262129,130,237929,150218,131,1328,843,0,0.0644476,556,483,0,-80,67,0,124,157,0,2383,1463,28,9.45894
168358,91657,127,177215,95117,125,285,161,0,1.06459,133,206,0,-24,71,0,159,75,0,445,331,0,9.47039
232357,161638,126,81182,57556,112,1995,1246,22,0.0651558,288,307,0,-46,47,0,179,118,0,1531,1122,14,9.48079
256677,171838,122,107136,71650,117,486,266,0,1.0653,179,240,0,-51,86,0,167,114,0,1372,935,0,9.48183
153476,90753,122,274125,186088,122,182,138,0,3.06558,735,652,0,38,46,0,509,244,0,2585,1973,31,9.48703
121872,82095,117,135846,86166,116,2073,1126,22,1.06742,287,187,0,-78,65,0,185,107,0,1217,686,0,9.53384
623634,391662,152,381721,245958,137,740,458,0,4.06926,669,474,0,181,162,0,511,235,0,2459,1588,32,9.55985
203292,156274,119,99130,76546,114,1518,1182,16,1.06955,372,287,0,-41,88,0,368,228,0,1517,1172,17,9.56089
319349,209222,123,207010,130870,128,1623,883,0,3.06983,600,509,0,35,112,0,228,169,0,3016,1750,41,9.56193
352020,158582,146,230933,93808,152,2559,1002,4,4.06997,834,407,0,-10,63,0,484,209,0,3383,1449,44,9.56921
383099,218473,134,298680,176816,139,709,473,0,2.0711,614,464,0,19,66,0,334,209,0,2748,1561,36,9.58377
217887,172027,111,52806,42196,108,363,234,0,0.072238,148,121,0,44,66,0,85,125,0,711,585,0,9.60666
341515,217768,125,138713,90732,122,1586,886,0,4.0728,485,378,0,93,88,0,399,202,0,2492,1507,34,9.61394
280460,183675,132,98558,60197,119,1151,700,0,1.0738,362,322,0,-41,74,0,243,151,0,1875,1215,19,9.6337
188834,128572,118,109880,76915,116,895,484,0,2.07465,387,390,0,101,107,0,393,192,0,1612,1142,16,9.65451
218180,153836,123,84301,59263,113,1374,925,0,2.07535,320,325,0,-24,90,0,328,205,0,1776,1367,22,9.66803
194935,161756,105,66296,58241,72,132,135,0,1.07592,139,90,0,14,63,0,192,131,0,495,452,0,9.67531
272143,195609,133,105216,78582,119,3212,2129,38,2.07606,429,387,0,32,87,0,355,222,0,2382,1697,30,9.67635
368953,220011,130,202567,124368,127,3314,1727,50,1.07663,612,447,0,-23,75,0,358,227,0,2646,1638,34,9.68468
537319,292760,143,275958,162209,137,9118,4829,69,3.07691,920,757,0,44,70,0,639,364,0,4535,2378,54,9.68676
170971,121261,108,84512,63394,110,940,558,0,4.07705,133,260,0,15,69,0,29,140,0,1294,926,0,9.68676
588292,303788,155,524317,318389,152,2104,997,0,3.07762,602,517,0,13,58,0,569,296,0,2956,1549,36,9.69716
297446,181003,130,281305,181495,128,2109,1131,23,0.0779037,1607,1364,30,55,115,0,1040,625,0,7533,4721,58,9.7034
224411,160189,134,189357,139026,116,343,279,0,1.07875,654,471,0,132,136,0,354,222,0,2166,1577,26,9.72837
168325,108288,133,127436,87418,115,520,263,0,1.07946,245,187,0,-47,27,0,85,81,0,725,488,0,9.74293
235324,169889,125,72819,52738,113,526,249,0,2.0796,219,230,0,33,78,0,271,140,0,1706,1221,18,9.74501
319798,172333,129,253489,171422,123,1358,741,0,0.0800283,673,588,0,67,85,0,236,165,0,2047,1346,24,9.74605
434488,234041,143,300631,177706,135,2161,1186,18,2.08031,508,460,0,91,113,0,403,275,0,2883,1829,34,9.74917
341391,228417,123,138328,92798,122,1102,710,0,2.08173,327,345,0,69,92,0,93,54,0,1451,935,0,9.7783
558903,272826,142,448281,243651,146,11247,5384,76,3.08187,1122,782,0,-11,89,0,705,387,0,5270,2751,60,9.7783
191030,146267,122,142761,116538,111,186,159,0,3.08258,476,445,0,133,223,0,97,117,0,1233,1131,12,9.79598
226638,176430,114,102801,71075,116,1192,640,0,2.08314,120,202,0,29,61,0,287,139,0,1152,823,0,9.81263
198745,137016,115,191977,144744,122,4823,3161,46,3.08329,1085,937,0,101,103,0,573,471,0,4246,3335,41,9.81991
267101,183827,118,106740,81205,111,758,485,0,3.0847,355,283,0,81,73,0,263,193,0,1070,778,0,9.84279
139846,80638,122,147173,88337,128,211,90,0,0.0849858,431,251,0,62,105,0,191,108,0,1269,816,0,9.84487
262577,204054,114,61524,47140,108,2774,1916,35,3.08541,313,252,0,-25,36,0,200,101,0,1389,873,0,9.8584
382122,223048,131,296241,201238,133,590,319,0,0.0864023,367,328,0,-10,45,0,167,129,0,1479,938,0,9.87296
312764,217986,140,115488,75012,124,953,575,0,1.08654,474,347,0,22,64,0,128,171,0,1918,1233,22,9.87296
455105,237560,144,213029,108420,139,3413,1997,39,2.08739,781,599,0,166,99,0,355,235,0,3011,1711,40,9.89272
167033,110883,132,166490,110158,118,1597,962,0,4.08768,435,439,0,0,81,0,304,202,0,2311,1358,27,9.90625
359386,238916,130,187671,123720,124,1294,958,0,0.0878187,506,397,0,12,104,0,456,251,0,2245,1439,27,9.90729
167627,100761,122,194675,120653,124,954,642,0,0.0885269,286,345,0,193,107,0,271,186,0,1959,1194,20,9.91353
162487,124343,127,271670,221581,112,410,374,0,3.08895,626,557,0,251,216,0,129,80,0,358,313,0,9.92081
189924,163094,111,73396,61573,103,-2,62,0,4.08909,13,87,0,58,100,0,31,53,0,147,121,0,9.92185
190608,149809,110,59643,49141,106,273,215,0,2.09093,194,204,0,-23,66,0,111,76,0,618,520,0,9.9385
602547,314751,143,381816,213470,144,3671,1754,46,2.09164,1094,859,0,132,96,0,632,434,0,4413,2802,48,9.9541
278343,191185,115,144013,111690,117,102,85,0,4.09193,181,140,0,-2,70,0,79,86,0,406,354,0,9.9541
390904,243545,131,233530,146767,130,3640,1900,46,0.092068,1003,754,0,115,104,0,615,426,0,4799,2934,50,9.96242
148180,120330,116,162562,131676,112,670,539,0,3.09249,337,334,0,83,108,0,134,125,0,1088,850,0,9.96658
385655,255900,129,207103,141682,127,1533,1008,3,1.09292,280,323,0,-68,65,0,212,164,0,1884,1229,20,9.97178
208716,165481,112,53281,39996,110,397,211,0,1.09363,69,104,0,1,68,0,4,59,0,580,514,0,9.98219
290782,191929,135,111179,81114,115,2421,1470,32,0.0941926,331,361,0,58,41,0,159,215,0,2024,1406,27,9.99259
395788,243104,134,147476,94794,125,2013,1088,21,0.0949008,739,620,0,-27,85,0,559,292,0,3577,2472,41,10.0113
250752,180717,129,96941,64828,116,412,397,0,2.09518,268,217,0,69,85,0,77,193,0,1064,861,0,10.0144
424344,248264,140,227113,140742,134,1251,843,0,4.09547,762,728,0,-26,86,0,346,255,0,3522,2407,40,10.0238
284604,192751,125,175268,130468,119,1060,659,0,3.09603,398,383,0,96,139,0,251,199,0,1709,1264,19,10.0311
404689,222974,156,134744,75951,152,1760,714,0,4.09618,679,496,0,208,92,0,446,239,0,2923,1621,35,10.0342
301555,223803,114,157951,111020,119,1129,712,0,1.09646,654,575,0,-30,45,0,235,239,0,2572,1792,33,10.0384
425600,228496,136,288707,149516,133,216,191,0,1.09717,634,396,0,133,209,0,280,220,0,2479,1300,34,10.0519
319870,214866,131,109053,78539,105,789,628,0,3.09745,350,262,0,100,64,0,225,158,0,1519,1053,10,10.055
355197,227478,136,277700,195899,123,3758,2471,41,0.0977337,1135,899,0,237,162,0,553,316,0,3272,2288,38,10.0571
315541,221033,124,112664,73167,125,1174,808,0,4.0983,320,268,0,1,81,0,313,137,0,1167,719,0,10.0633
461578,224432,137,194411,111941,135,1192,790,0,0.0984419,683,589,0,81,76,0,336,229,0,2703,1658,33,10.0633
149169,119865,105,241813,191332,112,542,435,0,1.09858,434,375,0,234,251,0,107,115,0,667,512,0,10.0633
161924,50478,164,298646,78817,164,331,120,0,0.0991501,290,176,0,284,133,0,-18,45,0,98,81,0,10.0758
454201,241795,137,182541,106697,132,119,173,0,0.0998584,521,399,0,48,70,0,292,212,0,2047,1476,24,10.0904
152823,68079,157,242424,77043,157,774,245,0,3.10028,550,231,0,8,77,0,197,106,0,1696,516,0,10.1049
288990,199395,124,108771,71837,115,495,379,0,4.10042,238,262,0,-110,38,0,132,112,0,1384,932,0,10.106
372225,236112,133,186784,117961,128,1370,894,0,1.10071,527,443,0,178,74,0,281,241,0,2255,1483,28,10.1112
266691,181766,123,131252,86039,121,985,681,0,3.10099,203,244,0,14,36,0,124,141,0,836,651,0,10.1133
415126,285872,124,195353,135976,124,961,534,0,4.10113,662,551,0,-114,27,0,192,186,0,2022,1448,24,10.1133
309009,228854,117,104534,71109,114,394,350,0,0.101275,119,281,0,4,56,0,118,99,0,1068,773,0,10.1153
301095,163133,127,96854,56113,124,190,172,0,3.1017,246,265,0,147,118,0,223,107,0,1262,821,0,10.1237
