"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","(Event #%5) - 0.5 + (Event #/(7059 + 1))","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
236652,185399,116,199487,153377,122,1575,1018,7,0.720397,206,253,0,-59,74,0,72,113,0,1184,824,0,3.69495
293326,219340,128,114593,87941,118,541,307,0,3.72082,193,223,0,122,86,0,113,132,0,639,472,0,3.70431
319505,222646,126,113845,77105,121,730,425,0,1.72125,529,365,0,-52,61,0,163,118,0,1653,1126,14,3.70743
222812,160478,116,95968,64741,115,1756,846,0,2.72139,280,257,0,22,45,0,246,127,0,1661,1036,8,3.70847
171109,122425,131,92904,59441,115,78,100,0,0.721813,174,198,0,-48,37,0,180,94,0,1043,712,0,3.71159
231843,152781,139,221393,136287,132,5271,2766,56,2.7221,819,614,0,14,85,0,565,301,0,4240,2480,48,3.71263
557368,298920,157,231653,129045,145,4311,2275,51,3.72224,711,674,0,204,84,0,535,270,0,3617,2140,45,3.71887
492861,298136,140,242638,135858,135,3544,1748,47,0.722521,888,844,0,73,75,0,602,322,0,4388,2569,50,3.72512
417635,241074,152,204708,110202,135,3061,1348,41,3.72295,872,636,0,127,95,0,655,345,0,4810,2501,55,3.7272
146013,100361,118,122428,83887,114,453,317,0,2.72351,254,259,0,-7,58,0,82,55,0,1112,649,0,3.75008
287795,197640,122,89914,63567,113,1027,640,0,-0.276204,253,318,0,-199,5,0,304,192,0,1894,1278,21,3.75424
382247,242944,138,172953,107423,129,1277,738,0,0.723938,459,404,0,-25,65,0,327,120,0,1590,1104,15,3.75528
151567,122207,105,115344,95330,110,260,132,0,1.72408,47,148,0,-95,26,0,55,87,0,449,287,0,3.7584
380945,242752,147,153270,99964,127,952,544,0,3.72436,426,417,0,-88,78,0,263,203,0,2045,1230,20,3.76673
276163,186924,130,132097,88117,121,1707,903,0,1.72479,351,260,0,15,43,0,209,154,0,1852,1182,20,3.76881
261970,183030,119,110981,78207,116,1089,762,0,0.725354,165,236,0,142,108,0,82,116,0,1121,830,0,3.78129
232160,172410,120,210038,162195,119,1155,683,0,3.72578,938,808,0,52,99,0,413,401,0,3815,2817,40,3.78337
434620,277116,135,146072,91804,126,1118,643,0,0.726062,490,440,0,-62,44,0,326,219,0,2328,1582,29,3.78441
516608,262870,181,390593,172125,169,4476,2214,49,1.7262,1471,959,0,23,77,0,755,429,0,5982,2901,58,3.78649
267183,152947,136,101219,64475,123,266,153,0,3.72649,403,306,0,35,85,0,289,217,0,1851,1181,17,3.79481
278986,170572,141,224387,145103,127,1310,734,0,3.7272,515,412,0,-23,46,0,387,221,0,2225,1346,28,3.81042
186876,124517,118,244741,169656,117,1988,1389,23,2.72776,1052,881,0,150,107,0,502,336,0,3430,2473,38,3.83538
194586,162860,106,161369,136622,110,587,491,0,3.7279,672,619,0,97,138,0,163,129,0,1088,904,0,3.83746
315057,193915,128,142341,103045,123,1377,695,0,-0.271955,540,431,0,89,139,0,267,147,0,1176,874,0,3.83954
402382,238900,145,176865,103859,134,1881,1129,13,1.72833,670,490,0,93,108,0,351,224,0,2541,1585,31,3.84162
383312,166206,154,168982,75176,145,772,463,0,2.72847,361,251,0,165,102,0,245,166,0,2290,1333,24,3.84266
285671,203980,127,88958,62401,117,823,537,0,3.72861,351,382,0,-15,93,0,277,221,0,2129,1395,26,3.84266
280517,189021,125,117380,79935,122,2137,1303,23,0.728895,489,410,0,52,71,0,241,248,0,2531,1650,34,3.84578
293374,181092,142,158901,104471,125,2312,1192,25,2.72918,639,563,0,0,69,0,341,299,0,3078,2074,38,3.85203
253582,190001,115,110494,75977,115,581,354,0,3.72932,475,335,0,33,87,0,242,157,0,1535,1000,1,3.85307
313498,221856,121,179667,120955,121,639,405,0,1.72975,510,456,0,132,78,0,226,208,0,2310,1640,31,3.87075
128480,98350,121,150549,105263,116,-22,68,0,2.72989,41,90,0,55,96,0,42,71,0,254,114,0,3.87179
138354,97892,111,115714,83060,111,241,139,0,3.73003,265,215,0,1,82,0,-18,40,0,541,435,0,3.87179
136449,102995,118,196269,129756,119,691,375,0,1.73045,313,270,0,-22,47,0,172,117,0,1081,643,0,3.87595
274327,187462,122,105851,70117,126,777,508,0,2.73059,280,224,0,-12,87,0,187,139,0,1398,897,0,3.87595
175995,137758,110,55927,46388,109,231,161,0,3.73074,79,109,0,-1,113,0,11,49,0,466,435,0,3.87803
274559,194190,124,100958,70578,119,915,656,0,-0.268414,406,373,0,-144,54,0,251,171,0,1462,1049,9,3.89051
155763,128705,111,138477,112852,110,34,162,0,2.73201,197,198,0,33,69,0,17,63,0,214,219,0,3.89364
263098,179458,116,112340,81188,117,400,220,0,0.732436,94,191,0,120,113,0,18,103,0,605,493,0,3.89988
268465,183362,122,152571,106816,119,958,488,0,1.73258,543,576,0,18,86,0,333,332,0,2879,2014,35,3.90092
135505,113406,118,191975,137353,111,257,134,0,2.73272,354,391,0,16,68,0,261,165,0,1393,886,0,3.90508
435706,211089,137,189604,98648,137,997,601,0,2.73343,411,299,0,48,66,0,248,131,0,1778,871,0,3.92692
348760,190133,129,115008,76565,120,697,344,0,1.73399,554,353,0,70,120,0,273,179,0,1803,1253,23,3.929
392644,226262,150,190268,115904,132,2163,1142,18,2.73414,776,725,0,-84,40,0,401,238,0,3842,2343,44,3.93108
196661,141106,129,44210,35687,88,3,55,0,1.7347,131,111,0,-49,129,0,39,56,0,775,627,0,3.93941
241875,163178,120,69178,47036,113,103,86,0,2.73484,169,187,0,94,88,0,10,78,0,761,631,0,3.94149
304271,213377,119,143504,88585,139,1139,433,0,0.735269,395,300,0,16,52,0,269,141,0,1707,842,0,3.94981
358938,225651,133,137821,88802,127,728,467,0,1.73541,171,202,0,-22,78,0,294,178,0,1331,800,0,3.95397
219025,177067,112,55838,45290,110,201,99,0,2.73626,50,90,0,8,80,0,60,91,0,284,187,0,3.96541
534410,323030,133,195616,131444,128,5082,2707,56,1.73683,1017,840,0,94,114,0,737,421,0,4568,2767,51,3.97165
232148,160869,126,60239,45385,110,179,160,0,-0.262748,136,166,0,-147,54,0,225,91,0,744,547,0,3.9883
498628,261066,151,315760,177423,140,6720,4020,58,1.73754,1516,1250,28,80,67,0,916,613,0,6933,4629,55,3.98934
331387,231123,131,173828,119817,124,1723,1026,6,1.73824,407,372,0,182,83,0,171,128,0,1605,1151,16,3.99454
393533,276282,140,266072,164084,130,1712,964,0,3.73924,867,722,0,2,45,0,394,333,0,4021,2569,45,4.01742
377030,210739,141,245429,133812,141,1951,928,0,-0.260623,646,481,0,35,113,0,344,292,0,3348,1961,42,4.01846
441760,258424,140,188487,104438,132,1472,750,0,0.739518,540,526,0,204,97,0,296,274,0,2652,1537,37,4.02263
236378,154590,128,163855,108983,126,486,389,0,3.73994,417,355,0,62,87,0,225,145,0,1595,1190,17,4.02679
687733,347366,162,420529,205046,166,2075,913,0,-0.259207,639,443,0,69,56,0,239,166,0,2567,1294,32,4.04551
329150,185332,134,225637,142193,129,562,379,0,3.74136,453,438,0,-80,52,0,165,152,0,1847,1196,19,4.05487
383004,254600,148,266024,165591,148,2429,1089,14,-0.258499,642,417,0,-65,92,0,428,218,0,3113,1727,31,4.05591
570673,325025,147,334520,185393,139,1336,652,0,1.74178,584,400,0,7,86,0,309,171,0,2498,1390,29,4.05799
128023,107924,104,142303,119625,108,128,83,0,-0.25779,306,299,0,93,97,0,7,52,0,901,723,0,4.05903
493085,234455,163,218062,88278,161,1865,673,0,2.74334,601,445,0,130,99,0,294,205,0,2962,1619,33,4.08192
318790,198081,125,170469,110966,125,1522,905,0,3.74419,658,424,0,18,72,0,367,228,0,2521,1609,33,4.0996
329287,219201,135,150654,103627,119,700,497,0,-0.255666,168,197,0,-22,56,0,202,139,0,1252,926,0,4.0996
516882,264502,152,260751,128761,142,721,405,0,1.74462,484,339,0,-44,75,0,242,158,0,1670,1009,7,4.10272
203270,166169,120,69202,59084,106,1141,655,0,2.74547,174,195,0,-41,33,0,131,105,0,880,717,0,4.12145
286353,196752,119,106462,71992,123,533,374,0,1.74603,319,323,0,84,65,0,222,150,0,1573,1089,14,4.12873
185675,100107,160,269046,139675,152,940,417,0,-0.253541,1111,851,0,-72,55,0,517,317,0,4234,2912,41,4.13497
377021,241647,135,180086,115547,126,1001,544,0,1.74674,458,406,0,25,71,0,324,199,0,2141,1450,27,4.14017
206994,140800,132,317055,163136,142,854,401,0,2.74688,625,483,0,-30,69,0,306,227,0,2391,1552,26,4.14017
282453,202753,124,109146,73470,120,620,435,0,3.74703,287,276,0,-63,75,0,216,136,0,1507,965,0,4.14433
395634,248241,135,168864,95002,138,1941,1049,11,0.747309,599,498,0,83,75,0,287,190,0,2330,1369,31,4.14745
180058,148753,108,161581,112531,120,586,501,0,1.74745,454,462,0,-73,44,0,135,100,0,937,603,0,4.15058
323569,191217,128,93554,60514,120,521,348,0,2.74759,208,193,0,-78,30,0,109,121,0,1027,697,0,4.15058
358402,242310,127,152494,88311,126,1916,924,0,1.74816,287,231,0,116,76,0,251,182,0,2183,1302,26,4.16306
343898,243722,134,132241,79432,130,2221,1226,24,2.7483,517,405,0,89,108,0,346,235,0,2522,1503,33,4.1641
255441,187107,114,191974,147279,113,5563,3370,50,2.74901,308,310,0,26,66,0,266,202,0,1752,1171,18,4.1797
363350,243876,133,173380,105458,128,1648,874,0,3.74915,492,414,0,-41,76,0,351,256,0,2679,1656,35,4.18282
373594,234892,124,177822,120489,125,2210,1160,26,-0.250708,849,770,0,120,91,0,344,282,0,3302,2225,39,4.1849
455375,269251,137,168250,93653,133,913,430,0,0.749433,516,469,0,-88,32,0,385,203,0,2884,1552,41,4.19219
261686,174879,123,102009,70663,121,3099,1649,42,1.74958,491,414,0,27,76,0,196,228,0,2616,1592,34,4.19531
512270,258873,165,437393,187744,165,3066,869,0,-0.25,1462,891,0,155,133,0,710,249,0,6114,2263,60,4.20259
244630,183419,114,113221,87294,113,2579,1739,33,0.750142,523,428,0,-80,40,0,376,257,0,2882,2093,36,4.20363
324351,235903,139,196598,154458,122,1989,1222,21,1.75028,826,815,0,59,79,0,486,424,0,3701,2923,39,4.20363
414957,236556,143,186416,101825,137,1072,629,0,-0.247875,731,507,0,-67,58,0,414,288,0,2993,1781,38,4.22027
407195,251690,131,161768,102669,130,2151,1012,7,0.752266,599,473,0,7,65,0,384,262,0,2936,1813,37,4.22235
238284,171291,121,96629,75197,115,-65,49,0,-0.247167,179,214,0,-15,75,0,387,229,0,1653,1304,18,4.22651
222816,120790,129,74768,43177,119,275,100,0,3.7534,40,72,0,58,86,0,210,128,0,-11,86,0,4.23796
334793,227076,127,150909,103988,121,606,383,0,0.753683,392,276,0,-22,82,0,227,161,0,1412,933,0,4.24108
204942,145276,124,233780,161334,121,9645,6425,58,1.75382,749,626,0,143,190,0,606,418,0,4447,3157,45,4.24108
336195,225708,131,169616,109263,128,8725,5115,60,0.755099,823,771,0,200,111,0,506,395,0,3875,2692,43,4.26916
540873,292250,144,417592,239670,144,1042,490,0,2.75538,777,607,0,130,133,0,459,263,0,2245,1374,28,4.27436
134277,115998,104,185625,159633,107,175,131,0,3.75552,191,239,0,29,44,0,51,67,0,237,143,0,4.2754
328563,228605,141,122527,79239,123,919,665,0,-0.244334,318,264,0,51,101,0,319,148,0,1781,1263,21,4.27644
374580,241416,139,189340,119309,128,2480,1374,30,2.75609,734,625,0,53,45,0,446,272,0,3588,2308,42,4.29101
355559,238268,153,208372,109801,148,1922,1299,20,3.75623,567,345,0,78,71,0,260,187,0,2235,1261,22,4.29829
267012,184045,121,113880,76506,128,1872,1121,16,0.756516,355,331,0,-127,21,0,374,186,0,1582,1101,13,4.31181
332995,221926,131,131563,87058,122,1653,872,0,1.75666,479,390,0,46,81,0,210,190,0,2256,1451,32,4.31285
161247,131148,118,83634,66818,106,556,439,0,0.757224,249,200,0,39,116,0,174,139,0,1073,838,0,4.32638
302095,207460,125,108417,73682,120,732,467,0,2.75751,181,133,0,26,43,0,274,186,0,944,705,0,4.33574
297138,190439,131,242466,141236,129,2075,954,0,3.75765,709,557,0,49,99,0,312,208,0,3196,1799,44,4.33782
276451,188894,131,258203,119056,127,1478,755,0,2.75892,719,491,0,-43,48,0,389,243,0,3312,1473,39,4.35134
388397,210139,134,144619,89069,132,1344,712,0,0.759348,518,440,0,-13,69,0,325,255,0,2223,1445,27,4.36174
190413,141661,117,50037,39851,106,339,227,0,2.75963,89,172,0,-18,64,0,161,112,0,809,488,0,4.36695
144155,94919,114,117542,79449,116,1242,662,0,3.75977,230,212,0,6,62,0,264,136,0,1191,715,0,4.37007
354050,265771,125,199154,155875,124,1455,842,0,3.76048,540,478,0,73,66,0,259,237,0,2451,1955,29,4.38255
298963,211163,119,108322,71595,119,857,522,0,2.76105,326,296,0,16,101,0,258,182,0,1522,1011,5,4.38463
169019,108670,122,200943,120975,123,252,119,0,3.76119,317,299,0,9,46,0,276,144,0,1556,892,0,4.38775
470144,222612,149,316232,166003,146,2522,1131,33,0.762181,1055,827,0,18,138,0,711,393,0,4900,2736,53,4.41376
404360,275104,134,129633,90631,122,1182,671,0,1.76232,2216,1755,42,64,95,0,1669,873,0,12048,7001,67,4.41688
328325,224736,121,169004,115228,121,993,639,0,2.76246,540,453,0,9,79,0,296,178,0,1957,1438,26,4.41688
355001,201088,138,106293,65378,131,752,450,0,0.76289,533,376,0,72,57,0,286,227,0,2111,1329,25,4.41792
209186,152138,132,85581,65174,111,8,73,0,3.76331,-22,93,0,82,127,0,44,85,0,178,139,0,4.42104
146743,111095,126,210412,112818,126,322,206,0,1.76374,463,332,0,12,64,0,324,194,0,1852,847,0,4.42832
250720,187301,116,139070,111284,113,363,336,0,2.76388,315,305,0,-104,52,0,115,124,0,747,650,0,4.43664
269751,180309,123,140472,90419,122,1979,1088,17,-0.235836,750,541,0,215,134,0,313,199,0,2860,1716,37,4.44913
389166,239180,138,186400,105412,132,1867,820,0,0.764306,474,320,0,60,72,0,212,218,0,2245,1357,26,4.45433
301668,214100,124,102267,73523,117,828,559,0,3.76473,522,403,0,121,119,0,413,201,0,2404,1756,30,4.46161
392683,257775,129,113756,72519,126,545,264,0,-0.235127,373,436,0,15,99,0,263,235,0,1977,1622,23,4.46161
267277,181460,140,140027,100260,123,213,188,0,3.76544,297,246,0,6,90,0,85,118,0,995,797,0,4.46577
421143,238356,141,152927,95894,134,1220,566,0,-0.234419,462,388,0,39,74,0,449,247,0,2403,1455,29,4.46681
216186,110106,258,109300,48198,237,49,99,0,1.76657,196,131,0,67,81,0,64,87,0,464,179,0,4.48761
184282,146656,128,75675,57208,108,736,607,0,3.76686,142,201,0,15,96,0,164,134,0,771,561,0,4.48866
238117,167272,135,96367,68180,118,1509,909,0,0.767139,381,279,0,36,64,0,116,191,0,1551,1006,4,4.49386
182796,117254,118,116772,83026,112,2289,1322,29,1.76728,609,505,0,49,150,0,301,283,0,2859,2092,35,4.4949
396400,234841,135,146027,78714,133,1659,881,0,2.76742,629,591,0,129,85,0,270,197,0,2384,1494,33,4.49802
367839,240913,144,206412,133903,134,1142,766,0,2.76813,420,341,0,-14,116,0,351,179,0,1925,1142,18,4.51154
258033,185623,129,90319,64751,115,744,457,0,3.76898,348,283,0,21,50,0,286,160,0,1591,1229,17,4.52506
236657,168176,113,211318,161379,114,81,81,0,2.76955,328,232,0,35,65,0,-136,35,0,107,107,0,4.53547
286974,204434,120,111015,75602,121,553,332,0,-0.23017,323,305,0,-66,82,0,82,189,0,1407,1046,8,4.54171
205818,154340,121,62361,49126,109,340,261,0,2.77025,58,96,0,9,26,0,66,96,0,260,210,0,4.54795
170347,105629,117,233590,150315,121,2377,1102,19,3.7704,786,560,0,-33,77,0,543,328,0,3351,2096,41,4.54795
505046,256618,162,263001,131451,162,6359,3678,54,1.77153,658,698,0,205,172,0,435,274,0,3641,2149,42,4.56979
512666,250171,155,518957,248320,157,7652,3646,69,0.772096,2098,1315,36,225,183,0,1150,507,0,8700,4146,72,4.58436
325493,219347,122,144482,97639,125,1003,679,0,-0.227337,496,421,0,61,73,0,192,205,0,2004,1395,26,4.59268
225879,168268,123,93520,76184,111,330,262,0,2.77309,213,292,0,-75,21,0,179,129,0,1056,780,0,4.60204
194257,153520,111,64887,53708,106,653,466,0,1.77507,230,289,0,145,64,0,207,134,0,1016,825,0,4.62181
260180,163768,140,292605,195696,125,268,187,0,3.77677,351,380,0,-11,49,0,91,86,0,927,826,0,4.65717
365030,230704,129,152345,94699,128,5425,2914,56,-0.223088,441,452,0,73,74,0,402,245,0,2589,1558,32,4.65821
448705,267997,131,206849,120465,135,529,287,0,1.7779,616,457,0,85,112,0,342,252,0,2785,1590,35,4.66758
295498,206603,126,94782,62977,119,594,324,0,3.77819,334,282,0,100,86,0,19,139,0,1210,794,0,4.66862
285541,201504,119,128491,84523,120,1370,718,0,2.77875,401,463,0,-136,44,0,226,200,0,2231,1399,27,4.6811
355628,219378,127,163188,104794,127,1024,550,0,3.7789,532,402,0,-15,57,0,382,241,0,1941,1205,23,4.68214
142444,99391,116,112810,80551,111,1217,857,0,2.77946,284,245,0,21,72,0,245,130,0,1236,857,0,4.6863
261889,176585,129,85870,60442,117,528,331,0,0.779887,231,236,0,190,113,0,132,98,0,1120,857,0,4.68942
256041,176043,118,91968,64578,117,483,302,0,1.78003,131,193,0,54,80,0,124,113,0,918,593,0,4.68942
446054,242076,145,152234,79490,136,845,460,0,2.78017,776,558,0,30,94,0,417,208,0,3960,2147,52,4.69254
429539,250651,142,236120,138163,138,3260,1505,45,1.78074,657,485,0,-120,43,0,455,303,0,3487,1936,45,4.70295
293652,203845,128,148326,93170,130,705,457,0,2.78088,403,370,0,20,71,0,269,170,0,1753,1315,18,4.70399
653989,361527,153,345044,181541,147,2623,1375,30,3.78173,771,644,0,0,88,0,522,310,0,4371,2523,50,4.72999
475700,241237,154,223912,119460,144,4357,2078,53,2.78371,1244,903,0,-69,56,0,867,431,0,6336,3308,61,4.76224
288823,191787,125,116210,79021,122,1129,670,0,-0.216006,327,207,0,181,122,0,122,134,0,1809,1059,14,4.7664
448353,224003,144,435533,198293,148,4292,1653,65,1.78428,1551,1035,11,24,115,0,761,341,0,6433,3088,64,4.77264
288560,183025,126,180906,123293,124,357,218,0,0.785552,353,345,0,-28,38,0,235,116,0,1497,968,0,4.79033
374412,233350,143,290696,204091,131,3236,2178,38,0.786261,699,627,0,80,75,0,317,180,0,2172,1463,30,4.81217
237207,163037,138,118011,83025,120,980,555,0,1.7864,482,450,0,81,93,0,414,245,0,2257,1658,28,4.81529
384173,266237,144,244503,177357,129,117,86,0,2.78654,363,344,0,16,52,0,182,121,0,1491,950,0,4.81633
491312,252175,146,219715,109330,147,2062,1120,20,-0.211756,783,618,0,6,62,0,407,239,0,3449,1956,41,4.83922
173794,145886,117,102017,80227,107,181,218,0,3.78881,262,207,0,-17,81,0,-35,58,0,323,264,0,4.84442
212242,170067,106,312379,247434,118,1340,928,0,0.789093,571,484,0,147,103,0,179,142,0,1559,1257,18,4.84754
408707,234096,138,187933,108142,138,1265,637,0,2.78938,512,405,0,125,86,0,205,170,0,1906,1134,15,4.85586
239182,150780,125,192788,96772,123,1315,763,0,1.79065,377,284,0,-5,114,0,241,177,0,1902,1134,18,4.87563
316522,212397,142,110541,72632,124,673,374,0,0.791218,330,241,0,-33,88,0,300,257,0,1446,1033,7,4.89019
318819,220038,123,192464,129393,123,2290,1494,28,0.791926,796,705,0,25,101,0,527,369,0,3791,2623,42,4.89643
353701,227254,131,124087,82034,124,1381,798,0,2.79221,380,294,0,-60,62,0,449,301,0,2403,1640,32,4.90371
298940,207688,123,139416,95158,124,526,350,0,1.79278,164,243,0,-11,98,0,115,146,0,1427,923,0,4.91515
489871,267453,148,348622,214510,137,14705,6575,79,2.79292,1610,1128,21,306,278,0,1201,655,0,7921,5070,61,4.9162
193748,92346,146,251855,95475,138,511,212,0,3.79306,680,530,0,-57,36,0,436,177,0,2874,1576,31,4.91932
148126,110077,109,148105,76553,114,540,439,0,-0.206799,268,232,0,2,58,0,93,84,0,1172,581,0,4.92348
373913,229562,133,192781,123287,133,1443,695,0,0.794051,533,409,0,-65,50,0,362,199,0,2519,1482,33,4.93596
413712,215218,143,138566,65213,136,2469,1173,33,1.79419,536,449,0,68,107,0,397,274,0,2684,1413,35,4.93596
297436,219989,137,72457,52535,112,664,419,0,3.79448,144,121,0,75,66,0,71,46,0,658,590,0,4.93596
625613,310528,163,470681,226259,168,5152,2595,57,0.795467,1535,1068,13,127,104,0,852,454,0,7184,3830,68,4.96613
247792,160870,127,146337,91306,125,893,440,0,2.79575,436,379,0,10,91,0,187,182,0,1395,899,0,4.98173
337224,240644,123,138218,89255,124,1266,618,0,-0.203966,463,417,0,80,121,0,206,158,0,2075,1335,25,4.98485
264930,189440,119,110289,75824,118,828,488,0,3.7966,336,322,0,-6,49,0,143,169,0,1225,913,0,4.99213
263567,166860,129,226070,147773,124,6691,4047,57,0.796884,584,588,0,-32,70,0,337,259,0,3209,2053,41,4.99525
297596,208445,124,98918,66286,119,1253,773,0,3.79731,528,405,0,12,62,0,170,147,0,1858,1305,22,4.99941
306317,215167,118,108856,74944,124,572,432,0,2.79788,268,235,0,35,90,0,188,117,0,1161,810,0,5.0119
247221,178817,118,97566,69200,126,639,378,0,3.79802,385,335,0,24,121,0,198,144,0,1441,1157,13,5.01294
375912,206407,147,233059,108219,152,1916,950,0,-0.201133,991,647,0,156,156,0,621,266,0,4340,1836,58,5.03478
262316,187780,124,97024,68100,117,893,579,0,0.799008,504,488,0,-89,53,0,474,229,0,2297,1452,30,5.04311
298745,169276,133,132967,76475,130,6471,5066,46,2.8,665,558,0,211,122,0,376,301,0,3323,2420,36,5.06391
408674,231025,142,196701,113846,136,1607,742,0,2.80142,1232,945,0,-19,106,0,779,451,0,5395,3311,53,5.0868
260617,198216,122,88363,63450,114,760,503,0,1.80198,196,284,0,33,124,0,58,92,0,1488,989,0,5.08888
282951,187849,120,76835,50775,116,504,306,0,2.80283,137,206,0,184,119,0,142,150,0,1261,768,0,5.09304
252114,182735,126,156184,112947,115,776,454,0,1.80482,298,249,0,-115,36,0,156,132,0,908,649,0,5.12424
458780,261104,140,209717,135558,137,1062,574,0,3.8051,369,342,0,-59,39,0,142,119,0,1546,1033,6,5.12737
354475,200535,151,268127,178947,130,142,118,0,-0.194759,339,287,0,150,87,0,124,118,0,896,617,0,5.12841
170539,144185,125,78679,60651,106,191,176,0,1.80552,225,328,0,-83,49,0,157,147,0,853,632,0,5.12945
415663,245493,142,221430,128915,134,1769,1081,12,2.80567,577,488,0,-35,63,0,267,158,0,2572,1466,35,5.13465
237955,170781,114,81156,55562,112,344,180,0,1.80623,112,86,0,190,131,0,-49,40,0,426,251,0,5.14713
274577,188132,138,109528,72627,119,823,513,0,2.80637,405,300,0,45,55,0,99,192,0,1665,1141,17,5.15129
278618,190139,121,144741,99486,121,466,298,0,0.806799,312,254,0,-91,29,0,187,138,0,1223,853,0,5.15649
245338,158701,138,229637,155977,122,1418,773,0,1.80694,354,375,0,67,102,0,251,213,0,1705,1255,19,5.15753
490655,262410,148,365326,212237,142,3034,1554,40,2.80708,971,788,0,66,91,0,742,405,0,4270,2423,49,5.15961
366780,184629,144,101060,52261,139,1138,550,0,3.80722,324,249,0,50,60,0,179,98,0,1590,786,0,5.16065
179900,145125,112,52457,45098,105,106,127,0,2.80779,3,142,0,-18,26,0,13,71,0,583,504,0,5.16689
293798,188363,127,174771,113045,123,14098,7493,72,3.80793,1051,788,0,124,136,0,694,429,0,5280,3096,53,5.16689
319918,164776,129,217172,143720,128,2576,1379,32,0.808924,1046,863,0,93,93,0,616,517,0,5069,3755,45,5.18458
278226,184366,124,142538,100273,122,130,100,0,2.81062,344,320,0,40,78,0,220,164,0,1615,1334,18,5.21371
354569,222178,130,169642,102845,130,947,448,0,3.81076,629,453,0,86,62,0,389,228,0,2587,1616,33,5.21475
406378,226623,140,199561,125829,132,-19,69,0,-0.189093,665,573,0,-132,79,0,422,248,0,3138,2072,37,5.21579
202071,113415,140,188323,93662,126,676,302,0,0.811048,482,416,0,29,81,0,160,199,0,2004,1321,16,5.21787
296581,202960,132,94521,63034,127,2514,1289,33,-0.188385,193,300,0,-56,85,0,131,167,0,1561,1046,9,5.23555
281098,197078,123,112626,81419,114,584,348,0,0.811756,795,551,0,-20,68,0,477,243,0,3223,2307,38,5.23659
280697,185671,127,116752,92572,116,88,95,0,-0.187677,318,260,0,232,81,0,178,136,0,1663,1307,19,5.23971
321723,213349,133,131628,80561,122,974,603,0,0.812465,612,551,0,-118,26,0,546,356,0,3221,2068,39,5.24075
126005,102326,121,148884,129736,109,404,370,0,2.81275,187,173,0,-39,88,0,129,79,0,278,203,0,5.24699
408097,250749,143,146472,85347,128,1722,797,0,-0.186261,460,425,0,146,113,0,303,221,0,2492,1432,33,5.27196
505098,253904,161,463875,209568,158,4855,2190,58,0.814589,1765,1227,26,106,94,0,1062,588,0,8659,4556,67,5.28028
346979,199774,131,144615,81995,126,385,238,0,3.81501,360,221,0,-52,39,0,174,125,0,909,665,0,5.29588
309878,207600,135,147652,91241,123,2060,1007,11,-0.184844,385,448,0,-34,83,0,330,190,0,2406,1571,33,5.29797
353792,200383,148,228683,122054,135,3003,1436,44,1.81544,732,499,0,72,84,0,389,172,0,3114,1775,42,5.30109
394408,212917,143,292352,155378,140,13804,7005,85,3.81572,1239,888,0,54,97,0,775,413,0,5991,3274,61,5.30941
346735,229675,141,137660,90894,123,704,365,0,0.816006,394,406,0,139,90,0,136,200,0,1826,1241,23,5.31253
145763,124018,109,170501,145456,109,127,121,0,1.81615,230,253,0,104,61,0,76,71,0,146,164,0,5.31773
489033,243417,159,211340,113854,140,2610,1447,33,-0.183428,756,537,0,72,79,0,350,220,0,3532,1920,44,5.32085
212941,156659,112,106749,84325,109,60,71,0,1.81686,333,178,0,-42,102,0,126,98,0,838,679,0,5.32189
304065,210731,119,122014,81524,121,3835,2300,45,0.817422,673,493,0,-113,91,0,290,201,0,2198,1585,30,5.33125
216142,148754,133,135737,102956,118,5957,3874,50,1.81756,458,446,0,105,104,0,396,251,0,2211,1703,29,5.33125
279482,192427,138,113780,78923,120,778,527,0,2.81771,266,226,0,52,66,0,143,102,0,1024,775,0,5.33229
245375,171566,125,98167,73222,115,3208,1990,41,3.81785,356,350,0,-1,95,0,317,183,0,2036,1400,26,5.33541
179264,140366,126,183787,139104,115,5031,4124,42,1.81827,492,429,0,3,49,0,318,193,0,2023,1516,26,5.33853
348935,163611,154,251476,110144,151,758,328,0,2.81841,648,343,0,24,118,0,216,164,0,1912,992,0,5.34062
302527,216163,138,102521,72735,117,803,504,0,3.81856,354,268,0,178,91,0,151,112,0,1255,779,0,5.34166
284512,181199,144,223413,136481,130,9570,5595,64,-0.181303,771,714,0,57,48,0,516,311,0,3721,2073,47,5.34374
309599,207882,142,118424,72804,120,907,425,0,1.81898,195,161,0,-19,74,0,232,121,0,1082,624,0,5.35102
212174,162730,124,58369,43216,112,462,332,0,2.81912,384,423,0,60,84,0,247,141,0,1093,850,0,5.35102
323317,174207,134,147710,95594,132,796,359,0,3.81926,137,111,0,-21,44,0,151,63,0,791,469,0,5.35518
165862,131166,112,136859,113778,112,245,192,0,2.81983,366,291,0,-6,52,0,6,78,0,-11,123,0,5.36454
429973,278010,130,356316,258421,130,1351,759,0,3.81997,786,689,0,10,93,0,498,314,0,3305,2294,38,5.36766
168175,122458,112,132458,101884,112,347,195,0,0.820255,256,393,0,-74,59,0,78,147,0,1343,954,0,5.37494
